Normalized text	Document Number	Alternate Numbering	UUID	Person ID	QUOTE_TRANSCRIPTION	Supplemental naming	COMMENTS	LAT	LNG	TAGS	Unhandled Tags 2	Named by	Scribe	Principal	Witness	Dead	Gender
Roger de Breynton	RBLR 2203		af42e28e-274a-4321-ae41-cff330562218	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breinton being Proctor for John de Orleton					Principal|Clerical|Agent	Clerical|Agent			Principal			M
Adam de Orleton	RBLR 2203		b3970a7e-b346-491d-a190-73ff7e636cb6	ce859ac7-0532-43e2-9359-1f495b0beefb	Ade, etc.,	etc.				Witness|Clerical	Clerical				Witness		M
Robert rector of Wanstrow	RBLR 2203		cf16882c-b46d-4cfb-b4df-d63453207088	cf16882c-b46d-4cfb-b4df-d63453207088	Robert, Rector of Wanstrow	Rector of Wanstrow [Wistanstowe?]	appted substitute proctor (with Wm Breynton) for [is this Wistanstowe?]Roger Breynton, who is himself proctor for John Orleton|Wanstrow = Bath & Wells diocese (orig. Wandestrete)			Principal|Clerical|Agent	Clerical|Agent			Principal			M
John de Orleton	RBLR 2203		75a290a2-a0a7-43df-a232-4c9846bf37fd	da7bd936-4a58-4d72-bef7-ca072bffdbbd	Johannis de Orletone, canonici Wellensis	canonici Wellensis	his initial proctor, Roger Breynton (going abroad) appoints substitute proctors| Wm Breynton and Robert, Rector of Wanstrow, bath & well diocese			Principal|Clerical	Clerical			Principal			M
Henry de Canterbury	RBLR 2501		8a614e5a-34a8-4f86-a4b8-fda0e727a29d	0ab7def0-5fbd-4196-a330-dc08073e3936	Henricus de Cantebrigg		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de London	RBLR 2501		13b43557-20da-46c6-a32f-ce2c7df1050c	13b43557-20da-46c6-a32f-ce2c7df1050c	Willielmus de London		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas de Langeham	RBLR 2501		19d13ab4-86fd-47a5-a02e-2e28343f8dd5	19d13ab4-86fd-47a5-a02e-2e28343f8dd5	Thomas de Langeham		going abroad in royal party			Principal|Agent	Agent			Principal			M
John le Moigne barkere	RBLR 2501		1e3e8656-601a-4166-b807-ffe4015c8d53	1e3e8656-601a-4166-b807-ffe4015c8d53	Johannes le Moigne Barkere		going abroad in royal party; barkere = occupation RE trees, or like a tanner			Principal|Agent	Agent			Principal			M
King Edward III	RBLR 2501		59cd59f6-f293-46ef-a51b-111cfac56bbb; eed904af-8825-4367-88af-7d222f06bcdb	518568ab-fc48-4fe9-9c26-659db6090111	Regis; Edwardo, filio Regis, comite Cestr'	filio Regis, comite Cestr'	Edward (future Ed III), son of the king, earl of Chester, going abroad			Office		Office		Principal			M
John de Padyngton	RBLR 2501		52f07809-ae1b-4c6d-ab9a-7705714d35a8	52f07809-ae1b-4c6d-ab9a-7705714d35a8	Johannis de Padyngton,		attorney for Walter Stapledon, Bp of Exeter, going abroad			Principal|Agent	Agent			Principal			M
Richard Counsedieu	RBLR 2501		558c0b83-2a07-4af7-aaf6-4587d8e4e341	558c0b83-2a07-4af7-aaf6-4587d8e4e341	Ricardus Counsedien		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas Sprynget de Grynewiche	RBLR 2501		5a59246b-7603-40e2-a692-70bca1bbc90e	5a59246b-7603-40e2-a692-70bca1bbc90e	Thomas Sprynget, de Grynewiche	de Grynewiche	going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Hemstede	RBLR 2501		5b2c9c32-ad50-4d0a-9cf2-3bb610bc9fb5	5b2c9c32-ad50-4d0a-9cf2-3bb610bc9fb5	Willielmus de Hemstede		going abroad in royal party			Principal|Agent	Agent			Principal			M
Gilbert de Keleshull	RBLR 2501		6518693e-e0b7-4ec4-9076-3f49999e5e03	6518693e-e0b7-4ec4-9076-3f49999e5e03	Gilbertus de Keleshull, persona ecclesiae de Alba Rothyng	persona ecclesiae de Alba Rothyng	going abroad with Walter Stapledon, Bp of Exeter, in royal party			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Roger de Breynton	RBLR 2501		1735fbc2-5c92-43cb-8661-654262b8a255	724d1018-4ff9-463e-a762-59080c540d53	Rogerus de Breynton, persona ecclesiae de Aka	persona ecclesiae de Aka	going abroad with Walter Stapledon, Bp of Exeter, in royal party			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Martin Squirell de Berkyng	RBLR 2501		74abcfce-9de4-47eb-81bb-df2578668a31	74abcfce-9de4-47eb-81bb-df2578668a31	Martinus Squirell, de Berkyng	de Berkyng	going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Broghton	RBLR 2501		77a11bf6-d02e-4193-92af-b692ea62b3ba	77a11bf6-d02e-4193-92af-b692ea62b3ba	Johannes de Broghton		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Chanse hauberger	RBLR 2501		738a2580-08a6-4f78-8df3-58c19a36e065	901e62d6-9183-470d-af74-af6a5af00192	Johannes de Chause Hauberger		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas atte Chirche	RBLR 2501		9c1faad9-b133-41b8-bde9-c54f1a3f5e6a	9c1faad9-b133-41b8-bde9-c54f1a3f5e6a	Thomas Atte Chirche		going abroad in royal party			Principal|Agent	Agent			Principal			M
Geoffrey Foun	RBLR 2501		9d60c04d-0a6b-4bec-9866-e76e86b0ce6c	9d60c04d-0a6b-4bec-9866-e76e86b0ce6c	Galfridus Foun		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Percy	RBLR 2501		9f10e9cb-66b2-4498-b76c-f84ddfd7c28e	9f10e9cb-66b2-4498-b76c-f84ddfd7c28e	Willelmus de Percy		going abroad in royal party			Principal|Agent	Agent			Principal			M
Henry de Acombe Chauscire	RBLR 2501		ac59819b-bd7b-448e-8d47-011ad5e6f302	ac59819b-bd7b-448e-8d47-011ad5e6f302	Henricus de Acombe Chauscire		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Ultyng	RBLR 2501		bf531ca7-96f7-48cf-9247-7982d8851c2c	bf531ca7-96f7-48cf-9247-7982d8851c2c	Johannes de Ultyng		going abroad in royal party			Principal|Agent	Agent			Principal			M
Roger Bennyng the Trumpour	RBLR 2501		c2d8049b-e342-4df3-9d4c-f47e62954385	c2d8049b-e342-4df3-9d4c-f47e62954385	Rogerus Bennyng Trumpur		going abroad in royal party			Principal|Agent	Agent			Principal			M
king's household	RBLR 2501		ce3e2e90-bf25-40bc-8b3f-79abb3a90a62	ce3e2e90-bf25-40bc-8b3f-79abb3a90a62	comitiva Regis		household of the king			Collective		Collective					M
William de Brouneleye	RBLR 2501		d1bf8427-e0ec-407a-a9a5-11af76a66719	d1bf8427-e0ec-407a-a9a5-11af76a66719	Willielmus de Brouneleye		going abroad in royal party			Principal|Agent	Agent			Principal			M
Walter Stapledon	RBLR 2501		56558f72-e9bd-48a5-8b21-e7a36ba26789	d31c2c71-f4ce-4e43-8bdd-ae7e9444c9d6	Walterus Exon episcopus	bishop of Exeter	Walter Stapledon, Bp of Exeter (also treasurer of the realm), going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent			Principal			M
John Rose de Grynewiche	RBLR 2501		d49e80ac-74e0-4d1a-8e6a-d8c0689856ba	d49e80ac-74e0-4d1a-8e6a-d8c0689856ba	Johnannes Rose, de Grynewiche	de Grynewiche	going abroad in royal party			Principal|Agent	Agent			Principal			M
Ralph Speke	RBLR 2501		e48e2190-93ba-45e5-945b-4c4bda4b1e95	e48e2190-93ba-45e5-945b-4c4bda4b1e95	Radulphi Speke		attorney for Walter, Bp of Exeter, going abroad			Principal|Agent	Agent			Principal			M
Thomas Holbode of Wyndesore	RBLR 2501		ea9a655f-8723-41bc-89fd-07ca3fdc714d	ea9a655f-8723-41bc-89fd-07ca3fdc714d	Thomas Holbode, de Wyndesore	de Wyndesore	going abroad in royal party			Principal|Agent	Agent			Principal			M
Robert de Kendale	RBLR 2501		ec00d757-b68a-4061-a8e5-5d377e928d8e	ec00d757-b68a-4061-a8e5-5d377e928d8e	Robertus de Kendale		going abroad in royal party			Principal|Agent	Agent			Principal			M
Blaise de Sene	RBLR 2501		20068a2f-0593-4326-b9f5-9cad8f277ba4	ed182fa0-cd4e-45b4-b20f-ea8713718291	Blasius de Sene		going abroad in royal party			Principal|Agent	Agent			Principal			M
Adam Murymuth	RBLR 2502		19e5079d-9b58-4e8e-98e8-e0dd6c0e67b2	084ba154-4071-4c66-94fd-8cb0b985a1a5	Adam Mirimouth		(magister)|going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Henry de Canterbury	RBLR 2502		eb8b9fd2-6e5f-4e3c-ba8b-3194946cee12; 0ab7def0-5fbd-4196-a330-dc08073e3936	0ab7def0-5fbd-4196-a330-dc08073e3936	Henry de Cantebrigg; Henry de Cantuaria, clerk.	clerk	going abroad in royal party; going abroad in royal party			Principal|Agent	Clerical|Agent			Principal			M
Richard de Plaiz	RBLR 2502		0c3edcbf-acce-4c15-934f-6dac61c5fb28	0c3edcbf-acce-4c15-934f-6dac61c5fb28	Richard de Plaiz		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de London	RBLR 2502		cd1db4e5-03e0-4eca-841a-1fb73d2cacef	13b43557-20da-46c6-a32f-ce2c7df1050c	William de London		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas de Langeham	RBLR 2502		a3fef6d4-c4cc-484f-8f61-701b59439bd3	19d13ab4-86fd-47a5-a02e-2e28343f8dd5	Thomas de Langeham		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Westmancote	RBLR 2502		19e08895-b1d8-4b43-af73-0d3f7476e5b8	19e08895-b1d8-4b43-af73-0d3f7476e5b8	John de Westmancote, parson of the church of Hanyton	parson of the church of Hanyton	going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent	Parent		Principal			M
John le Moigne barkere	RBLR 2502		a87c33bb-0a5d-4b69-ac60-61809bfaef76	1e3e8656-601a-4166-b807-ffe4015c8d53	John le Moigne, ' barkere.'	' barkere.'	going abroad in royal party			Principal|Agent	Agent			Principal			M
Richard de Gloucester	RBLR 2502		20eff437-f933-4db6-8465-57e2afc4c5ee	20eff437-f933-4db6-8465-57e2afc4c5ee	Richard de Gloucestre, clerk	clerk	going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent			Principal			M
John de Mildenhale	RBLR 2502		283872c5-9c2c-4b5d-8c85-1f288f786800	283872c5-9c2c-4b5d-8c85-1f288f786800	John de Mildenhale		(magister)|going abroad in royal party			Principal|Agent|Clerical	Clerical|Agent			Principal			M
Richard de Wynkefeld	RBLR 2502		32a02ac0-7932-4deb-9c4f-8e8782513328	32a02ac0-7932-4deb-9c4f-8e8782513328	Richard de Wynkefeld		going abroad in royal party			Principal|Agent	Agent			Principal			M
George de Thorp	RBLR 2502		39cac32e-7a17-44fa-9620-5780804f3c6a	39cac32e-7a17-44fa-9620-5780804f3c6a	George de Thorp		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas de Usflet	RBLR 2502		3a62f49c-d0db-4044-a715-76c06c0f08d8	3a62f49c-d0db-4044-a715-76c06c0f08d8	Thomas de Usflet, parson of the church of Munestok	parson of Munestok	going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent	Parent		Principal			M
Peter de Eketon	RBLR 2502		3bc6a84a-4ffe-4973-9e41-a365131fd58d	3bc6a84a-4ffe-4973-9e41-a365131fd58d	Peter de Eketon		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Grey of Rotherfeld	RBLR 2502		482306db-ab3f-4e91-8a89-e0b47309d82b	482306db-ab3f-4e91-8a89-e0b47309d82b	John de Grey of Rotherfeld		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Bello Campo	RBLR 2502		01665622-682b-479b-a1db-2be9abb3a2bc	4db979f8-5671-4bef-8d46-9c18331556ae	William de Bello Campo		going abroad in royal party			Principal|Agent	Agent			Principal			M
King Edward III	RBLR 2502		1af39cc7-7bba-45e1-a51c-ca688b33d11c	518568ab-fc48-4fe9-9c26-659db6090111	king's son, Edward, earl of Chester	Edward, earl of Chester	future Edward III|going abroad			Principal				Principal			M
John de Padyngton	RBLR 2502		e2a2a73e-fd5d-4bee-a160-d0db0bdfce9f	52f07809-ae1b-4c6d-ab9a-7705714d35a8	John de Padyngton		attorney for Walter Stapledon, Bp of Exeter, going abroad			Principal|Agent	Agent			Principal			M
Richard Counsedieu	RBLR 2502		94fa35ba-c204-47a8-9634-87d235e90631	558c0b83-2a07-4af7-aaf6-4587d8e4e341	Richard Counsedieu.		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas Sprynget de Grynewiche	RBLR 2502		6c98d257-fd21-47fa-a00a-2f844f508a72	5a59246b-7603-40e2-a692-70bca1bbc90e	Thomas Sprynget of Grynewiche		going abroad in royal party			Principal|Agent	Agent			Principal			M
Robert de Ferariis	RBLR 2502		5af5d9ab-2e93-4b79-9fd2-c2534fe42164	5af5d9ab-2e93-4b79-9fd2-c2534fe42164	Robert de Ferariis		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Hemstede	RBLR 2502		8ac98adb-0258-4f94-be24-238ca116eeef	5b2c9c32-ad50-4d0a-9cf2-3bb610bc9fb5	William de Hemstede		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Gloucester	RBLR 2502		ea658bc5-b92a-4c73-b85a-54e62e8a2001	61f26300-6000-4fde-9a25-5937871b4d3a	John de Gloucestre, going with the said Richard	going with the said Richard	going abroad with M Richard de Gloucester, in royal party			Principal|Agent	Agent			Principal			M
John de Hulhampton	RBLR 2502		888cad34-4b56-4d72-aea8-f7235255a4bf	63de0c5e-831a-4193-a10b-b186e9b8fbd0	John de Houton, parson of the church of Possewyk	parson of the church of Possewyk	(aka Houton, Houlton); going abroad in royal party; Burghill and Houton placenames same vicinity / other docs			Principal|Clerical|Agent	Clerical|Agent	Parent		Principal			M
Gilbert de Keleshull	RBLR 2502		ac2a8f0c-02e7-498c-81ef-a83386601ec1	6518693e-e0b7-4ec4-9076-3f49999e5e03	Gilbert de Keleshull, parson of the church of White Rothing	parson of the church of White Rothing	going abroad with Walter Stapledon, Bp of Exeter, in royal party			Principal|Agent|Clerical	Clerical|Agent	Parent		Principal			M
Alan de Charleton	RBLR 2502		699c9e05-bd53-48b7-a116-74f9ad5ab01d	699c9e05-bd53-48b7-a116-74f9ad5ab01d	Alan de Charleton		going abroad in royal party			Principal|Agent	Agent			Principal			M
Roger de Breynton	RBLR 2502		fa5b7d63-6290-4e0c-b497-006e89a76889	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breynton, parson of the church of Aka	parson of the church of Aka	going abroad with Walter Stapledon, Bp of Exeter, in royal party			Principal|Agent|Clerical	Clerical|Agent	Parent		Principal			M
Edmund le Spicer	RBLR 2502		749e55ab-474f-4aa6-a6dc-94639000ecf6	749e55ab-474f-4aa6-a6dc-94639000ecf6	Edmund le Spicer, going with the said Master Henry.	going with the said Master Henry.	going abroad with M. Henry de Cantuaria, clerk, in royal party			Principal|Agent	Agent			Principal			M
Martin Squirell de Berkyng	RBLR 2502		f2f825b1-f119-454c-a8db-a8bf7f8c6ba1	74abcfce-9de4-47eb-81bb-df2578668a31	Martin Squirel of Berkyng		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas Coudray	RBLR 2502		74f437d8-a1dd-4075-a511-55ce1b584b94	74f437d8-a1dd-4075-a511-55ce1b584b94	Thomas Coudray.		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Broghton	RBLR 2502		27e0a136-e011-4338-939c-fa9790825049	77a11bf6-d02e-4193-92af-b692ea62b3ba	John de Broghton		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Felstede	RBLR 2502		7984d07e-f643-4411-a3b5-2b14184f14bf	7984d07e-f643-4411-a3b5-2b14184f14bf	John de Felstede, 'taverner,' going with the said Master John	'taverner,' going with the said Master John	going abroad with M John de Shordich, in royal party			Principal|Agent	Agent			Principal			M
Robert de Sapy	RBLR 2502		7e6ed73f-c616-4509-a935-398ff144e07e	7e6ed73f-c616-4509-a935-398ff144e07e	Robert de Sapy.		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Hildesley	RBLR 2502		7ecde8d3-8dc9-4fcc-a27d-2e65588c8a6b	7ecde8d3-8dc9-4fcc-a27d-2e65588c8a6b	John de Hildesley, parson of the church of Thynden	parson of the church of Thynden	going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent	Parent		Principal			M
William de Braydeshale	RBLR 2502		822a8ab0-9e09-4569-93a4-50e007c01d07	822a8ab0-9e09-4569-93a4-50e007c01d07	William de Braydeshale		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Shordich	RBLR 2502		826431e8-a852-46ac-83e3-f35e1aba2f54	826431e8-a852-46ac-83e3-f35e1aba2f54	John de Shordich		(magister)|going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Nicholas de Oxonia	RBLR 2502		abc1c61d-bfdc-4a44-96cb-4e4d3d895d31	862c9e59-0795-4109-a476-fbe44373098c	Nicholas de Oxonia, going with the said John de Shordich	going with the said John de Shordich	going abroad with M. John Shordich, in royal party			Principal|Agent	Agent			Principal			M
Richard atte Wose	RBLR 2502		8b016896-f06e-464a-b3fc-d804c0478706	8b016896-f06e-464a-b3fc-d804c0478706	Richard atte Wose.		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Chanse hauberger	RBLR 2502		901e62d6-9183-470d-af74-af6a5af00192	901e62d6-9183-470d-af74-af6a5af00192	John de Chanse, ' hauberger.'	' hauberger.'	going abroad in royal party|haberdasher?			Principal				Principal			M
Thomas atte Chirche	RBLR 2502		2aa48f58-97bb-4d3d-874c-9c7225b123d5	9c1faad9-b133-41b8-bde9-c54f1a3f5e6a	Thomas atte Chirche		going abroad in royal party			Principal|Agent	Agent			Principal			M
Geoffrey Foun	RBLR 2502		0d29de85-fe97-4c08-9dd0-ad84174ddac7	9d60c04d-0a6b-4bec-9866-e76e86b0ce6c	Geoffrey Foun.		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Percy	RBLR 2502		b5ea2202-46d9-4983-b3a8-60bede93ab41	9f10e9cb-66b2-4498-b76c-f84ddfd7c28e	William de Percy		going abroad in royal party			Principal|Agent	Agent			Principal			M
Anselm le Mareschal	RBLR 2502		a0d8a40e-2588-4287-885f-3368243f818b	a0d8a40e-2588-4287-885f-3368243f818b	Anselm le Mareschal		going abroad in royal party			Principal|Agent	Agent			Principal			M
Richard de Ayremynne	RBLR 2502		a7cb6d27-3e2d-42c9-973d-86fc5d9ba612	a7cb6d27-3e2d-42c9-973d-86fc5d9ba612	Richard de Ayremynne, parson of the church of Elveleye	parson of the church of Elveleye	going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent	Parent		Principal			M
Henry de Acombe Chauscire	RBLR 2502		4b2add8b-2351-4f45-85e8-cd6242f18b8a	ac59819b-bd7b-448e-8d47-011ad5e6f302	Henry de Acombe ' chaufcire.'		going abroad in royal party			Principal|Agent	Agent			Principal			M
Robert de Echyngham	RBLR 2502		b152dd6f-e442-4c47-99fe-9c9205b19e2e	b152dd6f-e442-4c47-99fe-9c9205b19e2e	Robert de Echyngham		going abroad in royal party			Principal|Agent	Agent			Principal			M
Robert de Bustlere	RBLR 2502		b25120b8-e02f-4fdd-b391-4145fbc7bab0	b25120b8-e02f-4fdd-b391-4145fbc7bab0	Robert de Bustlere		going abroad with Almaric la Zouche, in royal party			Agent|Principal	Agent			Principal			M
John de Swyneford	RBLR 2502		bdc25719-7f65-42c2-b204-63ba4e7e73dd	bdc25719-7f65-42c2-b204-63ba4e7e73dd	John de Swyneford		going abroad with Almaric la Zouche, in royal party			Principal|Agent	Agent			Principal			M
John de Ultyng	RBLR 2502		635666f5-b209-44b4-a37e-08b6c0f09589	bf531ca7-96f7-48cf-9247-7982d8851c2c	John de Ultyng		going abroad in royal party			Principal|Agent	Agent			Principal			M
Thomas de Clare	RBLR 2502		c1c4a786-b88a-49d3-8d4e-5eed20f06813	c1c4a786-b88a-49d3-8d4e-5eed20f06813	Thomas de Clare, parson of the church of Alyngton	parson of the church of Alyngton	going abroad in royal party			Principal|Clerical|Agent	Clerical|Agent	Parent		Principal			M
Roger Bennyng the Trumpour	RBLR 2502		5219aedd-438c-49e6-9981-17b2dc9378bf	c2d8049b-e342-4df3-9d4c-f47e62954385	Roger Bennyng, ' trumpur.'	' trumpur.'	going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Brouneleye	RBLR 2502		962a4a89-b7ff-4e8f-b55b-498e78175f08	d1bf8427-e0ec-407a-a9a5-11af76a66719	William de Brouneley.		going abroad in royal party			Principal|Agent	Agent			Principal			M
Walter Stapledon	RBLR 2502		5a6ff110-59ed-4868-8a2b-62ff7749866c	d31c2c71-f4ce-4e43-8bdd-ae7e9444c9d6	Walter bishop of Exeter, going with the king's son, Edward, earl of Chester	bishop of Exeter	going with the king's son, Edward, earl of Chester			Principal|Agent|Clerical	Clerical|Agent			Principal			M
John Curzon	RBLR 2502		d3d72756-d5d5-44f4-9a81-f858779437ea	d3d72756-d5d5-44f4-9a81-f858779437ea	John Curzon		going abroad in royal party			Principal|Agent	Agent			Principal			M
King Edward II	RBLR 2502		840783da-05a3-4cff-9ae5-feb25e8ec5f4	d4581268-48f2-45c8-8655-11affadc8472	king		King Edward II--but more likely, in royal party for king's son,going instead			Office|Principal		Office		Principal			M
John Rose de Grynewiche	RBLR 2502		b5d5d375-c53c-4118-9e7a-90ac7bdfad08	d49e80ac-74e0-4d1a-8e6a-d8c0689856ba	John Rose of Grynewiche		going abroad in royal party			Principal|Agent	Agent			Principal			M
Ralph Speke	RBLR 2502		4aff6653-92a8-4bc1-a738-66941c8b8c78	e48e2190-93ba-45e5-945b-4c4bda4b1e95	Ralph Speke		attorney for Walter Stapledon, Bp of Exeter, going abroad			Agent|Principal	Agent			Principal			M
William de Usflet	RBLR 2502		e9d57c2c-4594-49a5-a0dc-881039192eb3	e9d57c2c-4594-49a5-a0dc-881039192eb3	William de Usflet, parson of the church of Newenton	parson of the church of Newenton	going abroad in royal party			Principal|Agent|Clerical	Clerical|Agent	Parent		Principal			M
Thomas Holbode of Wyndesore	RBLR 2502		9608edfb-9bd2-46aa-9da3-e1abcfdc9add	ea9a655f-8723-41bc-89fd-07ca3fdc714d	Thomas Holbode of Wyndesore		going abroad in royal party			Principal|Agent	Agent			Principal			M
Robert de Kendale	RBLR 2502		79fcd80b-2530-4468-844e-858a0e5ae074	ec00d757-b68a-4061-a8e5-5d377e928d8e	Robert de Kendale.		going abroad in royal party			Principal|Agent	Agent			Principal			M
Blaise de Sene	RBLR 2502		ed182fa0-cd4e-45b4-b20f-ea8713718291	ed182fa0-cd4e-45b4-b20f-ea8713718291	Blaise de Sene		going abroad in royal party			Principal|Agent	Agent			Principal			M
Almaric la Zouche	RBLR 2502		f3286594-2be7-40f0-825d-70eab45d3767	f3286594-2be7-40f0-825d-70eab45d3767	Almaric la Zouche		going abroad in royal party			Principal|Agent	Agent			Principal			M
William de Longeleye	RBLR 2502		f637b91f-9c5f-4965-9561-0606d620d8ef	f637b91f-9c5f-4965-9561-0606d620d8ef	William de Longeleye		going abroad in royal party			Principal|Agent	Agent			Principal			M
John de Scure	RBLR 2502		fed4414f-3bc4-45cb-bb92-92160345c66d	fed4414f-3bc4-45cb-bb92-92160345c66d	John de Scure		going abroad in royal party			Principal|Agent	Agent			Principal			M
Richard de Bello	RBLR 2601		192bf977-5d88-4497-8616-38933b0c5e1d	192bf977-5d88-4497-8616-38933b0c5e1d	Richard de Bello		formerly Prebend of Norton, at HC			Dead|Clerical	Clerical					Dead	M
Roger de Breynton	RBLR 2601		7b82ddb7-5f64-4319-9993-819e27011cb4	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breinton, priest	priest	pres. to Prebend of Norton (on death of R de Bello)			Principal|Clerical	Clerical			Principal			M
Adam de Orleton	RBLR 2601		703e116d-907a-4674-8983-dc16840da19e	ce859ac7-0532-43e2-9359-1f495b0beefb	Bishop		Adam Orleton|presents Roger Breynton to Prebend of Norton			Principal|Clerical	Clerical			Principal			M
Roger de Breynton	RBLR 2602		e34f5bb6-aa6a-4fcc-b046-c7d94470f524	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breinton, priest (in commendam	priest (in commendam	presented to Wellington, by the Bishop (Adam Orleton)			Principal|Clerical	Clerical			Principal			M
Adam de Orleton	RBLR 2602		5fb736d8-07c8-4c96-a9cb-690d2d46ddb9	ce859ac7-0532-43e2-9359-1f495b0beefb	Bishop		Adam Orleton, Bp of H|presents Roger Breynton to wellington			Principal|Clerical	Clerical			Principal			M
Richard de Swinfield	RBLR 2603		a2e96d29-d9c1-4ea3-806d-ed39e4f9b758	1eb4933c-65f8-40fc-9eb8-7a62800229b5	Richard [Swinfield ], formerly Bishop of Hereford	formerly bishop of Hereford				Dead|Clerical	Clerical					Dead	M
Robert de Iklesham	RBLR 2603		0a819416-cfe3-484d-8c9e-b751904fa3b8	5391eb33-b06a-417e-acbd-c8456ae326da	Robert de Icklesham,		executor of RS			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Roger de Breynton	RBLR 2603		06744a9c-a2e4-422a-a96d-bf8ede28aa17	724d1018-4ff9-463e-a762-59080c540d53	Roger de Breinton, executors of Richard [Swinfield ],	executors of Richard Swinfield	executor of RS			Principal|Clerical|Agent	Clerical|Agent			Principal			M
John de la Felde	RBLR 2603		d4f30783-7c00-4f43-8200-99c700cb753e	8c0a8469-c649-4985-947b-e6bc21844f83	John de la Felde,		executor of RS			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Walter Reynolds	RBLR 2603		c9d9969e-5f42-4544-9fe7-2e4fc62f1db8	b0dcb5c7-9c6b-4c4b-83d8-3ce4f6943f4a	Walteri, Dei gracia Archiepiscopi Cantuariensis	archbishop of Canterbury	Walter, Archbp of Canterbury			Adjudicator|Clerical	Clerical|Adjudicant						M
Adam de Orleton	RBLR 2603		1a7b89d4-2ec7-4975-b464-c44ef2e1003f	ce859ac7-0532-43e2-9359-1f495b0beefb	Adam, etc.	etc.				Principal|Clerical	Clerical			Principal			M
Richard de Hamenasche	RBLR 2603		0ba4d083-deda-4371-ab05-7b017f355545; 44f6913e-2c99-4d61-8adf-72ed21148737	d3511353-0cac-4ec6-a24c-3546a95e98a2	Richard de Hamenasch; Richard de Hamenasch, Robert de Icklesham, John de la Felde, and Roger de Breinton, executors of Richard [Swinfield ], formerly Bishop of Hereford	Robert de Icklesham, John de la Felde, and Roger de Breinton, executors of Richard [Swinfield ], formerly Bishop of Hereford	executor of RS; putting names here to show who's still alive of original exectors			Principal|Clerical|Agent	Clerical|Agent	Collective		Principal			M
King Edward III	RBLR 2701		3b57cbaf-d049-40f6-88aa-b061c59b328e; 90023b1d-8dc9-47ee-a92b-2613f0197cb7	518568ab-fc48-4fe9-9c26-659db6090111	king; K.		Not scribe| K = by authority of King, I think			Office|Principal		Office	Scribe	Principal			M
Roger de Breynton	RBLR 2701		bb502fde-e870-452c-9e83-ce9a2baf5646	724d1018-4ff9-463e-a762-59080c540d53	Roger de Brenton		attorney for AO, Bp of H, with Adam Herwynton			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Adam de Herwynton	RBLR 2701		a1e49011-4454-4c99-8db6-6a4e94142648	81779cb1-0255-4d03-a4cb-4eb79fd48732	Adam de Hereuynton		attorney for AO, Bp of H, with Roger Breynton			Principal|Clerical|Agent	Clerical|Agent			Principal			M
Adam de Orleton	RBLR 2701		a856c807-a5a0-4ec8-aca6-05c27e7037b4	ce859ac7-0532-43e2-9359-1f495b0beefb	A. bishop of Hereford		Adam Orleton|going abroad in King's service			Principal|Clerical|Agent	Clerical|Agent			Principal			M
