Id	TYPE	Document Number	Doc_Year	QUOTE_TRANSCRIPTION	VOCAB_LABEL	LAT	LNG	Place_Type	Person_Gender	TAGS	Person_Named by	Role	Person_Job	COMMENTS
Richard Swinfield	PERSON	HCM 1003, HCM 1003, HCM 1005, HCM 1023, HCM 1023, HCM 1024, HCM 1024, HCM 1025, HCM 1025, HCM 1035, HCM 1035, HCM 1049, HCM 1059, HCM 1169, HCM 1366, HCM 1367, HCM 1439, HCM 1441, HCM 1442, HCM 1507 C, HCM 1929, HCM 1929, HCM 1931, HCM 2096, HCM 2151, HCM 2159, HCM 2257, HCM 2260, HCM 2260, HCM 2995, HCM 758	1317, 1314, 1309/10, 1316, 1317, 1308, 1305, 1306, 1316, 1313, 1315, 1309, 1306, 1315/6, circa 1317, 1314	Richard de Swynefeud, Richard, bishop of Hereford, Richard de Swynefeud, bishop of Hereford, Richard de Swynefeud, bishop of Hereford, Richard de Swynefeud, bishop of Hereford, Richard de Swynefeud, bishop of Hereford, the bishop of Hereford, bishop of Hereford, Richard [Swinfield], R[ichard Swinfield], the bishop, Richard [Swinfield], bishop of Hereford, the bishop of Hereford, Richard [Swinfield], bishop of Hereford, Richard Swinfield], bishop of Hereford, Richard [de Swinfield], bishop of Hereford, R[ichard Swinfield], bishop of Hereford, the said bishop, the bishop, the bishop of Hereford						Dead, Office, Dead, Office, Dead, Office, Dead, Office, Dead, Office, Principal, Office, Principal, Office, Principal, Witness, Principal, Office	Office, Office, Office, Office, Office, Office	Witness	bishop of Hereford, bishop of Hereford, bishop of Hereford,, bishop of Hereford, bishop of Hereford,, Bishop of Hereford, bishop of Hereford	Richard Swinfield, Bishop of Hereford, aka Richard Swinfield, Bishop of Hereford, Richard Swinfield, Richard Swinfield, Bishop of Hereford, Richard Swinfield
Richard the smith of Neuton	PERSON	HCM 378	1317	Richard the smith of Neuton						Principal				
Richard Thurgrym	PERSON	HCM 1247, HCM 1752, HCM 1974, HCM 203, HCM 469, HCM 63	1315, 1311/2, 1304/5, 1311, 1305, 1316	Richard Thorgrim, Richard Thurgrim, Richard Thurgrym						Witness		Witness		
Richerd de Wynchecoumbe	PERSON	HCM 1003	1317	Richerd de Wynchecoumbe						Principal				
River Wye	PLACE	HCM 1247	1315	Wye	Wye	51.18249	0.93678	Landmark		Landmark				it's a river
Robert	PERSON	HCM 352	1315	Robert						Principal				
Robert, called le Dorturer de Selebourne	PERSON	HCM 1077	1309	Robert, called le Dorturer de Selebourne						Scribe			notary public	
Robert, lord of Stauntone	PERSON	HCM 559	1315/6	Robert, lord of Stauntone						Witness		Witness		
Robert Boter	PERSON	HCM 1264, HCM 1265	1306	Robert Boter						Witness		Witness		
Robert Culbel	PERSON	HCM 1703	1317	Robert Culbel						Witness		Witness		
Robert de Byford	PERSON	HCM 3165	1317	Robert de Byford						Witness		Witness	vicars	
Robert de Cotinton	PERSON	HCM 2668, HCM 2670, HCM 2671, HCM 2718	1306, 1307	Robert de Cotinton, Robert de Cotinton, clerk of the dean and chapter of Hereford						Principal			clerk of the dean and chapter of Hereford	
Robert de Dunre	PERSON	HCM 2226	1308	Robert de Dunre						Principal				
Robert de Garewy	PERSON	HCM 201	1315	Robert de Garewy						Principal				
Robert de Glouc	PERSON	HCM 1438	1309	Robert de Glouc						Principal			chancellor of the church of Hereford	
Robert de Gloucestre	PERSON	HCM 1438, HCM 2059, HCM 2251, HCM 2596, HCM 2874, HCM 758	1309, 1314, 1310, 1312, 1314	chancellor of the church of Hereford, Robert de Gloucestria, Robert de Gloucestre, Robert de Gloucestria, Robert de Gloucestr', Robert de Gloucestr', chancellor						Office, Principal	Office		chancellor of the church of St. Ethelbert of Hereford, chancellor of Hereford Cathedral	Robert de Gloucester, chancellor of Hereford Cathedral
Robert de la Doune de Rydmarleye	PERSON	HCM 2072, HCM 559	1317, 1315/6	Robert de la Doune, Robert de la Doune de Rydmarleye						Principal, Witness		Witness	executors of the will of dominus Stephen de Thansto, formerly dean of Hereford	
Robert de Masinton	PERSON	HCM 290, HCM 352	1312/3, 1315	Robert de Masynton, Robert de Masinton						Witness		Witness		
Robert de Penebrugg	PERSON	HCM 1529	1315	Robert de Penebrugg						Witness		Witness		
Robert de Penres	PERSON	HCM 1311, HCM 1313, HCM 1529	1314, 1311, 1315	Robert de Penres						Witness		Witness	knight	
Robert de Pirytone	PERSON	HCM 593	1307/8	Robert de Pirytone						Witness		Witness		
Robert de Somersete	PERSON	HCM 203, HCM 2873	1311	Robert de Somersete						Nominative, Witness		Nominative, Witness		
Robert de Weston	PERSON	HCM 1313, HCM 1768	1311, 1314	Robert de Weston						Witness		Witness		
Robert Deynte	PERSON	HCM 352	1315	Robert Deynte						Witness		Witness		
Robert Donnyng	PERSON	HCM 1313, HCM 1768	1311, 1314	Robert Donnyng, Robert Donnyg						Witness		Witness		
Robert Foliot	PERSON	HCM 1918	1316	Robert Foliot						Witness		Witness		
Robert Knoyl	PERSON	HCM 1311, HCM 1768	1314	Robert Knoyl, Robert Knoil						Witness		Witness		
Robert le Chamberleyn	PERSON	HCM 290	1312/3	Robert le Chamberleyn						Witness		Witness		
Robert le leche de Walsned	PERSON	HCM 287	1315/6	Robert le leche de Walsned						Witness		Witness		
Robert le Park	PERSON	HCM 593	1307/8	Robert le Park						Dead				
Robert Sauage	PERSON	HCM 174, HCM 196	1312, 1316	Robert Sauage						Principal, Scribe				
Robert Trillek	PERSON	HCM 746	circa 1310	Robert Trillek						Witness		Witness		
Robert Winchelsey	PERSON	HCM 1417	1305	archbishop of Canterbury						Office	Office			
Roger	PERSON	HCM 384, HCM 385	1315/6, 1st half of 14th cent.	Roger						Witness		Witness	marshall, marshal	
Roger called de Ledebury.	PERSON	HCM 218	1311	Roger called de Ledebury.						Scribe		Witness		
Roger de Boyfelde	PERSON	HCM 670	1311	Roger de Boyfelde						Witness		Witness		
Roger de Breynton	PERSON	HCM 203, HCM 218	1311	Roger de Breynton, Roger de Brayntone						Principal			vicar, clerk	
Roger de Bristoll	PERSON	HCM 201, HCM 90	1315, 1317	Roger de Bristollia, Roger de Bristoll						Witness		Witness		
Roger de Bruneshop de Hereford	PERSON	HCM 405, HCM 406	1308	Roger de Bruneshop						Principal				
Roger de Brunsope	PERSON	HCM 1489, HCM 609	1308, 1307/8	Roger de Brunsope						Witness, Dead		Witness		
Roger de Cestr	PERSON	HCM 1652	1314	Roger de Cestr						Dead				
Roger de la Felde	PERSON	HCM 1247	1315	Roger						Scribe		Witness		Roger = Roger de la Felde
Roger de la Ghildhalle	PERSON	HCM 383, HCM 384, HCM 385	1316, 1315/6, 1st half of 14th cent.	Roger de la Ghildhselle, Roger de la Ghildhalle						Witness		Witness		
Roger de la Grene de Bulleye	PERSON	HCM 1736	1305	Roger de la Grene de Bulleye						Principal				
Roger de Ledebury	PERSON	HCM 150, HCM 153, HCM 201, HCM 209, HCM 63, HCM 700	1315, 1317, 1315, 1316, 1311	Roger de Ledebury						Witness		Witness		
Roger de le Halle	PERSON	HCM 1247	1315	Roger de le Halle						Principal				
Roger de Luyde	PERSON	HCM 196	1316	Roger de Luyde						Principal				
Roger de Melton Mounbray	PERSON	HCM 2714, HCM 2751	1306, 1311	Roger de Melton, Roger de Meltone Mounbray						Principal			Champion	"""Champion"""
Roger de Munstreworthe	PERSON	HCM 670	1311	Roger de Munstreworthe						Witness		Witness		
Roger de Poteston	PERSON	HCM 773	1311/2	Roger de Poteston						Witness		Witness		
Roger Iwayn	PERSON	HCM 681	1316/7	Roger Iwayn						Scribe		Witness		
Roger Laurenc' de Eton	PERSON	HCM 755	1317	Roger Laurenc' de Eton						Witness		Witness		
Roger le Skynnar'.	PERSON	HCM 1751	1305	Roger le Skynnar'.						Scribe		Witness		since Richard Berde de Lebury is himself a scribe/notary by profession, it may be that he has written the document, and not the final witness Roger le Skinner; check the hand again other Richard Berde documents
Roger le Tailour	PERSON	HCM 1489, HCM 153, HCM 203, HCM 2873, HCM 405, HCM 63	1308, 1317, 1311, 1308, 1316	Roger le Taylour, Roger le Taillur, Roger Le Taillur, Roger le Tailour, Roger le Tayllur						Witness		Witness	bailiff of the dean and chapter of Hereford, bailiff of the fee	
Roger le Yongehosebonde	PERSON	HCM 1485	circa 1314	Roger le Yongehosebonde						Witness		Witness		
Roger Ochelmon	PERSON	HCM 1485	circa 1314	Roger Ochelmon						Witness		Witness	bailiffs of the king at Hereford	
Roger Pelliparie	PERSON	HCM 1734	1317	Roger Pelliparie						Witness		Witness		
Roger Penk	PERSON	HCM 1485, HCM 1752, HCM 207, HCM 700, HCM 773	circa 1314, 1311/2, 1312, 1311, 1311/2	Roger Penk, Roger Penek, Roger Penk, Roger Penck						Witness		Witness	bailiffs of the king at Hereford, king's bailiffs at Hereford, bailiffs, bailiffs of the town of Hereford	bailiff of the town of Hereford
Roger Pychard	PERSON	HCM 3180	1312	Roger Pychard						Witness		Witness	knights	
Roger Rikeman	PERSON	HCM 3165	1317	Roger						Principal				Roger Rikeman
Roilly	PLACE	HCM 1311, HCM 1313	1314, 1311	Roilly, Roily,						Nominative		Nominative		
Ros	PLACE	HCM 2059, HCM 2159, HCM 2995, HCM 2996, HCM 3001, HCM 3008, HCM 597, HCM 758	1314, 1309, circa 1317, 1317, 1317/8, 1318-1324, 1315/6, 1314	Ros, Ros,, Ros	Ross on Wye	51.91667	-2.56667			Nominative		Nominative		
Rydmarleye	PLACE	HCM 559	1315/6	Rydmarleye						Nominative		Nominative		
Ryonnes	PLACE	HCM 1621	1313	Ryonnes						Nominative		Nominative		
Sadelwruyhtestre	PLACE	HCM 90	1317	Sadelwruyhtestre				Street		Street				
Saint Ismael'	PLACE	HCM 1505	1309/10	Saint Ismael'						Nominative		Nominative		
Salisbury (Nova Sarum)	PLACE	HCM 1622	1307	Salisbury (Nova Sarum)	Salisbury	51.06931	-1.79569			Nominative		Nominative		
Salop	PLACE	HCM 1368, HCM 758	1317, 1314	Salop	Shropshire (England)					Nominative		Nominative		
Sancto Albano	PLACE	HCM 661	1305/6	Sancto Albano	St Albans	51.75	-0.33333			Nominative		Nominative		
Sancto Briavello	PLACE	HCM 1754	1314	Sancto Briavello						Nominative		Nominative		
Sandale	PLACE	HCM 2260	1315/6	Sandale						Nominative		Nominative		
Sandwyco	PLACE	HCM 2072	1317	Sandwyco						Nominative		Nominative		Sandwich
Schorn	PLACE	HCM 1417, HCM 1443	1305, 1306	Schorne, Shorn'						Nominative		Nominative		
Sengilton	PLACE	HCM 1313	1311	Sengilton						Nominative		Nominative		
Seuenak'	PLACE	HCM 608	1307	Seuenak'						Nominative		Nominative		
Sevenok'	PLACE	HCM 1752	1311/2	Sevenok'						Nominative		Nominative		
Shropshire	PLACE	HCM 2159	1309	Shropshire	Shropshire (England)					Nominative		Nominative		
Sibil	PERSON	HCM 681	1316/7	Sibil						Principal				
Sibil, former wife of Grimbald Pauncefot	PERSON	HCM 290	1312/3	Sibil					Woman	Principal				Former wife of Grimbald Pauncefot
Sibil, wife of William de Gr	PERSON	HCM 386	1305	Sybil					Woman	Principal				Wife of William de Grandisono
Simon de Lodelawe	PERSON	HCM 1485, HCM 405, HCM 406	circa 1314, 1308	Symon de Lodelawe, Simon de Lodelawe						Scribe		Witness		
Simon de Norton	PERSON	HCM 2464	1317	Simon de Norton									Medipernor	Medipernor(?)
Sisiriaco	PLACE	HCM 2871	1306/7	Sisiriaco						Nominative		Nominative		
Smalpors	PLACE	HCM 196	1316	Smalpors				Natural feature		Natural feature				
Sned	PLACE	HCM 589	1311	Sned						Nominative		Nominative		
Somersete	PLACE	HCM 218, HCM 2873, HCM 405	1311, 1308	Somersete, Somercete	Somerset (England)					Nominative		Nominative		
St. David's	PLACE	HCM 1503, HCM 1504, HCM 1505	1309, 1309/10	St. David's	St. David's Region (Wales), Saint Davids	51.88094	-5.26554			Nominative		Nominative		
St. Ethelbert of Hereford	PERSON	HCM 1281	1306	St. Ethelbert of Hereford						Dead				
St. Katherine the Virgin	PERSON	HCM 2093	1317/8	St. Katherine the Virgin and martyr						Dead				is this Katherine de Ledbury, or not?
St. Nicholas (in vico Sancti Nicholi)	PLACE	HCM 2096	1315	St. Nicholas (in vico Sancti Nicholi)				Street		Street				
St. Paul's, London	PLACE	HCM 2717	1306/7	St. Paul's, London	St. Paul’s Cathedral	51.5137417	-0.098465147			Given at		Given at		
Stanedichss	PLACE	HCM 1657	1310/11	Stanedichss						Given at		Given at		
Staunton	PLACE	HCM 2464, HCM 559, HCM 559	1317, 1315/6	Staunton	Staunton (Va.)					Nominative, Given at, Nominative		Nominative, Given at, Nominative		White Staunton near Exeter? Staunton in the Vale?
Stauntone juxta Cors	PLACE	HCM 559	1315/6	Stauntone juxta Cors						Nominative		Nominative		
Stephen	PERSON	HCM 2226	1308	Stephen						Principal			rector of the church of Dunre	
Stephen de Grene	PERSON	HCM 680	1310	Stephen de Grene						Witness		Witness		
Stephen de Masyntone	PERSON	HCM 1657	1310/11	Stephen de Masyntone						Witness		Witness		
Stephen de Thansto	PERSON	HCM 2072	1317	Stephen de Thansto						Dead			former dean of Hereford	
Stephen Normal	PERSON	HCM 758	1314	Stephen Normal						Witness		Witness	clerks of the diocese of Hereford	
Stephen Norman	PERSON	HCM 3001	1317/8	Stephen Norman						Collective|Office	Collective		subexecutor of the said magister Petrus Guillelmi.	
Stephen son of William Payn	PERSON	HCM 680	1310	Stephen son of William Payn						Principal				
Stottesdon	PLACE	HCM 2093	1317/8	Stottesdon						Nominative		Nominative		
Straddel	PLACE	HCM 209	1316	Straddel						Nominative		Nominative		
street of Wydemarsh' in the suburb of Hereford	PLACE	HCM 196	1316	street of Wydemarsh' in the suburb of Hereford				Street		Street				
Stretton	PLACE	HCM 207, HCM 758	1312, 1314	Stretton, Stretton'	Stretton, Stretton Mill, Stretton Bridge	53.33333, 52.697209	-2.56667, -2.153551			Nominative		Nominative		
sub-dean of Hereford	PERSON	HCM 2877	1315/6	sub-dean of Hereford						Office	Office			
Swenesfeld	PLACE	HCM 2159	1309	Swenesfeld						Nominative		Nominative		
Sweynes	PLACE	HCM 1313, HCM 1523, HCM 1768	1311, 1314	Sweynes, Sweynes', Sweynes’						Nominative, Given at		Nominative, Given at		
Swinfield	PLACE	HCM 1003, HCM 1005	1317	Swynefeud						Nominative		Nominative		Swinfield
Sydenhale	PLACE	HCM 2093	1317/8	Sydenhale						Nominative		Nominative		
tenement formerly belonging to Walter de la Borcote	PLACE	HCM 181	1310	tenement formerly belonging to Walter de la Borcote				Property		Property				
Testa	PLACE	HCM 2871	1306/7	Testa	Gargani Pr.|Gargani Pr., Testa del Gargano	41.8260966	16.1999353			Nominative		Nominative		
Teyntone	PLACE	HCM 608	1307	Teyntone						Nominative		Nominative		
Thame	PLACE	HCM 1366	1317	Thame	Thame	51.7484	-0.97624			Given at		Given at		
Thanet’	PLACE	HCM 1848	1315	Thanet’	Thanet (England)					Nominative		Nominative		
Thansto	PLACE	HCM 2072	1317	Thansto,						Nominative		Nominative		maybe Thanet, as in, the Isleo f?
the abbey of Wygemore	PLACE	HCM 2593	1308	the abbey of Wygemore						Given at		Given at		
the abbot and convent of St. Peter's, Gloucester,	PERSON	HCM 1652	1314	the abbot and convent of St. Peter's, Gloucester,						Collective|Office|Principal	Collective	Principal		
the abbot and convent of the monastery of St. James of Wiggemore in the diocese of Hereford	PERSON	HCM 2093, HCM 2217	1317/8, 1308	the abbot and convent of the monastery of St. James of Wiggemore in the diocese of Hereford, the abbot and convent of the monastery of St. Peter's, Gloucester						Collective|Office, Collective|Office|Principal	Collective	Principal		
the abbot and convent of Wigmore	PERSON	HCM 1368	1317	the abbot and convent of Wigmore						Collective|Office	Collective			
the abbot of Gloucester	PERSON	HCM 1599, HCM 1621	1307/8, 1313	the abbot of Gloucester, the abbot of Gloucester.						Office	Office			
the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger	PLACE	HCM 946	1305	the almshouse of the same place;						Nominative		Nominative		the almshouse of the cathedral church of Hereford, which lies in Clehonger
the almshouse which lies in the vill of Clehonger.	PLACE	HCM 946	1305	the almshouse which lies in the vill of Clehonger.				Building		Building				that is, the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger
the altar of St. Mary on the south side of the said churc	PLACE	HCM 2096	1315	the altar of St. Mary on the south side of the said churc				Building		Building				
the apostolic see	PERSON	HCM 2871, HCM 3001	1306/7, 1317/8	the apostolic see						Collective|Office	Collective			
the archbishops and bishops of England, their administrators and officials.	PERSON	HCM 1442	1306	the archbishops and bishops of England, their administrators and officials.						Collective|Office|Principal	Collective	Principal		
the bishops of Engl	PERSON	HCM 1442	1306	the bishops						Collective|Office	Collective			of England
the bishops of London	PERSON	HCM 1443	1306	the papal comissloners						Office|Principal	Collective	Principal		that is, the Bishops of London and Mende
the burgesses of the town of Sweynes	PERSON	HCM 1313	1311	the burgesses of the town of Sweynes						Collective|Office	Collective			
the canons	PERSON	HCM 2072	1317	the canons						Collective|Office	Collective			that is, those present at the obit of Stephen de Thantso
the canons of Hereford	PERSON	HCM 2059	1314	the canons						Collective|Office	Collective			of Hereford
the cardinal commissioners	PERSON	HCM 1443	1306	the cardinal commissioners						Collective|Office	Collective			
the castle of Sweynes'	PLACE	HCM 1313	1311	the castle of Sweynes'				Building		Building				
the cathedral church of Hereford	PLACE	HCM 2093, HCM 3001	1317/8	the cathedral church of Hereford	Hereford	52.05684	-2.71482	Building		Building, Collective	Collective			
the cemetery of the cathedral church of Hereford	PLACE	HCM 1975	1311	the cemetery of the cathedral church of Hereford	Hereford	52.05684	-2.71482	Building		Building				
the chapel of St. Katherine the Virgin and Martyr of Hereford	PLACE	HCM 2096	1315	the chapel of St. Katherine the Virgin and Martyr of Hereford				Building		Building				
the chaplains in the church of Hereford	PERSON	HCM 2096	1315	the chaplains in the church of Hereford						Collective|Office	Collective			
the chapter, Hereford	PLACE	HCM 2096	1315	the chapter, Hereford	Hereford	52.05684	-2.71482	Building		Building				
the chapter-house at Gloucester	PLACE	HCM 1581, HCM 1622, HCM 1682, HCM 1683	1306, 1307, 1306/7, 1317/8	the chapter-house at Gloucester, the chapter-house at Gloucester.	Gloucester, Gloucester	51.86568, 51.86568	-2.2431, -2.2431	Building		Building				
the chapter-house at Hereford	PLACE	HCM 2505, HCM 2875, HCM 3198, HCM 432	1308, 1312/3, 1309/10, 1305	the chapter-house at Hereford, the chapter-house at Hereford., the chapter-house at Hereford	Hereford	52.05684	-2.71482	Building		Building|Given at, Building, Building|Given at		Given at		
the chapter-house at Worcester,	PLACE	HCM 1754	1314	the chapter-house at Worcester,				Building		Building				
the chapter-house of Hereford	PLACE	HCM 2072	1317	the chapter-house of Hereford				Building		Building				
the chapter-house of the said church	PLACE	HCM 3001	1317/8	the chapter-house of the said church	Hereford	52.05684	-2.71482	Building		Building				
the chapter-house the cathedral church of London	PLACE	HCM 1442	1306	the chapter-house the cathedral church of London	St. Paul’s Cathedral	51.5137417	-0.098465147	Building		Building				
the chapter of Hereford	PERSON	HCM 1438, HCM 1443, HCM 1443, HCM 1975, HCM 2072, HCM 2096, HCM 2145, HCM 2159, HCM 2463, HCM 2464, HCM 2505, HCM 2584, HCM 2586, HCM 2871, HCM 2875, HCM 597, HCM 623, HCM 746	1309, 1306, 1311, 1317, 1315, 1309, 1309/10, 1317, 1308, 1306, 1306/7, 1312/3, 1315/6, 1309, circa 1310	chapter of Hereford, the chapter of Hereford, the chapter of the church of St. Ethelbert of Hereford, the chapter of Hereford, Chapter of the church of St. Ethelbert of Hereford, the chapter of Hereford, the chapter of the same place, the chapter of the church of St. Ethelbert of Hereford, chapter of Hereford, chapter of the church of St. Ethelbert of Hereford, the chapter of Hereford,, the chapter of the church of St. Ethelbert of Hereford, chapter of Hereford, Church of St. Ethelbert of Hereford and the chapter or the same				Building		Collective|Office, Collective|Office|Principal, Collective|Office, Collective|Office|Principal, Building, Collective|Principal, Collective, Collective|Office, Collective|Principal	Collective	Principal		Of the church of St. Ethelbert of Hereford, Of Hereford, dean and chapter of Hereford
the chapter of the greater church of Hereford	PLACE	HCM 1417	1305	the chapter of the greater church of Hereford	Hereford	52.05684	-2.71482	Building		Building|Given at		Given at		
the chief collectors of the tenth	PERSON	HCM 1930	1313	the chief collectors of the tenth						Collective|Office	Collective			
the chief parishioners of Maddeleye	PERSON	HCM 715	1317/8	the chief parishioners of Maddeleye						Collective|Principal	Collective	Principal		
the church lane leading towards Werham	PLACE	HCM 608	1307	the church lane leading towards Werham				Street		Street				
the church of Dudelebur'	PLACE	HCM 2875	1312/3	the church of Dudelebur'				Building		Building				
the Church of Dunre	PLACE	HCM 2226	1308	the church				Building		Building				that is, the Church of Dunre
the church of Hereford	PLACE	HCM 1441	1305	the church of Hereford	Hereford	52.05684	-2.71482	Building		Building				
the church of Lanleweny	PLACE	HCM 1506	circa 1309	the church of Lanleweny				Building		Building				
the church of Saint Ismael	PLACE	HCM 1505, HCM 1506	1309/10, circa 1309	the church of Saint Ismael, the church of Saint Ismael’				Building		Building				
the church of St. Ethelbert of Hereford	PLACE	HCM 2059, HCM 2593, HCM 2714, HCM 2779, HCM 3198	1314, 1308, 1306, 1309, 1309/10	the church of St. Ethelbert, he church of St. Ethelbert of Hereford, the church of St. Ethelbert of Hereford, he church of St. Ethelbert of Hereford, the church of St, Ethelbert	Hereford	52.05684	-2.71482	Building		Building				
the church of the Blessed Mary of the Arches, London	PLACE	HCM 1780	1311	the church of the Blessed Mary of the Arches, London				Building		Building				
the citizens of Hereford	PERSON	HCM 2246, HCM 2947.G	1312	the citizens of Hereford						Collective|Office, Collective|Office|Principal	Collective	Principal		
the Clergy of England	PERSON	HCM 2674	1310	the Clergy of England						Collective	Collective			
the clergy of the province of Canterbury	PERSON	HCM 2260	1315/6	the clergy of the province of Canterbury						Collective	Collective			
the commissioners	PERSON	HCM 1442	1306	the commissioners						Collective|Office	Collective			that is, the Bishops of Mende and London
The commissioners’ auditors and notaries	PERSON	HCM 1443	1306	The commissioners’ auditors and notaries						Collective|Office	Collective			
the common bakehouse of the dean and chapter of Hereford	PLACE	HCM 1489	1308	the common bakehouse of the dean and chapter at Hereford				Building		Building				
the convent of St, Peter'	PLACE	HCM 1683	1317/8	the convent of St, Peter'	Gloucester	51.86568	-2.2431	Building		Building				
the convent of St. Peter's	PLACE	HCM 1581	1306	the convent of St. Peter's				Building		Building				
the convent of St. Peter's, Gloucester	PERSON	HCM 1622, HCM 1746	1307, 1312	the convent of St. Peter's, Gloucester	Gloucester	51.86568	-2.2431	Building		Collective|Principal, Building	Collective	Principal		
	PLACE													
the convent of the cathedral church of Worcester	PERSON	HCM 1754	1314	the convent of the same place						Collective|Principal	Collective	Principal		that is, the convent of the cathedral church of Worcester
the convent of the Lanthon Primaa of the diocese of St. David's	PLACE	HCM 1169	1316	the convent of the same place				Building		Building				Lanthon Prima of the diocese of St. Davids
the Court of Canterbury	PERSON	HCM 2871, HCM 3001	1306/7, 1317/8	the Court of Canterbury, the court of Canterbury						Collective|Office	Collective			
the custos of the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger	PERSON	HCM 946	1305	the custos of the almshouse of the same place						Office|Principal	Office	Principal		that is:  custos of the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger
the dean of St. Paul's, London	PERSON	HCM 2871	1306/7	the dean of St. Paul's, London						Office	Office			
the dean of the church of the blessed Mary of the Arches at London	PERSON	HCM 1503	1309	the dean of the church of the blessed Mary of the Arches at London						Office|Principal	Office	Principal	commissary general of the official of the Court of Canterbury	
the Exchequer	PERSON	HCM 1854	1317	the Exchequer						Collective	Collective			the Exchequer = unit of crown government
the executors of the will of dominus Richard de Swynefeud	PERSON	HCM 1003, HCM 1005	1317	the executors of the will of dominus Richard de Swynefeud, the executors of the will of dominus Richard de Swynefeud,						Collective|Office|Principal, Collective|Principal	Collective	Principal		
the field of Turford	PLACE	HCM 1703	1317	the field of Turford				Natural feature		Natural feature				
the fields of Pencoyt	PLACE	HCM 2463	1309/10	the fields of Pencoyt				Natural feature		Natural feature				
the field towards Wulferton'	PLACE	HCM 1703	1317	the field towards Wulferton'				Natural feature		Natural feature				
the forest of Dene	PLACE	HCM 2159	1309	the forest of Dene				Natural feature		Natural feature				
the gate called Westyate	PLACE	HCM 181	1310	the gate called Westyate				Street		Street				
thehale	PLACE	HCM 1752	1311/2	thehale						Nominative		Nominative		
the highway	PLACE	HCM 1169, HCM 1918, HCM 2096	1316, 1315	the highway, the highway,				Street		Street				
the highway called Fouleslough	PLACE	HCM 2096	1315	the highway called Fouleslough				Street		Street				
the highway which leads towards Breyntone	PLACE	HCM 608	1307	the highway which leads towards Breyntone				Street		Street				
the highway which leads towards Werham	PLACE	HCM 608	1307	the highway which leads towards Werham				Street		Street				
the Hospital of the Blessed Katherine at Ledbury	PLACE	HCM 1734	1317	the Hospital of the Blessed Katherine at Ledbury	Ledbury	52.03639	-2.42635	Building		Building				
the house of the dean of St. Paul's, London	PLACE	HCM 2871	1306/7	the house of the dean of St. Paul's, London				Building		Building				
the house of the lepers of Yeygne	PLACE	HCM 2096	1315	the house of the lepers of Yeygne				Building		Building				
the imprisoned clerks	PERSON	HCM 1063	1313	the imprisoned clerks						Collective	Collective			
their church	PLACE	HCM 2251	1314	their church				Building		Building				
their own messengers	PERSON	HCM 1368	1317	their own messengers						Collective|Office	Collective			
their servants and tenants of Traynmeybon Meurik and Thlaghharth' in Trayn Mawr in Gower	PERSON	HCM 1768	1314	their servants and tenants of Traynmeybon Meurik and Thlaghharth' in Trayn Mawr in Gower						Collective	Collective			that is, servants and tenants of David, William, Ievan ap Howel Vachan, and their father Howel
the judges	PERSON	HCM 2995	circa 1317	the judges						Collective|Office	Collective			
the judges delegated in their cause	PERSON	HCM 2995	circa 1317	the judges delegated in their cause						Collective|Office	Collective			
the king	PERSON	HCM 1621, HCM 2159	1313, 1309	The king, the king						Office|Witness, Office	Office	Witness		King Edward II
the king's court at Westuinster	PLACE	HCM 1736	1305	the king's court at Westuinster	City of Westminster	51.5	-0.11667	Building		Building				
the king's justices	PERSON	HCM 1621	1313	the king's justices						Collective	Collective			
the king's treasurer	PERSON	HCM 1367	1317	the king's treasurer						Office	Office			
the land formerly of William Ploume	PLACE	HCM 1169	1316	the land formerly of William Ploume				Property		Property				
the land of Giles le deyare	PLACE	HCM 1169	1316	the land of Giles le deyare				Property		Property				
the land of John Pryde	PLACE	HCM 1169	1316	the land of John Pryde				Property		Property				
the land of John Throm	PLACE	HCM 1169	1316	the land of John Throm				Property		Property				
the land of Reginald Syward	PLACE	HCM 1169	1316	the land of Reginald Syward				Property		Property				
the land of the dean and chapter of Hereford	PLACE	HCM 1169	1316	the land of the dean and chapter of Hereford				Property		Property				
the land of the prebend of Gorewalle	PLACE	HCM 1169	1316	the land of the prebend of Gorewalle				Property		Property				
the land of the said dominus Hugh	PLACE	HCM 1169	1316	the land of the said dominus Hugh				Property		Property				Hugh de Brehousa
the land of Thomas Theobaud	PLACE	HCM 1169	1316	the land of Thomas Theobaud				Property		Property				
the land which belonged to John Lylie	PLACE	HCM 1169	1316	the land which belonged to John Lylie				Property		Property				
the land which belonged to Thomas Theobaud	PLACE	HCM 1169	1316	the land which belonged to Thomas Theobaud				Property		Property				
the land which belonged to William Ploume	PLACE	HCM 1169	1316	the land which belonged to William Ploume				Property		Property				
the Lord of Gower	PERSON	HCM 1768	1314	the Lord of Gower						Office	Office			
the lord treasurer of Hereford	PERSON	HCM 608	1307	the lord treasurer of Hereford						Office	Office			
the manor-house of Culn’ Roger	PLACE	HCM 1622	1307	the manor-house of Culn’ Roger				Building		Building				
the messengers of dominus Bartholomew	PERSON	HCM 1368	1317	the messengers of dominus Bartholomew						Collective|Office	Collective			
the monastery of Gloucester	PERSON	HCM 1622	1307	the monastery of Gloucester						Collective	Collective			
