Document Number	Alternate Numbering	Given At	Earliest Date	Latest Date	UUID	Person ID	PERSON + DOC	QUOTE_TRANSCRIPTION	Normalized text	Supplemental naming	TYPE	COMMENTS	LAT	LNG	TAGS	Unhandled Tags	Named by	Scribe	Principal	Witness	Dead	Gender
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	e7cafa9c-bb1c-4544-b869-16e13c1cc892	1416de7f-21c4-40f0-9044-f3290ead123a	1416de7f-21c4-40f0-9044-f3290ead123a;HCM 19	Roger lespicer, medicus of Hereford’	Roger le Spicer	medicus of Hereford’	PERSON				Principal				Principal			M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	f606b1e0-f54d-4769-84fc-9e8a4a8970b4			four selions of areble land ge in the fee of Broynton	four selions of areble land ge in the fee of Broynton		PLACE											
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	43de73d5-b427-4414-9c04-42468bec7238	1ff1abc6-e1a7-43f7-9391-15e8c95f8388	1ff1abc6-e1a7-43f7-9391-15e8c95f8388;HCM 19	Bartholomew lespicer	Bartholomew le Spicer		PERSON				Neighbor	Neighbor						M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	03d098de-e410-455f-89b5-eece3bbeedfa	03d098de-e410-455f-89b5-eece3bbeedfa	03d098de-e410-455f-89b5-eece3bbeedfa;HCM 19	Nicholas Brian	Nicholas Bryan		PERSON				Neighbor	Neighbor						M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	3f2ef594-e63a-445f-ac10-adfda72c4e0f	d8a04ee6-4d46-4a2a-acca-2e124aa09b6a	d8a04ee6-4d46-4a2a-acca-2e124aa09b6a;HCM 19	dean of Hereford	John de Aqua Blanca dean of Hereford	dean of Hereford	PERSON	1262-1320			Office|Neighbor|Clerical	|Neighbor|Clerical	Office					M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	34395765-19d1-46b1-afae-3bdbed001d71	9f198569-1a34-4d35-835d-0b7dea068a59	9f198569-1a34-4d35-835d-0b7dea068a59;HCM 19	John de la Barewe, seneschal of the dean and chapter of Hereford	John de la Barewe	seneschal of the dean and chapter of Hereford	PERSON				Witness|Agent	Agent				Witness		M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	66d40e94-397a-4fa3-9460-c3fba3d570eb	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 19	dean and chapter of Hereford,	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Collective|Clerical	Clerical	Collective					M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	b9f73968-79b2-4b12-8485-1dd0574426a5	b5581852-7506-4bcf-9029-1609cc0a4015	b5581852-7506-4bcf-9029-1609cc0a4015;HCM 19	John de Sauenak’	John de Seuenak		PERSON				Witness					Witness		M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	cedbd980-2e07-4a18-b795-93e890578f21	91e93f81-6053-43a3-bf49-ea605cdc7f2b	91e93f81-6053-43a3-bf49-ea605cdc7f2b;HCM 19	Hugh le ——	Hugh le Shipward		PERSON	Shipward, surely?|yes			Witness					Witness		M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	a90897cd-25c6-4aa2-9839-5796c57e9ac0	01ddc43d-208b-4046-b3cc-d27bea2d9e68	01ddc43d-208b-4046-b3cc-d27bea2d9e68;HCM 19	John en	John Broun de Breynton		PERSON	John Broun, per doc check			Witness					Witness		M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	bf95ec83-8308-4464-893b-acf9ca5c9055	bf95ec83-8308-4464-893b-acf9ca5c9055	bf95ec83-8308-4464-893b-acf9ca5c9055;HCM 19	William the cobbler, (sutor)	William le Coruiser I	(sutor)	PERSON	check doc| could be John son of William the cobbler, making william not the witness himself?			Witness					Witness		M
HCM 19			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	fc6626c3-752e-4ea3-8dcf-2048b95080d0	00e298b8-c8f5-48cf-96bb-c24eb7203c27	00e298b8-c8f5-48cf-96bb-c24eb7203c27;HCM 19	Symon de Lodelawe the  erke	Simon de Ludlow	clerk	PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 1900		Gloucester.	1283-04-11T00:00:00Z		beb16511-d4fa-4297-b1ec-7a76a82b284b	beb16511-d4fa-4297-b1ec-7a76a82b284b	beb16511-d4fa-4297-b1ec-7a76a82b284b;HCM 1900	official of Worcester	official of Worcester	official of Worcester	PERSON				Principal|Office|Clerical|Adjudicator	Clerical|Adjudicator	Office		Principal			M
HCM 1900		Gloucester.	1283-04-11T00:00:00Z		04ad7137-15e8-417a-9d5e-bd3bc16a5e16	0097c974-0e2a-4943-a141-5e74e2755c07	0097c974-0e2a-4943-a141-5e74e2755c07;HCM 1900	dean of Gloucester	dean of Gloucester	dean of Gloucester	PERSON				Principal|Clerical|Office|Adjudicator	|ClericalAdjudicator	Office		Principal			M
HCM 1900		Gloucester.	1283-04-11T00:00:00Z		6871f3a1-d632-45eb-80ea-056abd5018eb	6871f3a1-d632-45eb-80ea-056abd5018eb	6871f3a1-d632-45eb-80ea-056abd5018eb;HCM 1900	lienry called Le jtunte lately deceased (Axton goth - case)	Henry le Hunte		PERSON	Henry called le Hunte, lately deceased			Dead|Principal				Principal		Dead	M
HCM 1900		Gloucester.	1283-04-11T00:00:00Z		f5e0ca4b-08a7-4a13-9f6c-a994bcb88efc			Gloucester	Gloucester		PLACE		51.86568	-2.2431	Given at	Given at						
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	ee01574d-4b6a-4879-9731-4a51593890aa	0f1b23f4-bdc7-444d-8eaa-e66c486c50f9	0f1b23f4-bdc7-444d-8eaa-e66c486c50f9;HCM 1901	Bartholomew de Badelesuere	Bartholomew de Badelesmere		PERSON				Principal				Principal			M
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	4bcc31bf-0639-4a85-bf52-473f2cab1384	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 1901	dean and chapter of Hereford	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	465ca731-8fd1-4eef-bc50-af6917e635d1	465ca731-8fd1-4eef-bc50-af6917e635d1	465ca731-8fd1-4eef-bc50-af6917e635d1;HCM 1901	Gerum Pepe	Gerum Pepe		PERSON	attorney of Bartholomew de Badlesmere			Agent	Agent						M
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	b524acc5-1cff-4f2a-abf6-4fa506d6cc3a	b524acc5-1cff-4f2a-abf6-4fa506d6cc3a	b524acc5-1cff-4f2a-abf6-4fa506d6cc3a;HCM 1901	Nicholas the falconer	Nicholas the Falconer		PERSON	attorney to Bartholomew de Badlesmere			Agent	Agent						M
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	57d51ef1-68ae-40c3-be32-7ae075bb8726	57d51ef1-68ae-40c3-be32-7ae075bb8726	57d51ef1-68ae-40c3-be32-7ae075bb8726;HCM 1901	Henry the falconer,	Henry the Falconer		PERSON	attorney to Bartholomew de Badlesmere			Agent	Agent						M
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	9053254c-3915-4b50-989b-54aa39fdb84e	9053254c-3915-4b50-989b-54aa39fdb84e	9053254c-3915-4b50-989b-54aa39fdb84e;HCM 1901	the king	King Edward I, II, or III		PERSON	unclear whether Edward II or Edward III										
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	20bfb7c7-7515-436c-8792-1e069b5b9f1d	0d75305d-89af-4da3-b7ba-6421a1a97da3	0d75305d-89af-4da3-b7ba-6421a1a97da3;HCM 1901	bishop of Hereford	bishop of Hereford	bishop of Hereford	PERSON	unclear which bishop of H			Principal|Clerical|Office	Clerical|	Office		Principal			M
HCM 1901		London	1300-06-10T00:00:00Z	1350-06-10T00:00:00Z	4b2beaa0-dd15-4a2a-8772-fd1527e0b2fd			London	London		PLACE		51.50853	-0.12574	Given at	Given at						
HCM 1902		Ledbury	1321-03-26T00:00:00Z		f96903f5-9dcb-47de-b407-012d63afd8d7	a52bb40f-7c8d-4e49-b973-429744a9d90e	a52bb40f-7c8d-4e49-b973-429744a9d90e;HCM 1902	Adam son of Benet le Hopere de Ledeburi;	Adam Benet of Ledbury		PERSON	son of Benet le Hopere de Ledbuy; also, adam le hopere occurs in mid 13thc = grandfather?			Principal		Parent		Principal			M
HCM 1902		Ledbury	1321-03-26T00:00:00Z		7d1e4748-5fc2-4fc1-93db-171650337c63	7d1e4748-5fc2-4fc1-93db-171650337c63	7d1e4748-5fc2-4fc1-93db-171650337c63;HCM 1902	Benet le Hopere de Ledeburi;	Benedict le Hopere of Ledbury	father to Adam	PERSON	father to Adam Benet (le hopere) de Ledbury?										
HCM 1902		Ledbury	1321-03-26T00:00:00Z		877d50a9-0938-4f9c-884b-4e213a075754	0184eed5-e71f-4713-a176-654b540c9777	0184eed5-e71f-4713-a176-654b540c9777;HCM 1902	Richard Berde de Ledeburi	Richard Berde de Ledbury		PERSON	husband to Alina|possible that he does scribe duty? check hand?			Principal				Principal			M
HCM 1902		Ledbury	1321-03-26T00:00:00Z		70a8312e-bc44-4ec0-93e5-ada2c82779bc	ee693867-aa22-4463-a9bf-393d214b901f	ee693867-aa22-4463-a9bf-393d214b901f;HCM 1902	Alina his wife	Alena wife of Richard Berde de Ledbury	wife of Richard Berde de LEdbury	PERSON				Principal|Woman		Husband		Principal			W
HCM 1902		Ledbury	1321-03-26T00:00:00Z		ed78e061-cf3f-42bd-9b66-9915180637f4			ali his arable land with its appurtenances in Ledeburi forayne and Estenovere	ali his arable land with its appurtenances in Ledeburi forayne and Estenovere		PLACE											
HCM 1902		Ledbury	1321-03-26T00:00:00Z		3e2866c5-8dd1-4364-abfa-2224807474a2			Ledbury.	Ledbury		PLACE		52.03639	-2.42635	Given at	Given at						
HCM 1902		Ledbury	1321-03-26T00:00:00Z		556d63bd-e4cb-4bb2-9809-0cdae74df33c	3e46cc67-75c5-46e5-8da8-d77a655c2285	3e46cc67-75c5-46e5-8da8-d77a655c2285;HCM 1902	Walter de Westone,	Walter de Weston		PERSON				Witness					Witness		M
HCM 1902		Ledbury	1321-03-26T00:00:00Z		992a405c-672c-4f4a-9f46-a3d8d58ba7a8	ffcf3e24-6cfe-4646-8fad-fbd4d6a232b6	ffcf3e24-6cfe-4646-8fad-fbd4d6a232b6;HCM 1902	William le Broy	William le Broy		PERSON				Witness					Witness		M
HCM 1902		Ledbury	1321-03-26T00:00:00Z		fe98a9a8-20e7-4379-8ab8-3aa9f3317bc5	fe98a9a8-20e7-4379-8ab8-3aa9f3317bc5	fe98a9a8-20e7-4379-8ab8-3aa9f3317bc5;HCM 1902	John Shorbarn	John Shorbarn		PERSON				Witness					Witness		M
HCM 1902		Ledbury	1321-03-26T00:00:00Z		e6222c61-17d3-44db-843a-dbefafb7991c	e6653378-6444-4952-86dd-ca98fa29b69c	e6653378-6444-4952-86dd-ca98fa29b69c;HCM 1902	Ralph le Potiler,	Ralph le Botiler		PERSON				Witness					Witness		M
HCM 1902		Ledbury	1321-03-26T00:00:00Z		b84e7d35-ff60-4045-a48c-4f52ca24dc93	d910e856-8753-4c8c-81e7-4c966d5fc008	d910e856-8753-4c8c-81e7-4c966d5fc008;HCM 1902	Henry le Skynnar'	Henry le Skynnar		PERSON	possible that Richard Berde does scribe duty on this (and not Henry le Skynnar), since that's his day job?			Witness|Scribe			Scribe		Witness		M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		9c3d42e8-f45f-4d31-bbae-11692a8c4206	9c3d42e8-f45f-4d31-bbae-11692a8c4206	9c3d42e8-f45f-4d31-bbae-11692a8c4206;HCM 1903	Nicholas wyggemor', rector of the church of qenjans,	Nicholas Wigmore	rector of the church of qenjans,	PERSON	church of Hasfeld			Principal|Clerical	Clerical			Principal			M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		ad6ad3b6-f96d-46e9-94f1-328cc198cd3c	ad6ad3b6-f96d-46e9-94f1-328cc198cd3c	ad6ad3b6-f96d-46e9-94f1-328cc198cd3c;HCM 1903	John Potel of Hynleden'	John Potel of Hynleden		PERSON	husband to Alice, father to Thomas			Principal				Principal			M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		e6036811-1c4d-4a68-814a-4b5db6ec5e4f	e6036811-1c4d-4a68-814a-4b5db6ec5e4f	e6036811-1c4d-4a68-814a-4b5db6ec5e4f;HCM 1903	Alice his wife	Alice wife of John Potel of Hynleden	his wife	PERSON	wife to John Potel of Hynleden'|mother to Thomas			Principal|Woman				Principal			W
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		2ab8cd52-6c27-4189-a2e1-610d1d779617	2ab8cd52-6c27-4189-a2e1-610d1d779617	2ab8cd52-6c27-4189-a2e1-610d1d779617;HCM 1903	Thomas their son.	Thomas Potel of Hynleden	son of John Potel of Hynleden	PERSON	son to John Potel of Hynleden' and Alice			Principal				Principal			M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		a0b593ff-2bf2-4bf1-8e6b-b97c13779e1c			lands and tenements which he held of the gift of Nicholas de Cumberwelle in the vill of Rodeforde	lands and tenements which he held of the gift of Nicholas de Cumberwelle in the vill of Rodeforde		PLACE											
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		c12132be-bffd-452c-b13c-20277b4a1cc5	c12132be-bffd-452c-b13c-20277b4a1cc5	c12132be-bffd-452c-b13c-20277b4a1cc5;HCM 1903	Nicholas de Cumberwelle	Nicholas de Cumberwelle		PERSON				Lease-holder	Lease-holder						M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		1eda31c2-4d99-4e63-9ac8-c03c7f339300			Rodeforde	Redeford		PLACE				Given at	Given at						
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		cbab1317-2886-4c23-b765-6b69a7e7bc94	cbab1317-2886-4c23-b765-6b69a7e7bc94	cbab1317-2886-4c23-b765-6b69a7e7bc94;HCM 1903	Thomes Underhull',	Thomas Underhulle		PERSON				Witness					Witness		M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		c497793d-0b9e-4a5e-9baa-c8a5f90f4613	c497793d-0b9e-4a5e-9baa-c8a5f90f4613	c497793d-0b9e-4a5e-9baa-c8a5f90f4613;HCM 1903	Williom ate Mersh',	William atte Mershe		PERSON				Witness					Witness		M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		3b430d33-c3ea-4cb0-b5e5-e95bdc02c0db	3b430d33-c3ea-4cb0-b5e5-e95bdc02c0db	3b430d33-c3ea-4cb0-b5e5-e95bdc02c0db;HCM 1903	John Sage	John Sage		PERSON				Witness					Witness		M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		0125d631-f80a-4b22-a545-e68186c83d97	0125d631-f80a-4b22-a545-e68186c83d97	0125d631-f80a-4b22-a545-e68186c83d97;HCM 1903	Walter Seuarne	Walter Seuarne		PERSON	of the Severn? or, son of Seuarus the cobbler (sutor) p.25, former holder of house in Hereford?			Witness					Witness		M
HCM 1903		Rodeforde	1357-03-19T00:00:00Z		007db579-bd3c-422e-8273-650a6ecb8226	007db579-bd3c-422e-8273-650a6ecb8226	007db579-bd3c-422e-8273-650a6ecb8226;HCM 1903	Roger Berbe	Roger Berbe		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		5308ba6f-e7f7-4977-8d9a-a57c8b41c78a	5308ba6f-e7f7-4977-8d9a-a57c8b41c78a	5308ba6f-e7f7-4977-8d9a-a57c8b41c78a;HCM 1904	Gilbert, master of the Hospital of St. Aatherine at Ledbury	Gilbert master of St Katherine's Ledbury	master of St Katherine's Ledbury	PERSON	(Frater, i.e. Brother)|Hosp of St Katherine at Ledbury			Principal|Clerical	Clerical			Principal			M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		d723bbd3-4b45-4818-9d0f-015f4d5c4642	d723bbd3-4b45-4818-9d0f-015f4d5c4642	d723bbd3-4b45-4818-9d0f-015f4d5c4642;HCM 1904	Robert le Schepherde	Robert le Shepherd		PERSON	husband to Alice|mother to Henry			Principal				Principal			M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		5d9c921a-c9d8-403b-ae97-36989d423ca7	7f653fe7-34d6-48c8-841f-65055ea5679f	7f653fe7-34d6-48c8-841f-65055ea5679f;HCM 1904	brethren of the said Hospital,	master and brethren of St Katherine's Hospital Ledbury	master and brethren of St Katherine's Hospital Ledbury	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		ae44eb4a-aeaf-481f-8d03-d629e1a89f27	ae44eb4a-aeaf-481f-8d03-d629e1a89f27	ae44eb4a-aeaf-481f-8d03-d629e1a89f27;HCM 1904	Alice his wife,	Alice wife of Robert le Shepherd	his wife	PERSON	wife to Robert le Schepherde|mother to Henry			Principal|Woman				Principal			W
HCM 1904		Ledbury	1341-12-17T00:00:00Z		440b8424-5719-450f-85ca-6797154a9583	440b8424-5719-450f-85ca-6797154a9583	440b8424-5719-450f-85ca-6797154a9583;HCM 1904	Henry their son	Henry son of Robert le Shepherd		PERSON	son to Robert le Schepherde and Alice			Principal				Principal			M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		9c246277-320e-4a0c-ac0d-2b8b3d6c66de			"a messuege in Netherton’ withsl "",   its appurtenances"	a messuege in Netherton’ with its appurtenances		PLACE											
HCM 1904		Ledbury	1341-12-17T00:00:00Z		b6cf30be-9420-4c3c-a696-b7f746b82d6b	b6cf30be-9420-4c3c-a696-b7f746b82d6b	b6cf30be-9420-4c3c-a696-b7f746b82d6b;HCM 1904	Geoffrey Aluart	Geoffrey Aluart		PERSON				Neighbor	Neighbor						M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		3b796a34-ac44-40b4-8892-3acd77356edc	3b796a34-ac44-40b4-8892-3acd77356edc	3b796a34-ac44-40b4-8892-3acd77356edc;HCM 1904	Geoffrey Bissop	Geoffrey Bissop		PERSON				Neighbor	Neighbor						M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		bb8e4576-7acd-4ff8-8a1e-8446ae33f75a			Ledbury	Ledbury		PLACE		52.03639	-2.42635	Given at	Given at						
HCM 1904		Ledbury	1341-12-17T00:00:00Z		658d42ad-5b4d-418f-a197-c07288f28e56	658d42ad-5b4d-418f-a197-c07288f28e56	658d42ad-5b4d-418f-a197-c07288f28e56;HCM 1904	Welter Chamherleyn	Walter le Chamberleyn		PERSON	Walter Chamberleyn			Witness					Witness		M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		64b3f442-19c2-45d8-bee7-3ba45b9d0129	64b3f442-19c2-45d8-bee7-3ba45b9d0129	64b3f442-19c2-45d8-bee7-3ba45b9d0129;HCM 1904	Adam Louhyate	Adam Louhyate		PERSON				Witness					Witness		M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		7e3fe01c-4318-4cc8-8a63-1033d1757d71	7e3fe01c-4318-4cc8-8a63-1033d1757d71	7e3fe01c-4318-4cc8-8a63-1033d1757d71;HCM 1904	Adam ag ot Fg	Adam Alkerugge		PERSON	Adam Alkerugge; cf Alcrug			Witness					Witness		M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		df896d65-3ad5-49b5-ac4a-463c992a8996	df896d65-3ad5-49b5-ac4a-463c992a8996	df896d65-3ad5-49b5-ac4a-463c992a8996;HCM 1904	William Wattes	William Wattes		PERSON	land in Netherton, nr Ledbury; St Kath's Hospital involved			Witness					Witness		M
HCM 1904		Ledbury	1341-12-17T00:00:00Z		e037655d-0225-48a6-8daf-02857c8f2588	e037655d-0225-48a6-8daf-02857c8f2588	e037655d-0225-48a6-8daf-02857c8f2588;HCM 1904	John Alvyate.	John Alvyate		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		f62638ce-7e7c-489a-b71c-1fce43bb3dec	9850a9a6-b051-4a73-9f96-314c750d1242	9850a9a6-b051-4a73-9f96-314c750d1242;HCM 1908	Stephan, dean, and the chapter of the cathedral church of Hereford	Stephen de Ledbury dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Principal|Clerical|Collective	Clerical|	Collective		Principal			M
[unknown]									dean and chapter of Hereford													
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		24a35b43-65e7-440d-84a0-d439471eff46	24a35b43-65e7-440d-84a0-d439471eff46	24a35b43-65e7-440d-84a0-d439471eff46;HCM 1908	Gilbert ate Path',	Gilbert atte Path		PERSON	husband to Alditha|father to Margaret|of Colewalle			Principal				Principal			M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		e797d02e-1641-40c0-b333-d564004d4a2d	e797d02e-1641-40c0-b333-d564004d4a2d	e797d02e-1641-40c0-b333-d564004d4a2d;HCM 1908	Alditha his wife	Alditha wife of Gilbert atte Path		PERSON	wife to Gilbert ate Path' of Colewalle|father to Margaret			Principal|Woman				Principal			W
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		525f06fb-58b3-4d96-b329-a21f6f39f223	525f06fb-58b3-4d96-b329-a21f6f39f223	525f06fb-58b3-4d96-b329-a21f6f39f223;HCM 1908	Margaret their daughter and heir, of Colewalle	Margeret Colevylle daughter of Gilbert atte Path	of Colewalle	PERSON	daughter to Gilbert ate Path' and Alditha			Principal|Woman				Principal			W
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		978115c6-fb76-481f-b687-40f83a8ddb92			all that messuage and all the lands and tenements with the rents and a windmill with all their sppurtemences which Walter de Parys formerly held in Colewall' and Ninelynghop'.	all that messuage and all the lands and tenements with the rents and a windmill with all their sppurtemences which Walter de Parys formerly held in Colewall' and Ninelynghop'.		PLACE											
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		01ee2534-bb41-4e48-9c7c-431214a20654	01ee2534-bb41-4e48-9c7c-431214a20654	01ee2534-bb41-4e48-9c7c-431214a20654;HCM 1908	Walter de Parys	Walter de Paris		PERSON				Lease-holder	Lease-holder						M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		405d6624-ded0-4ca9-bd8e-9106610562c2			chapter-house at Hereford	chapter-house at Hereford		PLACE				Given at	Given at						
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		dcf46885-6bb5-4690-bd6e-88fd6cd77fc0	4ed836a5-449b-4830-b50d-3a288d450327	4ed836a5-449b-4830-b50d-3a288d450327;HCM 1908	Thomas de Chaund', archdeacon(?) 2g	Thomas de Chaundos I	archdeacon(?) 2g	PERSON				Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		99ca2b5d-bb8d-4726-b6c1-8acb43968ca9	e9ac0f2d-11f4-4243-920e-96296e6b8483	e9ac0f2d-11f4-4243-920e-96296e6b8483;HCM 1908	Thomas de Pene ', treasurer	Thomas de Penebrugge	treasurer	PERSON	Thomas de Penebrugg', treasurer			Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		316c956f-17eb-4d92-8515-f3c356563df5	c5a4cd48-f777-46bb-93ca-d09d2db18a4d	c5a4cd48-f777-46bb-93ca-d09d2db18a4d;HCM 1908	Thomas de oe _ oe chencellors	Thomas de Orleton		PERSON	Thomas de Orleton, chancellor			Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		ac776d52-3e48-4100-9bfd-605d8c96c730	d45d2c4e-1d0c-4c62-ac31-a9ab7276c248	d45d2c4e-1d0c-4c62-ac31-a9ab7276c248;HCM 1908	poor gg de _ vy	James de Henley		PERSON	James de Henlee			Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		3bb9db29-ca0f-472d-a840-c536d537b484	aae3f841-e4aa-4439-abde-de29c7dea9c5	aae3f841-e4aa-4439-abde-de29c7dea9c5;HCM 1908	Adam  ar nel	Adam Carbonel		PERSON	Adam Carbonel			Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		c66b3d46-b866-4f4d-8625-2ce790ef5d7a	01dfcbcf-1e60-4267-887d-fa33a4a23290	01dfcbcf-1e60-4267-887d-fa33a4a23290;HCM 1908	\ am de Wy’ penitentiary,	William de Wyk		PERSON	William de Wyk', penitentiary			Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		2d2453b8-5e71-44f9-af0b-f19840ee8fd0	30cc8c7e-d07b-42c0-bb7e-60aad2809e23	30cc8c7e-d07b-42c0-bb7e-60aad2809e23;HCM 1908	Walter Careles, canons in the said chureh	Walter Carles	canons in the said chureh	PERSON				Witness|Clerical	Clerical				Witness		M
HCM 1908		chapter-house at Hereford	1324-09-17T00:00:00Z		e154ad5d-a3cc-4470-815d-49b8af5d81ec	e154ad5d-a3cc-4470-815d-49b8af5d81ec	e154ad5d-a3cc-4470-815d-49b8af5d81ec;HCM 1908	Robert de Masinton'	Robert de Masinton		PERSON				Witness					Witness		M
