UUID	Document Number	Date	In Handlist	Common Name	QUOTE_TRANSCRIPTION	Lat	Lng	ANCHOR	TYPE	Place_Type	Person_Gender	TAGS	Role	Person_Named by	Person_Job	COMMENTS
23b15031-11a3-4e6c-97fa-17aa85cac6d5	RBLR 4503	1345-07-26T00:00:00Z	1	Stretton Sugwas, Herefordshire	Sugwas	Sugwas	52.07824	-2.78593	char-offset:782	PLACE			Given at	Given at			Stretton Sugwas, a manor of Bishop of Hereford|not sure how to handle this--no surviving doc except this one, but it places RB at Sugwas on 1318.3.27, so I'll add a Given at tag for that...
4d4dd4af-d081-4bfb-87ad-0f4748675036	RBLR 2901	1329-07-23T00:00:00Z	1		Swalefeld				char-offset:200	PERSON							
c7d490c2-74e9-406e-8110-e5391333d6cb	RBLR 1714	1317-05-13T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:286	PLACE			Nominative	Nominative			Swinfield
e00be12f-d983-4eb8-ae85-b8aa5e81e55a	RBLR 1715	1317-05-17T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:211	PLACE			Nominative	Nominative			Swinfield
36d7ac74-20f4-413d-a317-10e677877ce3	RBLR 1716	1317-05-17T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:179	PLACE			Nominative	Nominative			Swinfield
d77c3791-c54a-44c4-b65b-084300320ef2	RBLR 1718	1317-05-20T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:352	PLACE			Nominative	Nominative			Swinfield
3d0a8d30-c790-4445-bf84-a43489b916af	RBLR 1725	1317-05-24T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:189	PLACE			Nominative	Nominative			
4d744d3b-8d57-4b8f-b6e5-e0b87eed5a50	RBLR 1727	1317-05-25T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:193	PLACE			Nominative	Nominative			Swinfield
8e2f483f-997c-4419-9aa1-7d72b904b72d	RBLR 1728	1317-05-25T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:182	PLACE			Nominative	Nominative			Swinfield
64e806b0-e554-45a3-8ce0-e54e79669c58	RBLR 1729	1317-05-25T00:00:00Z	1	Swynefeud	Swynefeud,				char-offset:162	PLACE			Nominative	Nominative			Swinfield
b6f086b2-7588-4867-9adb-1ee3efa3c582	RBLR 1730	1317-05-26T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:252	PLACE			Nominative	Nominative			Swinfield
4bf6b87a-b0a1-4402-9bb0-56daf6ca4c60	RBLR 1731	1317-05-26T00:00:00Z	1	Swynefeud	Swynefeud,				char-offset:187	PLACE			Nominative	Nominative			Swinfield
1f839efd-0126-4353-b094-b677904eb78f	RBLR 1732	1317-05-26T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:194	PLACE			Nominative	Nominative			Swinfield
48dfa234-551d-40bf-af7d-93ff47065b52	RBLR 1733	1317-05-26T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:211	PLACE			Nominative	Nominative			Swinfield
9d8da6a4-28e3-45e0-b36a-269e4d8ba4cf	RBLR 1734	1317-05-26T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:203	PLACE			Nominative	Nominative			Swinfield
41a43ec3-b5fd-49b7-83b8-0a8c80a905d3	RBLR 1735	1317-05-27T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:218	PLACE			Nominative	Nominative			Swinfield
5c4e3aa9-359f-4bac-b34b-1476a45c5161	RBLR 1737	1317-07-20T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:214	PLACE			Nominative	Nominative			Swinfield
71f71663-baf0-4624-98ed-596737dbe801	RBLR 1738	1317-07-21T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:248	PLACE			Nominative	Nominative			Swinfield
67b821e0-e9c0-45b2-8bc2-8b6209f2544b	RBLR 1740	1317-07-25T00:00:00Z	1	Swynefeud	Swynefeud,				char-offset:217	PLACE			Nominative	Nominative			Swinfield
26a1e7b6-958c-44fa-bd7f-74ee1d2e9e64	RBLR 1741	1317-08-10T00:00:00Z	1	Swingfield, Kent	Swynefeud	Swynefeud	51.14647	1.16782	char-offset:164	PLACE			Nominative	Nominative			Swinfield
2dd5caf8-71ed-4e27-afc6-331ae20021d6	RBLR 4503	1345-07-26T00:00:00Z	1	Swynesfeld'	Swynesfeld'				char-offset:303	PLACE			Nominative	Nominative			Swinfield
9f57a7d2-33c6-41e1-8b03-b8276ae4ce64	RBLR 1742	1317-08-16T00:00:00Z	1	Tame	Tame	Tame			char-offset:1718	PLACE			Given at	Given at			Tamworth?
c4817225-97a2-440e-884e-c84cd00a8b7f	RBLR 1404	1315-01-03T00:00:00Z	1		tenement of Agnes la Marischal				char-offset:368				Property				
b221d43c-845f-4e75-af57-2ebda43c9fd8	RBLR 3405	1334-09-23T00:00:00Z	1	Tewkesbury	Tewkesbury				char-offset:892	PLACE							
be355331-56f8-4168-8ffc-34bc99bf6f07	RBLR 1104	1311-06-29T00:00:00Z	1	Thanet,	Thanet,				char-offset:151	PLACE	island		Nominative	Nominative			
234edfa3-2491-4dc4-97d5-01b93949e973	RBLR 4803	1348-04-15T00:00:00Z	1		the above exchange				char-offset:76	PERSON			Collective|Present		Collective		Collective includes RB|Roger de Breynton present
f5940a9e-1077-4750-a5e0-6c57eaf4d30d	RBLR 3502	1335-12-09T00:00:00Z	1		the archdeacon of Gloucester				char-offset:2067	PERSON							
512538ef-bf7f-4007-9041-0c8987578187	RBLR 4004	1340-05-22T00:00:00Z	1		the archdeacon of Gloucester				char-offset:55	PERSON			Office|Principal	Principal	Office		Roger de Breynton
cd03cc56-5961-4fd1-9a7d-59b974c46c14	RBLR 3502	1335-12-09T00:00:00Z	1	the archdeaconry	the archdeaconry				char-offset:324	PLACE							
e11b864d-7e40-4a1a-a402-778fa729e446	RBLR 3108	1331-06-29T00:00:00Z	1	the archdeaconry of Gloucester	the archdeaconry of Gloucester				char-offset:90	PLACE			RB property				
74f030b8-0d4e-4328-8063-57df3b974b03	RBLR 3703	1337-03-18T00:00:00Z	1	the bishop's chapel	the bishop's chapel				char-offset:352	PLACE			Going to				
d89cae39-9ec4-4ecd-9c79-4c6b3513324b	RBLR 0801	1308-01-09T00:00:00Z	1		the bishop of Hereford				char-offset:405	PERSON			Office		Office		Richard Swinfield
872d21f0-7845-4523-8085-72cf8a55547d	RBLR 4603	1346-08-11T00:00:00Z	1		the bishop of Hereford				char-offset:129	PERSON			Principal|Office	Principal	Office		John Trillek, Bishop of Hereford 1344-1361
6deea65e-d946-4e56-a58a-da54180fba55	RBLR 1605	1316-05-24T00:00:00Z	1		the bishop				char-offset:64				Office		Office		
3e2db7f3-6b59-406a-af38-6d6ccc18a7ed	RBLR 2902	1329-10-25T00:00:00Z	1		the bishop				char-offset:67	PERSON			Office|Principal	Principal	Office		
93607357-2492-48e0-9845-ba2a2e1f7fe5	RBLR 4504	1345-07-26T00:00:00Z	1		The bishop				char-offset:21	PERSON			Principal	Principal			John Trillek, Bishop of Hereford 1344-1361
6dac782b-a49b-4af9-862a-73f3fd10a998	RBLR 4605	1346-10-20T00:00:00Z	1		The bishop				char-offset:32	PERSON			Principal	Principal			John Trillek, Bishop of Hereford 1344-1361
e25d7299-0b20-4638-82d5-550949b22e25	RBLR 3109	1331-06-29T00:00:00Z	1	the buildings (domibus) of his archdeaconry and other appurtenances	the buildings (domibus) of his archdeaconry and other appurtenances				char-offset:198	PLACE			RB property				
3d11bc59-66db-4a6c-b53c-4979fee5801c	RBLR 4003	1340-04-23T00:00:00Z	1	the castle of dominus Adam, bishop of Winchester, at Faraham in the diocese of Winchester	the castle of dominus Adam, bishop of Winchester, at Faraham in the diocese of Winchester				char-offset:271	PLACE			Building				
f669b939-6eb7-4748-908c-211e4ea2461f	RBLR 3304	1333-11-28T00:00:00Z	1	the cemetery of the cathedral church of Worcester	he cemetery of the cathedral church of Worcester				char-offset:128	PLACE							
3a6e1d03-22fe-4b32-84a3-d6f7f0977f31	RBLR 3302	1333-09-05T00:00:00Z	1	the cemetery of the cathedral church of Worcester	the cemetery of the cathedral church of Worcester				char-offset:126	PLACE			Building				
2346431a-ee96-4d77-9fcc-014b383cbb00	RBLR 3003	1330-06-14T00:00:00Z	1	the chapel of St. Katherine	the chapel of St. Katherine				char-offset:890	PLACE			Building				Near bishop's palace in Hereford
e4359b08-6b60-45d1-aa84-7bdc980e7036	RBLR 3702	1337-02-14T00:00:00Z	1	Chapter-house at Hereford	the chapter-house at Hereford	the chapter-house at Hereford	52.05391	-2.71599	char-offset:1026	PLACE			Building				
fb0ac84b-e1fa-43f8-adf7-73ed64fd70ec	RBLR 4604	1346-09-22T00:00:00Z	1	Chapter-house at Hereford	the chapter-house at Hereford	the chapter-house at Hereford	52.05391	-2.71599	char-offset:535	PLACE			Building				in Hereford
e19c73b3-66c3-432e-b65e-902f362b0521	RBLR 4704	1347-06-13T00:00:00Z	1	the chapter-house of the cathedral church of Hereford	the chapter-house of the cathedral church of Hereford				char-offset:287	PLACE			Building|Given at	Given at			
fac5b1ce-a69b-4860-ba3f-d805009d694c	RBLR 6101	1361-12-30T00:00:00Z	1		the chapter of the cathedral church of Hereford				char-offset:169	PERSON			Collective|Office|Principal	Principal	Collective		Collective NO LONGER includes RB
4b335584-33c1-43af-ac0a-5b487573adbe	RBLR 3003	1330-06-14T00:00:00Z	1		the chapter of the same				char-offset:148	PERSON			Collective|Office|Principal	Principal	Collective		Chapter of Hereford|Collective includes RB
4572195a-bbb6-4233-83f8-6df04b73f745	RBLR 3004	1330-07-09T00:00:00Z	1		the chapter of the same				char-offset:149	PERSON			Collective|Office		Collective		Collective includes RB
aeaa1834-58e9-4538-aacc-b5b4c7b679e9	RBLR 1910	1319-11-12T00:00:00Z	1	the church of Aka	the church of Aka				char-offset:119	PLACE			RB property				Rock
500c12ee-5d98-4ceb-bda8-722beba4514e	RBLR 2004	1320-12-25T00:00:00Z	1	the church of Aka	the church of Aka				char-offset:189	PLACE			RB property				Aka = Rock, a parish in Worcestershire (Hereford diocese)
fcf6d6ed-6b38-4d71-90f0-edd580343eb4	RBLR 2104	1321-03-02T00:00:00Z	1	the church of Aka	the church of Aka				char-offset:396	PLACE			RB property				Rock
2db17138-5cc1-4226-91b9-12dfbc24bace	RBLR 3005	1330-11-15T00:00:00Z	1	the church of Alvechurch	the church of Alvechurch				char-offset:157	PLACE			RB property				
9a010912-4a6b-405f-8da0-8575d1f978c2	RBLR 2902	1329-10-25T00:00:00Z	1	the church of Hanbury-by-Droitwich	the church of Hanbury-by-Droitwich				char-offset:87	PLACE			RB proprerty				Hanbury = a parish / village near Droitwich, Worcestershire
1e72e594-6c72-4811-8ec9-8e22353e18cd	RBLR 1730	1317-05-26T00:00:00Z	1	Ledbury, Herefordshire	the church of Ledebury	the church of Ledebury	52.03581	-2.42234	char-offset:150	PLACE			Nominative	Nominative			Ledbury
35f656ce-56b3-4026-bf16-b6a2910fa93b	RBLR 1736	1317-06-17T00:00:00Z	1	the church of Moniton	the church of Monyton				char-offset:184	PLACE			RB property				Monnington on Wye
a43e87af-0e54-45f2-9854-3468c0e6e396	RBLR 1804	1318-03-17T00:00:00Z	1	the church of Moniton	the church of Moniton'				char-offset:173	PLACE			RB property				Church of Monnington on Wye
dfcc7868-f498-4b67-b82d-be8e79ea22b9	RBLR 1403	1314-06-09T00:00:00Z	1	the church of St. Ethelbert of Hereford	the church of St. Ethelbert of Hereford				char-offset:380	PLACE			Building				
ba3d30c5-5a82-4bf6-bc0f-d61f53bc34f4	RBLR 3001	1330-03-28T00:00:00Z	1	the church of St. Ethelbert of Hereford	the church of St. Ethelbert				char-offset:1085	PLACE			Building				
8a8e3386-8af5-4f81-8501-875e9ace840b	RBLR 3003	1330-06-14T00:00:00Z	1	the church of St. Ethelbert of Hereford	the church of St. Ethelbert of Hereford				char-offset:103	PLACE			Building				
a2aba836-64b5-4156-9dac-0e5e1373d03d	RBLR 1303	1313-10-31T00:00:00Z	1		the clerk				char-offset:489				Job				
0e069612-7904-4a00-8ca5-5e83efa8f6dd	RBLR 1603	1316-04-12T00:00:00Z	1		the clerk				char-offset:343				Job				
d159bdb2-0633-485e-a4d4-f2c191cf945c	RBLR 3004	1330-07-09T00:00:00Z	1		the confirmations				char-offset:2977	EVENT							Document records two separate events, each with Witnesses and Given at listed; consider breaking into two docs
39181a8f-3628-431a-9ca6-f93643900cf6	RBLR 1603	1316-04-12T00:00:00Z	1		the corviser.				char-offset:369				Job				
08526a8a-fb2b-4630-a52f-b4ac956e8abf	RBLR 3803	1338-10-17T00:00:00Z	1		The Crown				char-offset:132				Office		Office		
5e0c7af5-b9bc-4da4-995d-b0e0e4366138	RBLR 1715	1317-05-17T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:163	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
00296167-8672-479a-8fc0-0c19cb3ad539	RBLR 1716	1317-05-17T00:00:00Z	1		the executors of the will of the said dominus Richard				char-offset:222	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
0d233b6a-63cf-4867-987a-276110b20496	RBLR 1717	1317-05-18T00:00:00Z	1		the executors of the will of the said dominus Richard,				char-offset:278	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
316887d8-a67e-4896-9fbe-178daeacc85e	RBLR 1718	1317-05-20T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:304	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
93b57914-6d5a-48fb-9a67-bd246c294ddc	RBLR 1724	1317-05-23T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:136	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
88b227b0-2506-4843-9610-3d9085594b95	RBLR 1725	1317-05-24T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:141	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
dad53d15-2eb8-4e63-ab35-623d7cfa0501	RBLR 1726	1317-05-24T00:00:00Z	1		the executors of Richard, formerly bishop of Hereford				char-offset:173	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
c42f865a-ddbe-4452-88ff-3cf09001f1e7	RBLR 1727	1317-05-25T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:145	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
2cd3bcf9-f95b-435b-ad3f-7469d009a46c	RBLR 1728	1317-05-25T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:134	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
ad7a9788-33fc-4fa1-aca2-95b8f72772d3	RBLR 1729	1317-05-25T00:00:00Z	1		Executors of the will of dominus Richard de Swynefeud				char-offset:118	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
d13f884b-e263-4bc3-b2ba-35f030295d0c	RBLR 1730	1317-05-26T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:204	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
c93413c7-bbb5-4c37-ad3e-6052cd342be2	RBLR 1731	1317-05-26T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeu				char-offset:139	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
9c3c7871-a9af-4371-8271-af2fd393e340	RBLR 1732	1317-05-26T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:146	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
c8f3f3b4-cb34-4bde-a52c-ad7e5a0d536a	RBLR 1733	1317-05-26T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:163	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
31e22601-8088-4289-8ee0-180746a16592	RBLR 1734	1317-05-26T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford				char-offset:155	PERSON			Collective|Principal|Office|Executor	Principal	Collective		Collective includes RB
5949b577-b043-4d7d-be46-66f2d2b0916f	RBLR 1735	1317-05-27T00:00:00Z	1		the executors of the will of dominua Richard de Swynefeud, formerly bishop of Hereford				char-offset:170	PERSON			Collective|Principal|Office|Executor	Principal	Collective		Collective includes RB
52322972-94f2-4094-bf76-2f7ef3898f47	RBLR 1737	1317-07-20T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford				char-offset:166	PERSON			Collective|Principal|Office|Executor	Principal	Collective		Collective includes RB
dd4daeeb-3575-4f64-bd3c-2828c88e600f	RBLR 1738	1317-07-21T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford				char-offset:200	PERSON			Collective|Principal|Office|Executor	Principal	Collective		Collective includes RB
82c4574b-7aa9-4078-b459-5b297f5bfd92	RBLR 1740	1317-07-25T00:00:00Z	1		the executors of the will of the said dominus Richard				char-offset:260	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
f4c37076-b22b-4ec4-bcd8-68ed73f0c3e0	RBLR 1741	1317-08-10T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:116	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
34ef2311-f82f-49de-a10d-8a8f5b75bac3	RBLR 1742	1317-08-16T00:00:00Z	1		the executors of Bishop Swinfield				char-offset:74	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
d4fd7f9c-abfe-493a-a042-dabfec447569	RBLR 1743	1317-09-17T00:00:00Z	1		The executors of Richard, late bishop of Hereford,				char-offset:268	PERSON			Collective|Office|Principal|Executor	Principal	Collective		Collective includes RB
1eb64941-6134-4179-beb2-be5ac51963e1	RBLR 1805	1318-03-30T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:194	PERSON			Collective|Principal|Office	Principal	Collective		Collective includes RB
31e39b84-f9df-4ed3-b3ab-7f5b4b95d955	RBLR 1806	1318-03-30T00:00:00Z	1		the executors of the will of dominus Richard de Swinefeud				char-offset:197	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
88d681c6-fd72-4c51-abcb-c9f75a05b8ac	RBLR 1807	1318-03-30T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:206	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
56188358-1cc9-4f2f-9827-dd231de755ba	RBLR 1808	1318-03-30T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:212	PERSON			Collective|Office|Principal	Principal	Collective		
bf58ba54-e01f-4a48-87be-ff4d4868e524	RBLR 1809	1318-03-31T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:191	PERSON			Collective|Office|Principal	Principal	Collective		
c2655acf-fba7-4ea4-9574-b8abd6321df7	RBLR 1810	1318-03-31T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud,				char-offset:144	PERSON			Collective|Office|Principal	Principal	Collective		
0da74bf4-ba37-4366-a567-6d5c298d4b6e	RBLR 1811	1318-03-31T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:158	PERSON			Collective|Office|Principal	Principal	Collective		
f381ce70-d1d3-4cf3-a9de-a19a2f2f8e1d	RBLR 1812	1318-03-31T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:177	PERSON			Collective|Office|Principal	Principal	Collective		
00d16023-f520-4ed3-8cda-58bd0341702e	RBLR 1813	1318-04-01T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:147	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
9396f0f0-6226-4c69-9dc3-43a20d0c1f6b	RBLR 1814	1318-04-02T00:00:00Z	1		the executors of the will of dominus Richard de Swynefeud				char-offset:156	PERSON			Collective|Office|Principal	Principal	Collective		Collective includes RB
d859b7da-9f19-4065-aa92-f1332c1f30a4	RBLR 4404	1344-04-08T00:00:00Z	1		the executors of the late bishop				char-offset:167	PERSON			Collective|Office		Collective		that is, executors of Thomas Charlton, Bishop of Hereford 1327-1344
c6fbf33a-49ca-4fb8-b39e-59ab1c466d08	RBLR 2003	1320-08-08T00:00:00Z	1		the executors				char-offset:180	PERSON			Collective|Office|Principal	Principal	Collective		that is, the executors of the will of Richard Swinfield|Collective includes Roger de Breynton
2a12c36a-2889-4187-95a7-41367cd8ea41	RBLR 2801	1328-03-13T00:00:00Z	1		the executors				char-offset:200	PERSON			Collective|Office		Collective		Executors of Richard Swinfield|Collective includes RB
fe4c6b3a-1105-41ff-abe9-a89fb3789db4	RBLR 4503	1345-07-26T00:00:00Z	1		The executors				char-offset:1428	PERSON			Collective|Office		Collective		The executors of the will of Adam Orleton, Bishop of Winchester 1333-1345
5dfea9cb-76e4-4332-a854-3184a93b4660	RBLR 1739	1317-07-22T00:00:00Z	1		the Franciscan friars at Canterbury				char-offset:119	PERSON			Collective|Office		Collective		
83d692c9-cf9e-4afc-8421-9abc67de6818	RBLR 4405	1344-04-08T00:00:00Z	1	the Herefordshire manors of the see	the Herefordshire manors of the see				char-offset:95	PLACE			RB property				
941a08a9-d10d-4cd1-9c84-83b84152fb3c	RBLR 1303	1313-10-31T00:00:00Z	1	the highway	the highway				char-offset:365	PLACE	bridge		Street				
3301d2d0-ab71-4f12-b38d-1459d6696ac3	RBLR 1736	1317-06-17T00:00:00Z	1	the highway	the highway				char-offset:405	PLACE	bridge		Street				
20d66de5-fcee-4a98-a5b0-69876e49dc5d	RBLR 1743	1317-09-17T00:00:00Z	1		their receiver				char-offset:376				Job				that is, of the Dean & Chapter? or of the Executors?
d33e28ad-6760-4c10-a5af-a50f861958ee	RBLR 1303	1313-10-31T00:00:00Z	1	the land of Roger de Breynton	the land of Roger de Breynton'				char-offset:235	PLACE			RB property				
9783913a-0c63-492b-8913-6128e39c6ecc	RBLR 1804	1318-03-17T00:00:00Z	1	the land of Roger de Breynton	the land of the said dominus Roger on both sides				char-offset:489	PLACE			RB property				
0d975068-076f-4653-a899-2778aca8b45c	RBLR 1736	1317-06-17T00:00:00Z	1	the land of the aforesaid Roger	the land of the aforesaid Roger				char-offset:314	PLACE			RB property				
60512901-14ea-46bb-a5ad-1b9941c8d377	RBLR 1736	1317-06-17T00:00:00Z	1	the lands of the said Roger	the lands of the said Roger				char-offset:420	PLACE			RB property				
d5db4e1a-8ed7-4121-8482-b7a1e4182ca5	RBLR 4503	1345-07-26T00:00:00Z	1		the late bishop of Winchester				char-offset:542	PERSON			Dead|Office		Office		Adam Orleton, Bishop of Winchester 1333-1345
87ee8bc7-ebd2-4221-9223-a21fb16ee400	RBLR 0501	1305-01-09T00:00:00Z	1	the meadow of the said Roger de Broynton'	the meadow of the said Roger de Broynton'				char-offset:2187	PLACE			RB property				
94afc418-0cda-4e4c-bb74-d1a90848649a	RBLR 1817	1318-08-06T00:00:00Z	1	the Papal Court	the Papal Court				char-offset:125	PLACE			Going to				Avignon
dcaca01a-af93-4d23-a44a-24aa924a178f	RBLR 1717	1317-05-18T00:00:00Z	1		the personal clerk of dominus Richard, formerly bishop of Hereford				char-offset:148				Job				
83b375a9-61a8-46d4-a969-42bcc14a264c	RBLR 5104	1351-07-17T00:00:00Z	1	the prebend of Hunderton,	the prebend of Hunderton,				char-offset:69	PLACE			RB property				RB not mentioned but his death is implied by the grant of this property (however disputed per later simony charge) to another
81b5aff8-811f-4883-b99f-39fd850c2f33	RBLR 1726	1317-05-24T00:00:00Z	1		the Prior and Friars of the order of Saint Augustine at Lodelowe				char-offset:105	PERSON			Collective|Office		Collective		
680749e3-9041-4029-9c5c-908c289550ad	RBLR 3108	1331-06-29T00:00:00Z	1	the rights and appurtenances of the archdeaconry	the rights and appurtenances of the archdeaconry				char-offset:541	PLACE			RB property				
5f4448c4-54fb-4f41-b0fb-45987808f389	RBLR 1743	1317-09-17T00:00:00Z	1		the Roman court				char-offset:248	PERSON			Collective|Office		Collective		that is, from the Papal Curia at Avignon
aabb6080-70e4-4984-8f72-5f49117755e2	RBLR 2902	1329-10-25T00:00:00Z	1		the sacrist of Worcester				char-offset:292	PERSON			Executor				
7a1d1561-3aaa-4956-bb16-2f90964d8b8e	RBLR 3001	1330-03-28T00:00:00Z	1	the said advowson and one acre of land	the said advowson and one acre of land				char-offset:813	PLACE			RB proprerty				that is, advowson of the Church of Lugwardyn, as noted above in this doc
094a7dad-7f36-456e-948a-dd496208e615	RBLR 4503	1345-07-26T00:00:00Z	1		The said bishop Adam				char-offset:986	PERSON			Dead				Adam Orleton, Bishop of Hereford 1317-1327
70ca516b-365d-47f9-97e7-49137888e096	RBLR 4403	1344-04-08T00:00:00Z	1	the temporalities of the see	the temporalities of the see				char-offset:82	PLACE			RB property|o				of Hereford
bb8d6f08-bbe7-4f16-9aee-abfc363d551c	RBLR 1107	1311-10-07T00:00:00Z	1	the tenement of dominus John de Punda	the tenement of dominus John de Punda				char-offset:249	PLACE			Property				
e81d7ce5-698f-45f4-9aa1-974df70806b0	RBLR 1404	1315-01-03T00:00:00Z	1		the tenement of John de la Berne				char-offset:327				Property				
457ae12f-9d55-478d-9ecc-9bc57f0b1001	RBLR 1107	1311-10-07T00:00:00Z	1	the tenement of Robert de Somersete	the tenement of Robert de Somersete				char-offset:291	PLACE			Property				
52dc6365-645e-42ba-a40f-6cece2227291	RBLR 1739	1317-07-22T00:00:00Z	1		the tutors (creditores) of the Franciscan friars at Canterbury				char-offset:92	PERSON			Collective|Office|Principal	Principal	Collective		
7efcba32-2122-4017-b691-214aa6b65bd7	RBLR 3001	1330-03-28T00:00:00Z	1		the warden of the chapel of St. Mary				char-offset:855	PERSON			Office		Office		"Roger de Breynton is elsewhere described as ""custos"" (warden) of this chapel"
bf57a204-a817-4b04-8861-ad9d7975e066	RBLR 0501	1305-01-09T00:00:00Z	1	thirteen acres lie in the field of Wydedene between the land of the chaplain of the altar of St. Mary who was for the time in the church of Hereford, and the land of John de la Berne and extending from the highway of Wydedene as far as the land of the dean and chapter of Hereford	thirteen acres lie in the field of Wydedene between the land of the chaplain of the altar of St. Mary who was for the time in the church of Hereford, and the land of John de la Berne and extending from the highway of Wydedene as far as the land of the dean and chapter of Hereford				char-offset:269	PLACE			RB property				
dbc435cd-eaab-4bf4-bebc-a13f0bcde0a7	RBLR 2804	1328-10-16T00:00:00Z	1		Thoma de Chaundos				char-offset:2173	PERSON							
082c99f3-03a5-45b7-bac9-c60eb4ba8fa1	RBLR 2804	1328-10-16T00:00:00Z	1		Thoma de Orletone				char-offset:2206	PERSON							
035b307e-fd48-4c3c-931a-64b4f6f6c978	RBLR 2804	1328-10-16T00:00:00Z	1		Thoma de Pennebrugge				char-offset:2238	PERSON							
eba6bbda-5048-4beb-9e38-bb6727d8fdfb	RBLR 2105	1321-03-04T00:00:00Z	1		Thomae				char-offset:36	PERSON							
3d05f3e0-9ea1-4eb1-a014-0c2acaca846b	RBLR 4502	1345-05-22T00:00:00Z	1		Thoma Joce				char-offset:1092	PERSON							
ed2119a6-b571-4a03-9cc4-2d9133d755b4	RBLR 3003	1330-06-14T00:00:00Z	1		Thomas, bishop of Hereford				char-offset:214	PERSON			Principal	Principal			
