Doc Number,Alt Numbering,Normalized text,Person ID,QUOTE_TRANSCRIPTION,UUID,Supplemental naming,COMMENTS,Principal|Office,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 2972,,Thomas de Penebrugge,e9ac0f2d-11f4-4243-920e-96296e6b8483,"Thomes de Penebrugg', treasurer of the church of St. Ethelbert, Hereford",e03f6172-9536-427e-ac90-e246c08fde14,"Treasurer of the Church of St Ethelbert, Hereford",,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 3001,,Thomas de Penebrugge,e9ac0f2d-11f4-4243-920e-96296e6b8483,"Thomas de Penbrugge, treasurer",b7205188-810a-4abc-bffb-8e0e3aea6c60,treasurer,,Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 2804,,Thomas de Penebrugge,e9ac0f2d-11f4-4243-920e-96296e6b8483,"Thoma de Pennebrugge, thesaurario",b822e40b-2a81-453e-94b9-4e1626e17cbd,thesaurario,Treasurer of Hereford,Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 2004,"RBLR 2004, HCM 29",Thomas de Pyrebrok,13143caa-561f-443e-929f-43451997cf0a,Thomas de Pyrebrok',13143caa-561f-443e-929f-43451997cf0a,,,Witness,,,,,,,Witness,,M
HCM 1414,,Thomas de Redeswelle,26f3a413-6e4a-4719-9982-e0d129fd5ee1,Thomas de Redeswelle,26f3a413-6e4a-4719-9982-e0d129fd5ee1,,,Witness,,,,,,,Witness,,M
RBLR 1703,"RBLR 1703, HCM 1001",Thomas de Retlyng',f099a355-7523-4a87-b81f-d2033ff25dd9,Thomas de Retlyng *,6c92a889-9682-4dc7-86cd-f5449901369d,,for services rendered to RS before King's Justices in Eyre at Canterbury,Principal|Agent,Agent,,,,,Principal,,,M
RBLR 1814,"RBLR 1814, HCM 1033",Thomas de Retlyng',f099a355-7523-4a87-b81f-d2033ff25dd9,Thomas de Retlyng',f099a355-7523-4a87-b81f-d2033ff25dd9,,cf HCM 1001 p.772 aka RBLR 1703: NOT a missing doc,Principal,,,,,,Principal,,,M
HCM 1670,,Thomas de Rodeberewe I,2db0a9c9-3c36-4e32-b0b5-52760de1dc7f,Thomas de Rodeberewe,2db0a9c9-3c36-4e32-b0b5-52760de1dc7f,,"Thomas de Rodeberewel cf Redeberewe, C&E 468, HCM 1906, 1263-1284",Witness,,,,,,,Witness,,M
HCM 1934,,Thomas de Rodeberewe II,58feb6f6-83ca-4c71-b9c0-707e1d38f81d,"Thomas de Rodeberwe,",58feb6f6-83ca-4c71-b9c0-707e1d38f81d,,,Witness,,,,,,,Witness,,M
HCM 621,,Thomas de Rodeberewe II,58feb6f6-83ca-4c71-b9c0-707e1d38f81d,"Thomas son of Miles de Rodebergh', knigh",d96f6ca3-bb78-4949-a24c-cf434814987e,knight; son of Miles de Rodebergh',,Witness,,,,Parent,,,Witness,,M
HCM 1056,,Thomas de Sancto Omero,769e9229-e7fc-4419-9240-101f6b1abb71,"Thomas de Sancto Omeroy canon of Hereford,",769e9229-e7fc-4419-9240-101f6b1abb71,,"proctor of Alan Creppinge, with John called de Creppingg",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 2074,,Thomas de Sancto Omero,769e9229-e7fc-4419-9240-101f6b1abb71,mas de Sancto Omero,b497c57c-ed88-4482-8055-cbfe746d4d1c,,"Thomas de S.O,",Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 2368,,Thomas de Sancto Omero,769e9229-e7fc-4419-9240-101f6b1abb71,Thome de Sancto Omero,38a1ef06-f7f4-4e50-9ff5-1b01c8cbc925,,,Principal|Clerical,,,,,,,,,M
HCM 2406,,Thomas de Sancto Omero,769e9229-e7fc-4419-9240-101f6b1abb71,Thome de Sancto Omero,eb0f2ac6-91ea-4058-8a4b-083b1cd42c13,,,Principal|Clerical,,,,,,,,,
RBLR 2804,,Thomas de Sancto Omero,769e9229-e7fc-4419-9240-101f6b1abb71,Thomas de sancto Omero,6d4a3e66-8726-46e7-aa03-860db2a59c86,,formerly canon of Hereford,Clerical|Dead,,TRUE,,,,,,Dead,M
HCM 1313,,Thomas de Sengilton,960873e8-7a53-4312-9f53-422496d4194a,Thomas de Sengilton',960873e8-7a53-4312-9f53-422496d4194a,,,Lease-Holder,,,,,,,,,M
HCM 1767,,Thomas de Sheynton,2b24ae5d-fdb5-4cdd-8e82-c1f926898c49,Thomas de Sheynton',2b24ae5d-fdb5-4cdd-8e82-c1f926898c49,,"(second) husband to Alice, formerly wife of Roger son of Roger Ragoun",Principal,,,,,,Principal,,,M
HCM 1767-em1,,Thomas de Sheynton,2b24ae5d-fdb5-4cdd-8e82-c1f926898c49,Thomas de Sheynton',0bee7e57-ee21-450d-8e7e-9f268f4d1f46,,"second husband to Alice,",Principal,,,,,,Principal,,,M
HCM 1767-em2,,Thomas de Sheynton,2b24ae5d-fdb5-4cdd-8e82-c1f926898c49,said Thomas and Alice,667f91cc-3bd2-4cef-8cec-9757a0a84e92,,"Thomas de Sheyntone and Alice his wife, who was formerly wife to Roger son of Roger Ragoun, as per HCM 1767|collective includes a woman",Principal|Collective|Woman,,,,Collective,,Principal,,,W
HCM 296,,Thomas de Stanford,9ca7adb3-0673-4b02-a017-f33caff48f57,"Thomas de Stanford, his son",9ca7adb3-0673-4b02-a017-f33caff48f57,son of John de Stanuord,"son to John de Stanuord, and younger brother to Henry",Principal,,,,,,Principal,,,M
HCM 139,,Thomas de Staunton,942f0ad8-d3cb-40a8-84cd-68c614f2818b,"Thomas de Stsundon',",942f0ad8-d3cb-40a8-84cd-68c614f2818b,,,Witness,,,,,,,Witness,,M
HCM 1474,,Thomas de Staunton,942f0ad8-d3cb-40a8-84cd-68c614f2818b,Thomas de Staunton’,ae87fc1a-35a7-4bc2-ba16-ba12232a755c,,,Witness,,,,,,,Witness,,M
HCM 507,,Thomas de Staunton,942f0ad8-d3cb-40a8-84cd-68c614f2818b,Thomas de Stanton',6cbfdd93-21d7-4086-80b4-daf14ea16d4e,,,Witness,,,,,,,Witness,,M
RBLR 4705,"RBLR 4705, HCM 2927",Thomas de Staunton,942f0ad8-d3cb-40a8-84cd-68c614f2818b,"Thomas de Staunton’, canons of the cathedral church of Hereford",267c10a6-28bf-4c86-abba-c90b874cbeae,canons of the cathedral church of Hereford,,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 1337,,Thomas de Stretton,4174a94c-d710-4faa-b906-2a16367a6b96,Thomas de Stratton,c628bf65-2521-4811-887e-3ffdee42e114,,likelier Thomas de Stretton (burgher/witn in 1312) than Thomas de Staunton (canon 1347-)?,Witness,,,,,,,Witness,,M
HCM 207,,Thomas de Stretton,4174a94c-d710-4faa-b906-2a16367a6b96,"Thomas de Stretton’,",4174a94c-d710-4faa-b906-2a16367a6b96,,,Witness,,,,,,,Witness,,M
HCM 2838,,Thomas de Sunclent,d49c5a18-8c88-4544-8748-38ac2c50b0ad,Thomas de Sunclent,d49c5a18-8c88-4544-8748-38ac2c50b0ad,notary public,,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 1872,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, formerly dean of Nereford",3add54e5-d418-49b0-b985-af87a8e9b0a2,formerly dean of Nereford,former dead of Hereford,Dead|Clerical,,TRUE,,,,,,Dead,M
HCM 2111,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas Trillek*, dean of the church of St. Albrith of Hereford, and the chapter of the same",e3fc6820-c075-436d-a1d1-53268d729c8e,dean of Hereford,"is this the D&C , i,e .church of Ethelbert?",Principal|Clerical|Collective,,TRUE,,Collective,,Principal,,,M
HCM 2146,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean, and chapter of the church of St. Ethelbert of a.",14789a5f-c810-4b47-8312-0c6b5fc5803c,dean of Hereford,Trillek = dean 1352-1361,Principal|Clerical|Collective,,TRUE,,Collective,,Principal,,,M
HCM 2147,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean, and chapter of the church of St. Ethelbert of oer",f57204ef-5007-4797-a581-1aa54edd7e55,dean of Hereford,,Principal|Clerical|Collective,,TRUE,,Collective,,Principal,,,M
HCM 2271,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean, and _—- of Hereford",81c63438-eb38-4e43-9ebb-4e35ac9908e7,dean of Hereford,,Principal|Clerical|Collective,,TRUE,,Collective,,Principal,,,M
HCM 2386,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean, and the chapter of the same,",77ea661f-ece7-4ac5-ba0c-5a953112dfba; 28defbb6-f27d-486f-ae61-af7200e01cc5,dean of Hereford,1353-1361,Principal|Clerical|Collective,,TRUE,,Collective,,Principal,,,M
HCM 2456,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean, and the chapter of Hereford",f7edcd18-744f-479b-b82d-f7231fb349d2,"dean, and the chapter of Hereford",Adjudicant?,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2469,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean of the cathedral church of Hereford, and the chapter of the same",fe58ee04-c999-43ca-9891-f7ce7d26233c,dean of Hereford,,Principal|Clerical|Collective|Witness,,TRUE,,Collective,,Principal,Witness,,M
HCM 2735,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas de Trillek’', desn of Hereford",90f35feb-9e52-413f-9a65-0831a1ff2ad7,dean of Hereford,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2838,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,Thomas Trillek,35336974-bed4-427e-8f21-90cbc2519129,,canon of wells,Clerical|Principal,,TRUE,,,,Principal,,,M
HCM 3161,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas de Trillek*, canon of Hereford and neety elaotea",aae27d2e-d06f-49d9-bbc7-b3f5b4fd23ee,canon of Hereford and neety elaotea,newly elected to the officer of dean|on condition he can remain rector of church of -- in Lincoln,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 555,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Thomas, dean of the cathedral church of Hereford, and the ow thereof",06e33c85-ddd1-4db1-a7d6-5474c63d08e2,dean of Hereford,,Collective|Clerical|Principal,,TRUE,,Collective,,Principal,,,M
RBLR 4303,"RBLR 4303, HCM 1377",Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,"Srilisk, ktnanen of",7f127d70-b055-4d82-aea1-ba4269cb716f,ktnanen of,"Thomas Trillek, kinsman of Bp Adam Orleton of Winchester",Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 4503,"RBLR 4503, HCM 1378",Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,Thomas Trillek,9602804d-96fc-4a12-917b-ea6d88455b9c,"executor of the will of Adam, late bishop of Wincester; executor of Adam Orleton","executor of AO; co-exec for Adam Orleton, Bp of Winc",Principal|Clerical|Agent,Agent,TRUE,,Collective,,Principal,,,M
RBLR 4504,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,Thomas de Trillek,7824c210-93af-4790-b7df-71d2f836d860,executor of Adam Orleton,co-exec for AO|Canon of H,Principal|Clerical|Agent,Agent,TRUE,,Collective,,Principal,,,M
RBLR 4505,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,,af572780-125e-4809-adc3-041a445bdea9,executor of Adam Orleton,,Principal|Clerical|Agent,,,,Collective,,Principal,,,
RBLR 4603,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,,b489dd2c-9eec-40c6-8fd4-707051c42230,executor of Adam Orleton,,Principal|Clerical|Agent,,,,Collective,,Principal,,,
RBLR 4801,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,,8bd59314-2cb4-46da-b650-6e703d264d73,executor of Adam Orleton,,Principal|Clerical|Agent,,,,Collective,,Principal,,,
RBLR 4806,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,,685925df-e479-44bc-a0e7-c2f30f9bd667,executor of Adam Orleton,,Principal|Clerical|Agent,,,,Collective,,Principal,,,
RBLR 4807,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,Thomas de Trillek,cc69b094-b3ff-465b-be73-5b255f64861c,executor of the bishop Adam,exec for AO|canon of H,Principal|Clerical|Agent,Agent,TRUE,,Collective,,Principal,,,
RBLR 4808,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,,8a7e96c7-d1eb-4451-8d4f-db866123372c,"executor of the will of Adam, bishop of Winchester",,Principal|Clerical|Agent,,,,Collective,,Principal,,,M
RBLR 5002,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,Thomas de Trillek,2fe286dd-dcda-4200-834e-7117e0a7f994,,,Principal,,,,,,Principal,,,M
RBLR 5601,,Thomas de Trillek,7f127d70-b055-4d82-aea1-ba4269cb716f,dean,ea2e1abf-e420-4828-98ba-7bf053706f0d,dean of Hereford,,Principal|Clerical|Office,,TRUE,,Office,,Principal,,,M
HCM 3161,,Thomas de Trillek's proctor,3f8747d7-3f01-42f1-b47d-3c736e7cd0d1,"proctor of ister Thomas de Trillek*, canon of Hereford and neety elaotea",3f8747d7-3f01-42f1-b47d-3c736e7cd0d1,canon of Hereford and neety elaotea,,Principal|Clerical|Agent|Office,Agent,TRUE,,Office,,Principal,,,M
HCM 1496,,Thomas de Troye,4f591274-9a63-4c20-8873-f8cb2ed69943,"Thomas de Troye, clerk, proctor of the prioress and convent of the monastery of Acornebur',",4f591274-9a63-4c20-8873-f8cb2ed69943,"clerk, proctor of the prioress and convent of the monastery of Acornebur',",,Principal|Agent|Clerical,Agent,TRUE,,,,Principal,,,M
HCM 1786,,Thomas de Troye,4f591274-9a63-4c20-8873-f8cb2ed69943,Thomas de Troye,d982bdbc-5ead-4942-8fde-232a4ff81ba0,,,Witness,,,,,,,Witness,,M
HCM 354,,Thomas de Troye,4f591274-9a63-4c20-8873-f8cb2ed69943,Th. de Troye,ce76be1f-0e68-4621-b80b-4a20d8768d27,,,Witness,,,,,,,Witness,,M
RBLR 2502,,Thomas de Usflet,3a62f49c-d0db-4044-a715-76c06c0f08d8,"Thomas de Usflet, parson of the church of Munestok",3a62f49c-d0db-4044-a715-76c06c0f08d8,parson of Munestok,going abroad in royal party,Principal|Clerical|Agent,Agent,TRUE,,Parent,,Principal,,,M
RBLR 3203,,Thomas de Weston,f2852d1b-aaef-4e0d-bfc7-261e4e68dac1,Thomas de Weston,f2852d1b-aaef-4e0d-bfc7-261e4e68dac1,going abroad with AO,,Principal,,,,,,,,,
RBLR 3204-em3,,Thomas de Wich,23eeb935-0d9c-402e-9b73-990acd3fa906,Thomas de Wich,23eeb935-0d9c-402e-9b73-990acd3fa906,magister,(magister) is this Droitwych & thus either parish chaplain or BVM chaplain?,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 349,,Thomas del Hall’ of Ouenton,9eb80fcd-a46c-4857-a90d-afa50351735a,Thomas del Hall’ of OQuenton,9eb80fcd-a46c-4857-a90d-afa50351735a,,of Ouenton (Overton? Quentin?),Witness,,,,,,,Witness,,M
HCM 735,,Thomas Doun,922615bb-c309-412e-bf39-a24f1d7a832a,Thomas Doun,922615bb-c309-412e-bf39-a24f1d7a832a,,,Witness,,,,,,,Witness,,M
HCM 1620,,Thomas earl of Lancaster,41e9cc23-f300-487e-9bfd-3c59d330f308,"Thomas, earl of Lancaster and Leicester, seneschal of bael",41e9cc23-f300-487e-9bfd-3c59d330f308,"earl of Lancaster and Leicester, seneschal of bael",executed 1322.3.22|Seneschal of England,Principal,,,,,,Principal,,,M
RBLR 4901,,Thomas Enham,d0ea6d04-f2f5-4b6e-8f5b-0df8bfd269c2,Thomas Enham,d0ea6d04-f2f5-4b6e-8f5b-0df8bfd269c2,,,Principal,,,,,,Principal,,,M
HCM 1804,,Thomas Eseger de Ledbury,07ca64ee-6859-44c2-8f9c-57dc547ad9a3,"Thomas Eseger,  brother of the —s",07ca64ee-6859-44c2-8f9c-57dc547ad9a3; e86d564f-ae65-4779-b721-b99fdeafbb3a,son of William Eseger de Ledbury; brother of William son of Wm Eseger de L,"formerly|brother to the grantee, ie William son of William Eseger; Thomas Eseger",Lease-holder,Lease-holder,,,,,,Witness,,M
HCM 1933,,Thomas Eseger de Ledbury,07ca64ee-6859-44c2-8f9c-57dc547ad9a3,Thomes Esgers,7d65c395-18e7-4354-b4a5-6f1e3363bece,,,Witness,,,,,,,Witness,,M
HCM 292,,Thomas Eseger de Ledbury,07ca64ee-6859-44c2-8f9c-57dc547ad9a3,Thomas Eseze: son of William Eseger,f3eab746-0fdc-4004-856c-86db979c59c5; 4a7e6639-31f8-4bc4-9c5c-56deda13abd0,son of William Eseger de Ledbury,"he grants lands and tenements|Thomas Eseger son of William Esegar|presum related to Adam Eseger|this document = his will, or related to it--though he appears to be not dead yet|formerly; different Thomas Eseger to the one in doc? or is he here alive but making out his own will?",Lease-holder,Lease-holder,,,Parent,,,Witness,,M
HCM 294,,Thomas Eseger de Ledbury,07ca64ee-6859-44c2-8f9c-57dc547ad9a3,Thomas Eseze: son of William Eseger,60c0e34d-9ad9-496d-823d-4749d0bfdf82,son of William Eseger de Ledbury,"counterpart of HCM 292; he grants lands and tenements|Thomas Eseger son of William Esegar|presum related to Adam Eseger|this document = his will, or related to it--though he appears to be not dead yet|formerly; different Thomas Eseger to the one in doc? or is he here alive but making out his own will?",Lease-holder,,,,,,,,,
RBLR 4501,,Thomas Fastolf,53645414-fc13-4f7f-8307-100918b59ee2,archidiacono Norwycensis,53645414-fc13-4f7f-8307-100918b59ee2,archdeacon of Norwich,1340–1347 (res.): Thomas Fastolf,Principal|Clerical|Office|Agent,Agent,TRUE,,Office,,Principal,,,M
HCM 690,,Thomas father of Adam,0230424a-9d5f-4c12-9b38-9aa692cd791e,"Thomas,",0230424a-9d5f-4c12-9b38-9aa692cd791e,father to Adam,"vicinity of Deweswalle; Thomas Atanasse, Thomas de la Barre, both in HCM 679, 682?;",Patronymic,,,TRUE,,,,,,M
HCM 2142,,Thomas Feure,69ed748c-a070-440d-8b6f-c8404899d39c,"Thomas Feure,",69ed748c-a070-440d-8b6f-c8404899d39c,magister,(magister),Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 4901,,Thomas Gesors,c8ca5dfe-72ba-47b8-b110-3ecee97027bb,Thomas Gesors,c8ca5dfe-72ba-47b8-b110-3ecee97027bb,,husband to unnamed wife,Principal,,,,,,Principal,,,M
RBLR 4901,,Thomas Gesors' wife,fb030a29-f3bb-4b39-b22e-e7f6c8ff32ef,his wife,fb030a29-f3bb-4b39-b22e-e7f6c8ff32ef,,unnamed|wife to Thomas Gesors,Principal|Woman|Office,,,,Office,,Principal,,,W
HCM 241,,Thomas Gibbes,60227f83-aa38-4cda-9bd7-7fb61c517fb4,Thomas Gibbes,60227f83-aa38-4cda-9bd7-7fb61c517fb4,,,Witness,,,,,,,Witness,,M
HCM 710,,Thomas Gibbes,60227f83-aa38-4cda-9bd7-7fb61c517fb4,Thomas Gibbe,2826d7e6-f442-49b8-9ce6-d94e72ca0d8f,husband to Matilda,,Principal,,,,,,Principal,,,M
HCM 1768,,Thomas Goch,78aff105-6b08-4472-8734-9effb44d0182,"Thomas Goch',",78aff105-6b08-4472-8734-9effb44d0182,,,Witness,,,,,,,Witness,,M
HCM 2839,,Thomas Griffyn,a8e8f424-67aa-4e4e-acf5-024b6b1a5d4f,Thomas Griffyn,a8e8f424-67aa-4e4e-acf5-024b6b1a5d4f,,provision to canonry of Hereford,Clerical|Principal,,TRUE,,,,Principal,,,M
HCM 2838,,Thomas Hakelute,e60641f2-a246-466d-bd7a-6875ec6e6dda,Thomas Hakelut',e60641f2-a246-466d-bd7a-6875ec6e6dda,,(magister)|canon of Wells,Clerical|Principal,,TRUE,,,,Principal,,,M
HCM 2854,,Thomas Hakelute,e60641f2-a246-466d-bd7a-6875ec6e6dda,"Thomas Hakelut, chancellor and a eanon of the said chapter,",d45c892a-f3cc-4e1b-bf67-1666324bef17,"chancellor and a eanon of the said chapter,","brother to Edmund Hakelut, sherrif of Hereford",Clerical,,TRUE,,,,,,,M
RBLR 4703,,Thomas Hakelute,e60641f2-a246-466d-bd7a-6875ec6e6dda,Thome Hakeluit,92c313b3-b4fe-4b27-bd37-dea84c5793b5,canon of Hereford,,Principal|Clerical|Adjudicator,Adjudicant,TRUE,,,,Principal,,,M
HCM 1376,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,"Thomas Hamond, apothecary and citizen of Hereford",c9f06c8d-421c-4a91-9cad-2c6981aec3f4,apothecary and citizen of Hereford,husband to Johanna,Principal,,,,,,Principal,,,M
HCM 1471,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,Thomas le Saltere of Hereford.,2b5aeb7f-1d1b-48c8-9257-41d5c04edd0d,"le Saltere (spicer, apothecary) of Hereford",,Principal,,,,,,Principal,,,M
HCM 746,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,Thomas called le spicer,aade227a-a4dd-4433-99fe-fc3321731e63,le Spicer,"(link to Thomas Hamond, later apothecary of Hereford?) cf Bartholomew le Spicer, apothecary",Lease-Holder,,,,,,,,,M
HCM 90,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,Thomas Hamound,8dc2d536-b0ed-458a-ade5-9e728d357b37,,,Witness,,,,,,,Witness,,M
HCM 946,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,Thomas Hamond,97215116-1886-4ef7-8760-503a0922a0be; c7f89768-14b7-4ae5-ac8b-6ca13f791151,,,Witness,,,,,,,Witness,,M
HCM 98,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,Thomas Hamond,a9a5c65b-d11a-4138-8743-ec2b8d9db61e,,,Witness,,,,,,,Witness,,M
HCM 99,,Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,thomas Hamond,f8ad4e60-4af6-4c82-b9c9-05e6721f5efa,,,Witness,,,,,,,Witness,,M
RBLR 3003,"RBLR 3003, HCM 2089",Thomas Hamond,c9f06c8d-421c-4a91-9cad-2c6981aec3f4,Thomas Hamund,534c270b-f56f-4019-bbb4-6ba285cc9c2f,citizen of Hereford,,Witness,,,,,,,,,
HCM 1073,,Thomas Helle,711437d6-6c78-45be-a2a9-0dbab6b3acd6,Thomas Helle,711437d6-6c78-45be-a2a9-0dbab6b3acd6,,,Witness,,,,,,,Witness,,M
HCM 1075,,Thomas Helle,711437d6-6c78-45be-a2a9-0dbab6b3acd6,"Thomas Helle,",652cf17c-f6f4-424c-b240-6d02bcd4de66,,,Witness,,,,,,,Witness,,M
HCM 125,,Thomas Helle,711437d6-6c78-45be-a2a9-0dbab6b3acd6,Thomas Helle,38588e83-343e-4b53-b16b-7e91c378f57b,,,Witness,,,,,,,Witness,,M
HCM 22,,Thomas Helle,711437d6-6c78-45be-a2a9-0dbab6b3acd6,Thomas Helle,f907cb7d-5c80-49c8-97b0-90cba4f7d63d,,,Witness,,,,,,,Witness,,M
HCM 1300,,Thomas Hervy,32e5efd0-d365-45b2-ac36-a354c3c2c15f,Thomes Heruy,32e5efd0-d365-45b2-ac36-a354c3c2c15f,,co exec with Walter de Coblynton for William de Blakemere,Principal|Agent,Agent,,,,,Principal,,,M
HCM 1434,,Thomas Hervy,32e5efd0-d365-45b2-ac36-a354c3c2c15f,Thomas Tervy,a24f6e81-289b-431a-a0a1-23d63fc3bf80,,,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 43,,Thomas Hervy,32e5efd0-d365-45b2-ac36-a354c3c2c15f,"Thomas Heruy, perpetual vicar of the same church",3e1915f0-13df-4481-a1a2-c93f66901f85,perpetual vicar of the same church,"ie Cathedral Church of Hereford|co-exec for Ranulph Evesham with Nicholas, vicar of St Kath|Robert, vicar of St John, and Hugh Blod, citizen of H",Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 1767,,Thomas Heyne,3a7ba75d-d576-4c56-af7a-d2d557dea646,Thomas Heyne,3a7ba75d-d576-4c56-af7a-d2d557dea646,,,Principal,,,,,,Principal,,,M
RBLR 2501,,Thomas Holbode of Wyndesore,ea9a655f-8723-41bc-89fd-07ca3fdc714d,"Thomas Holbode, de Wyndesore",ea9a655f-8723-41bc-89fd-07ca3fdc714d,de Wyndesore,going abroad in royal party,Principal|Agent,Agent,,,,,Principal,,,M
RBLR 2502,,Thomas Holbode of Wyndesore,ea9a655f-8723-41bc-89fd-07ca3fdc714d,Thomas Holbode of Wyndesore,9608edfb-9bd2-46aa-9da3-e1abcfdc9add,,going abroad in royal party,Principal|Agent,Agent,,,,,Principal,,,M
HCM 2819,,Thomas Horton,f945aba5-87ac-4922-af22-0b75eb7c5ba9,"abbot and convent of the monastery of St. Peter's, Gloucester",f945aba5-87ac-4922-af22-0b75eb7c5ba9,abbot of St Peter's Gloucester,,Principal|Clerical|Collective,,TRUE,,Office,,Principal,,,M
HCM 2819-em1,,Thomas Horton,f945aba5-87ac-4922-af22-0b75eb7c5ba9,"Thomas, abbot of the meme svar of St, Peter of  Gloucester, and the convent of the same place",bcd66713-dd04-4ada-b2ab-fc67dae3dcb3,abbot of St Peter's Gloucester,abbot 1351-1377,Principal|Clerical|Collective,,TRUE,,,,Principal,,,M
HCM 2819-em3,,Thomas Horton,f945aba5-87ac-4922-af22-0b75eb7c5ba9,"Thomas, abbot o Gloucester,",7a845df4-e4ee-4f1b-978d-059e2459fe84,abbot of St Peter's Gloucester,Abbot of St Peter's Gloucester,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2926,,Thomas Horton,f945aba5-87ac-4922-af22-0b75eb7c5ba9,"abbot and  convent St. Peter's, Gloucester,",0ef1d8d0-7939-4eaf-9b4a-99976c40500f,abbot of St Peter's Gloucester,,Clerical|Collective|Principal,,TRUE,,Office,,Principal,,,M
HCM 2926-em,,Thomas Horton,f945aba5-87ac-4922-af22-0b75eb7c5ba9,"abbot and convent St. Peter's, Gloucester",9c36c77a-5622-4e12-ac42-77da8d7669ca,abbot of St Peter's Gloucester,,Principal|Clerical|Collective,,TRUE,,Office,,Principal,,,M
HCM 1424,,Thomas Ingoldsthorpe,43c886c9-c542-4d6b-8730-99a664f8cf7d,"Thomas, bishop of Rochester",43c886c9-c542-4d6b-8730-99a664f8cf7d,bishop of Rochester 1283-1291,,Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 4502,,Thomas Joce,7a09cfc8-5476-48ac-a205-314614928b81,"Thoma Joce, domicello dicti patris, testibus ad premissa",7a09cfc8-5476-48ac-a205-314614928b81,"domicello dicti patris, testibus ad premissa",,Witness|Clerical,,TRUE,,,,,Witness,,M
HCM 770,,Thomas Jolle,7bb8c4ec-624f-4e30-b8f8-45fe31f875a1,"Thomas Jalle,",7bb8c4ec-624f-4e30-b8f8-45fe31f875a1,,,Witness,,,,,,,Witness,,M
HCM 1474,,Thomas Jones,091174ca-423b-46df-af65-a2cdebf1f287,"Thomas Jones, citizen of Hereford",091174ca-423b-46df-af65-a2cdebf1f287,citizen of Hereford,,Principal,,,,,,Principal,,,M
