ID,type,source,source_number,handlist_number,Label,date_text,date_notes,earliest_date,latest_date,NodeType
2957,letters of proxy,,,1817,RBLR 1817,1318.7.29,"",1318-07-29,"",Document
2958,letters of proxy,,,2106,RBLR 2106,1321.11.29,"",1321-11-29,"",Document
2959,letters of proxy,,,4401,RBLR 4401,1344.3.31,"",1344-03-31,"",Document
2960,letters of proxy,,,4404,RBLR 4404,1344.3.31,"",1344-03-31,"",Document
2961,letters of proxy,,,4602,RBLR 4602,1346.4.22,"",1346-04-22,"",Document
2962,letters of proxy,,,3403,RBLR 3403,1334.04.06,"",1334-04-06,"",Document
2963,letters of proxy,,,3705,RBLR 3705,"1337.7.28<, 1337.7.28<","",1337-07-28,unknown,Document
2964,letters of proxy,,,2203,RBLR 2203,1322.3.19,"",1322-03-19,"",Document
2965,letters of proxy,HCM,2595,,HCM 2595,"1309/10,  Tuesday next before the Feast of St. Edward,  king and martyr [March 17]","",1310-03-17,"",Document
2966,letters of proxy,HCM,2819-em2,,HCM 2819-em2,"1349,  any 10","",1349-05-10,"",Document
2967,letters of proxy,HCM,2819-em1,,HCM 2819-em1,"1352,  Wednesday next after the Feast of St. Martin,   Bishop and Confessor |i.e,  Nov. 14)","",1352-11-14,"",Document
2968,letters of proxy,HCM,1754,,HCM 1754,"1314,  5 Non. July [July 3].","",1314-07-03,"",Document
2969,letters of proxy,HCM,3010,,HCM 3010,"1324,  3 Kal. August | July 30.","",1324-07-30,"",Document
2970,letters of proxy,,,5004,RBLR 5004,1350.11.20,"","","",Document
2971,letters of proxy,HCM,2797,,HCM 2797,"1282,  5 Kal. December November 27","",1282-11-27,"",Document
2972,license for alienation,,,3704,RBLR 3704,1337.3.10,"",1337-03-10,"",Document
2973,license for alienation,HCM,2165-em,3001-em,RBLR 3001-em,"1327, November 5","",1327-11-05,"",Document
2974,license for alienation,,,3601,RBLR 3601,1336.4.15,"",1336-04-15,"",Document
2975,license for alienation,,,3602,RBLR 3602,1336.4.15,"",1336-04-15,"",Document
2976,license for alienation,,,3701,RBLR 3701,1337.1.12,"",1337-01-12,"",Document
2977,license for alienation,,,3703,RBLR 3703,1337.3.10,"",1337-03-10,"",Document
2978,license for alienation,,,3605,RBLR 3605,1336.12.23,"",1336-12-23,"",Document
2979,list of witnesses,,,0701,RBLR 0701,1307.11.13,"",1307-11-13,"",Document
2980,mandate,,,2107-em1,RBLR 2107-em1,1321.9.14,Lambeth = 18 kalends October = 1321.9.14,1321-09-14,"",Document
2981,mandate,,,2107-em2,RBLR 2107-em2,1321.11.23,Stepney = 17 kalends Dec i.e. 1321.11.23,1321-11-23,"",Document
2982,mandate,,,4407,RBLR 4407,1344.5.2,"",1344-05-02,"",Document
2983,mandate,HCM,1900,,HCM 1900,"1283,  Palm Sunday April 11","",1283-04-11,"",Document
2984,mandate,HCM,1809,,HCM 1809,"1287,  4 Kal. April [March 29]","",1287-03-29,"",Document
2985,mandate,HCM,2529,,HCM 2529,"1290,  Ides of December | December 13].","",1290-12-13,"",Document
2986,mandate,HCM,2658,,HCM 2658,"1302,  April 3.","",1302-04-03,"",Document
2987,mandate,HCM,2710-em,,HCM 2710-em,"Saturday next before Pein Sunday fi, e,  March 50],  1303","",1303-03-30,"",Document
2988,mandate,HCM,2091,,HCM 2091,"1303,  3 Kalends December November 29|.","",1303-11-29,"",Document
2989,mandate,HCM,1502,,HCM 1502,"1304,  3 Non. December December 3","",1304-12-03,"",Document
2990,mandate,HCM,2257,,HCM 2257,"1306, December 2","",1306-12-02,"",Document
2991,mandate,HCM,1599,,HCM 1599,"1307/8,  March 6.","",1308-03-06,"",Document
2992,mandate,HCM,1503,,HCM 1503,"1309,  4 Non. November [November 2]","",1309-11-02,"",Document
2993,mandate,HCM,1504-em,,HCM 1504-em,4 Nones November,"",1309-11-02,"",Document
2994,mandate,HCM,1504,,HCM 1504,"1309/10,  6 Ides January [January 8]","",1310-01-08,"",Document
2995,mandate,HCM,2674,,HCM 2674,"?1310,  November 12","",1310-11-12,"",Document
2996,mandate,HCM,1834-em,,HCM 1834-em,4 Kal. March 1312/13,"",1313-02-26,"",Document
2997,mandate,HCM,1834,,HCM 1834,"1313,  12 Kal. May [April 20]","",1313-04-20,"",Document
2998,mandate,HCM,1930,,HCM 1930,"1313,  October 7.","",1313-10-07,"",Document
2999,mandate,HCM,1507c,,HCM 1507c,"1316,  3 Non. May [May 5]","",1316-05-05,"",Document
3000,mandate,HCM,1065,,HCM 1065,"1316/7,  7 Ides January [January 7].","",1317-01-07,"",Document
3001,mandate,HCM,1854,,HCM 1854,"1317, June 10","",1317-06-10,"",Document
3002,mandate,HCM,2679,,HCM 2679,"1318, May 8","",1318-05-08,"",Document
3003,mandate,HCM,1924,,HCM 1924,"1318,  7 1a,  July duly 9.","",1318-07-09,"",Document
3004,mandate,,,1816,RBLR 1816,1318.7.18,"",1318-07-18,"",Document
3005,mandate,,,3006,RBLR 3006,1330.11.7,"",1330-11-07,"",Document
3006,mandate,HCM,1862,,HCM 1862,"1332,  September 20.","",1332-09-20,"",Document
3007,mandate,HCM,2250,,HCM 2250,"1334,  7 Kal. July June 25., 1334 March 16","",1334-03-16,"",Document
3008,mandate,,,3502,RBLR 3502,1335.12.1,"",1335-12-01,"",Document
3009,mandate,HCM,2143,,HCM 2143,"1337,  ides of July |July 15.","",1337-07-15,"",Document
3010,mandate,,,3902,RBLR 3902,1339.3.5,"",1339-03-05,"",Document
3011,mandate,HCM,2254,,HCM 2254,"1344, September 15","",1344-09-15,"",Document
3012,mandate,,,4501,RBLR 4501,1345.3.14,"",1345-03-14,"",Document
3013,mandate,HCM,3213,,HCM 3213,"1347,  June 30.","",1347-06-30,"",Document
3014,mandate,HCM,2839,,HCM 2839,"1355,  November 5.","",1355-11-05,"",Document
3015,mandate,,,5601,RBLR 5601,1356.11.10,"",1356-11-10,"",Document
3016,mandate,HCM,2926,,HCM 2926,"1359/60,  9 Kal,  March |February 22","",1360-02-22,"",Document
3017,mandate,,,4801,RBLR 4801,1348.1.19|1348.1.26 (xxvi° die Januarii),1348.1.26 = date of letter's reception at Finsbury,1348-01-19,"",Document
3018,mandate,HCM,2838,,HCM 2838,"1342/3,  January 9., 7 Id. Nov.,  1 Clement VI","",1343-01-09,"",Document
3019,mandate,HCM,2226,,HCM 2226,"1308,  Monday the morrow of the Feast of the Holy Trinity [June 10]","",1308-06-10,"",Document
3020,mandate,HCM,3003-em,,HCM 3003-em,"5 Ides May,  1324","",1324-05-11,"",Document
3021,mandate,HCM,1828,,HCM 1828,"?1292. (20 Ed. I. 7),  August 20.","",1292-08-20,"",Document
3022,mandate,HCM,1527,,HCM 1527,"1326,  post September 19",approx,1326-09-19,1326-12-31,Document
3023,mandate,HCM,2852,,HCM 2852,"1332, December 20","",1332-12-20,"",Document
3024,mandate,HCM,2855,,HCM 2855,"1357/B,  February &","",1358-02-08,"",Document
3025,mandate,HCM,1653,,HCM 1653,"1304,  5 Non, July fJuly 3.","",1304-07-03,"",Document
3026,mandate,HCM,2880,,HCM 2880,"1317, May 26","",1317-05-26,"",Document
3027,mandate,HCM,2780,,HCM 2780,"1361,  July 12.","",1361-07-12,"",Document
3028,mandate,,,4004,RBLR 4004,1340.5.14,"",1340-05-14,"",Document
3029,memorandum,HCM,2797-em3,,HCM 2797-em3,January,"",1275-01-31,"",Document
3030,memorandum,HCM,1507d,,HCM 1507d,"[1285,  December 21].","",1285-12-21,"",Document
3031,memorandum,HCM,2932c,,HCM 2932c,"1285,  the Feast of St. Thomas the Apostle [December 21].","",1285-12-21,"",Document
3032,memorandum,HCM,2947f,,HCM 2947f,"[1285,  December 21].","",1285-12-21,"",Document
3033,memorandum,HCM,1157,,HCM 1157,"1285/6,  Mondey next after| the Feast of the Purification of the Blessed Mary February 4","",1286-02-04,"",Document
3034,memorandum,HCM,2817,,HCM 2817,"1286,  Tuesday next after F,   of St,  Peter af Vinowls. hug.","",1286-08-06,"",Document
3035,memorandum,HCM,2316,,HCM 2316,"1287/8,  Monday next after the Feast of the Purification of the Virgin Mary | February 9]","",1288-02-09,"",Document
3036,memorandum,HCM,1684,,HCM 1684,"probably 1288., dey before the Ides of September in the year 1288","",1288-09-11,"",Document
3037,memorandum,HCM,1418,,HCM 1418,"1293,  April 1.","",1293-04-01,"",Document
3038,memorandum,HCM,2079,,HCM 2079,"1298,  Wednesday the Vigil of Saints Phillip ,   ond James the Apostles i April 30]","",1298-04-29,"",Document
3039,memorandum,HCM,2582,,HCM 2582,"1305,  Saturday next after the Feast of St. Michael [Oct. 2].","",1305-10-02,"",Document
3040,memorandum,HCM,2996,,HCM 2996,"1317,  December 21.","",1317-12-21,"",Document
3041,memorandum,,,1815,RBLR 1815,1318.6.3,"",1318-06-03,"",Document
3042,memorandum,HCM,2187,,HCM 2187,"1324,  wonday next before the Feast of St. Keneln [July 16).","",1324-07-16,"",Document
3043,memorandum,HCM,2885,,HCM 2885,"1324,  Tuesday next after the Feast of &t. Bartholomew ,  August 28].","",1324-08-28,"",Document
3044,memorandum,,,3105,RBLR 3105,1331.6.21,"",1331-06-21,"",Document
3045,memorandum,HCM,1729,,HCM 1729,"1333,  eens sere after the Feast of the %  Apostles Philip end James [May 2","",1333-05-02,"",Document
3046,memorandum,HCM,1510,,HCM 1510,"1338,  14 Kal. September August 19.","",1338-08-19,"",Document
3047,memorandum,,,3903,RBLR 3903,1339.4.24,Direction to enact mandate received day prior;,1339-04-24,"",Document
3048,memorandum,HCM,1378,4503,RBLR 4503,1345.7.18<,"",1345-07-18,"",Document
3049,memorandum,HCM,1928,,HCM 1928,11347,"",1347-01-01,1347-12-31,Document
3050,memorandum,HCM,2453,,HCM 2453,"1355,  Oetober 16.","",1355-10-16,"",Document
3051,memorandum,HCM,2854,,HCM 2854,1357 the Feast of St. James the ‘poctie toaly 25),approx,1357-07-25,1357-12-31,Document
3052,notarial instrument,HCM,1414,,HCM 1414,"1282,  August 31.","",1282-08-31,"",Document
3053,notarial instrument,HCM,1827,,HCM 1827,"1282, November 12","",1282-11-12,"",Document
3054,notarial instrument,HCM,1414a,,HCM 1414a,"1282,  Thursday,  December 3.","",1282-12-03,"",Document
3055,notarial instrument,HCM,2129,,HCM 2129,"1283,  =e on which Jetare Jerusalem is sung |March 26].","",1283-03-26,"",Document
3056,notarial instrument,HCM,764,,HCM 764,"1290,  September 1.","",1290-09-01,"",Document
3057,notarial instrument,HCM,769,,HCM 769,"1290/1,  Monday,  January 8.","",1291-01-08,"",Document
3058,notarial instrument,HCM,2222,,HCM 2222,"","",1303-07-30,"",Document
3059,notarial instrument,HCM,1855,,HCM 1855,"1303, October 4","",1303-10-04,"",Document
3060,notarial instrument,HCM,1417,,HCM 1417,"1305,  7 Kal. November [October 26]","",1305-10-26,"",Document
3061,notarial instrument,HCM,3162,,HCM 3162,"1306,  3 Ides May [May 13].","",1306-05-13,"",Document
3062,notarial instrument,HCM,2871,,HCM 2871,"1306/7,  5 Id. Feb. [Feb. 9]","",1307-02-09,"",Document
3063,notarial instrument,HCM,1851,,HCM 1851,"1308, July 1","",1308-07-01,"",Document
3064,notarial instrument,HCM,2159,,HCM 2159,"1309, October 2","",1309-10-02,"",Document
3065,notarial instrument,HCM,1077,,HCM 1077,"1309, November 2","",1309-11-02,"",Document
3066,notarial instrument,HCM,758,,HCM 758,"1314, May 30","",1314-05-30,"",Document
3067,notarial instrument,HCM,3155,,HCM 3155,"1314, June 5","cf HCM 758 (another NI by Hugh de T RE Wm Knapeton, at HC); for follow up, see HRS p. 513-14 (dated Bosbury, non. Junii [5 June], 1316) which records D&C's report to Bp (dated Hereford Chapterhouse, 7 ides June [7 June], 1316) on this matter ",1314-06-05,"",Document
3068,notarial instrument,HCM,3165,,HCM 3165,"1317, December 6","",1317-12-06,"",Document
3069,notarial instrument,HCM,3001,,HCM 3001,"1317/8,  February 12.","",1318-02-12,"",Document
3070,notarial instrument,HCM,715,,HCM 715,"1317/8,  February 26","",1318-02-26,"",Document
3071,notarial instrument,HCM,3009,,HCM 3009,"1318,  December 31, 5 Kal,  January bie",approx,1318-12-31,"",Document
3072,notarial instrument,HCM,3013,,HCM 3013,"1319,  April 25.","",1319-04-25,"",Document
3073,notarial instrument,HCM,2994,,HCM 2994,"1319, April 30","",1319-04-30,"",Document
3074,notarial instrument,HCM,1445,,HCM 1445,"1520,  September 3.","",1320-09-03,"",Document
3075,notarial instrument,HCM,3014,,HCM 3014,"1322,  April 7.","",1322-04-07,"",Document
3076,notarial instrument,HCM,3007,,HCM 3007,"1322,  April 23.","",1322-04-23,"",Document
3077,notarial instrument,HCM,770,,HCM 770,"1322,  August 245 Fi","",1322-08-24,"",Document
3078,notarial instrument,HCM,1816,,HCM 1816,"1324,  June l","",1324-06-01,"",Document
3079,notarial instrument,HCM,2998,,HCM 2998,"1324,  June l","",1324-06-01,"",Document
3080,notarial instrument,HCM,2997,,HCM 2997,"1324,  July 17.","",1324-07-17,"",Document
3081,notarial instrument,HCM,3006,,HCM 3006,"1324,  July 17.","",1324-07-17,"",Document
3082,notarial instrument,HCM,3012,,HCM 3012,"1324,  August 256","",1324-08-25,"",Document
3083,notarial instrument,HCM,3154,,HCM 3154,"1324,  August 25.","",1324-08-25,"",Document
3084,notarial instrument,HCM,2136,,HCM 2136,"1335/6,  9 Kalends of March February 22.","",1336-02-22,"",Document
3085,notarial instrument,HCM,2141,,HCM 2141,"Post 1335/6,  6 Kalenis of March i February 25.","exact date, earliest year",1336-02-25,"",Document
3086,notarial instrument,HCM,2142,,HCM 2142,"1337,  Kalends of July July 1.","",1337-07-01,"",Document
3087,notarial instrument,HCM,1337,,HCM 1337,"1338, June 3","",1338-06-03,"",Document
3088,notarial instrument,HCM,1069,4003,RBLR 4003,1340.4.15,"",1340-04-15,"",Document
3089,notarial instrument,HCM,1496,,HCM 1496,"1340,  May 29.","",1340-05-29,"",Document
3090,notarial instrument,HCM,1070,4201,RBLR 4201,1342.4.5,"",1342-04-05,"",Document
3091,notarial instrument,HCM,3163,4202,RBLR 4202,1342.4.9,"",1342-04-09,"",Document
3092,notarial instrument,HCM,1071,4203,RBLR 4203,1342.4.14,"",1342-04-14,"",Document
3093,notarial instrument,HCM,2467,,HCM 2467,"1 344,  September 21.","",1344-09-21,"",Document
3094,notarial instrument,HCM,2077,,HCM 2077,"1346, July 29","",1346-07-29,"",Document
3095,notarial instrument,HCM,1925,4701,RBLR 4701,1347.[1.8],"",1347-01-08,"",Document
3096,notarial instrument,HCM,1072,4702,RBLR 4702,1347.1.8,"",1347-01-08,"",Document
3097,notarial instrument,HCM,3191,4704,RBLR 4704,1347.6.5,"",1347-06-05,"",Document
3098,notarial instrument,HCM,2915,,HCM 2915,"1347,  July 29.","",1347-07-29,"",Document
3099,notarial instrument,HCM,2927,4705,RBLR 4705,1347.11.16,"",1347-11-16,"",Document
3100,notarial instrument,HCM,3158,,HCM 3158,"1348/9,  March 16.","",1349-03-16,"",Document
3101,notarial instrument,HCM,2819,,HCM 2819,"1352/3,  January 19","",1353-01-19,"",Document
3102,notes of events,HCM,1506,,HCM 1506,[circa 1309].,approx,1309-01-01,1309-12-31,Document
3103,notices,HCM,3214,,HCM 3214,Post 1320,approx,1321-01-01,unknown,Document
3104,notification,HCM,2217,,HCM 2217,"1308,  5 Kalends of January [December 28]","",1308-12-28,"",Document
3105,notification,HCM,565,,HCM 565,"1321, September 4","",1321-09-04,"",Document
3106,notification,HCM,2140,,HCM 2140,"1335,  8 Ides of May iMay 8].","",1335-05-08,"",Document
3107,notification,HCM,2137,,HCM 2137,"1335,  December 8.","",1335-12-08,"",Document
3108,notification,HCM,2111,,HCM 2111,"1359, July 4","",1359-07-04,"",Document
3109,ordinance,HCM,772,,HCM 772,"1297/8; the morrow of the Feast of St. Mathias,  the apostle | February 25].","",1298-02-25,"",Document
3110,ordinance,HCM,3202,,HCM 3202,"1329/30,  March 6.","",1330-03-06,"",Document
3111,ordinance,HCM,1817,,HCM 1817,"1530,  April 10.","",1330-04-10,"",Document
3112,ordinance,HCM,2087,3202,RBLR 3202,1332.3.26,"",1332-03-26,"",Document
3113,ordinance,HCM,491,,HCM 491,"1334,  July 12.","",1334-07-12,"",Document
3114,ordinance,,,3002,RBLR 3002,1330.4.10,"",1330-04-10,"",Document
3115,ordinance,HCM,2164,,HCM 2164,"1331,  July 22.","",1331-07-22,"",Document
3116,ordinance,HCM,2386,,HCM 2386,"1356,  April 23.","",1356-04-23,"",Document
3117,ordinance,HCM,1826,,HCM 1826,"1301,  6 Id. October | October 10","",1301-10-10,"",Document
3118,probate,HCM,2883,,HCM 2883,"1519/20,  Thursday,  the Feast of St * — Guthbert {sic}‘itarch 20]., ash Wednesday,  1319/20","",1320-03-20,"",Document
3119,probate,,,1744,RBLR 1744,1317.10.17-24,1317 Oct 24,1317-10-17,1317-10-24,Document
3120,profession,,,3204-em3,RBLR 3204-em3,19th day of the same month and year,"",1332-07-19,"",Document
3121,provision,,,2602,RBLR 2602,1326.11.16,"",1326-11-16,"",Document
3122,provision,,,4302,RBLR 4302,1343.6.19,"",1343-06-19,"",Document
3123,provision,,,1903,RBLR 1903,1319.4.26,"",1319-04-26,"",Document
3124,provision,,,4301,RBLR 4301,1343.6.19,"",1343-06-19,"",Document
3125,provision,,,1904,RBLR 1904,1319.5.4,"",1319-05-04,"",Document
3126,provision,HCM,2133,,HCM 2133,"1286,  laseon 24","",1286-03-24,"",Document
3127,provision,HCM,1721,,HCM 1721,"1337/8,  3 Kal,  March February 27|","",1338-02-27,"",Document
3128,provision,,,4803,RBLR 4803,1348.4.7,"",1348-04-07,"",Document
3129,provision,,,1801,RBLR 1801,1318.2.2,"",1318-02-02,"",Document
3130,provision,,,1803,RBLR 1803,1318.2.13,"",1318-02-13,"",Document
3131,quitclaim,HCM,1815,,HCM 1815,Late 13th. century,approx,1275-01-01,1300-12-31,Document
3132,quitclaim,HCM,75,,HCM 75,Late 13th. century,approx,1275-01-01,1300-12-31,Document
3133,quitclaim,HCM,2132,,HCM 2132,"1283,  Thursday next after the Feast of St. Fides the Virgin and martyr Metober 7]","",1283-10-07,"",Document
3134,quitclaim,HCM,2134,,HCM 2134,"1285/6,  the Vigil of the Amunciation of ,   the Virgin Mary |March 24]","",1286-03-24,"",Document
3135,quitclaim,HCM,1646,,HCM 1646,"1303,  the Feast of the Apostles Peter ,   and Paul jJune 291.","",1303-06-29,"",Document
3136,quitclaim,HCM,945,,HCM 945,"1503,  Wednesday the rie os of the Feast of the Assumption of the Virgin Mary {August 14)","",1303-08-14,"",Document
3137,quitclaim,HCM,1702,,HCM 1702,"1504,  April 15.","",1304-04-15,"",Document
3138,quitclaim,HCM,946,,HCM 946,"1305,  Tuesday next after the Feast of the Ascension of our Lord [June 1].","",1305-06-01,"",Document
3139,quitclaim,HCM,1733,0907,RBLR 0907,1309.12.6,"",1309-12-06,"",Document
3140,quitclaim,HCM,1657,,HCM 1657,"1310/11,  Saturday next before the Feast of the Conversion of St. Paul the Apostle [January 23]","",1311-01-23,"",Document
3141,quitclaim,HCM,1658,,HCM 1658,"1315/6,  January 18","",1316-01-18,"",Document
3142,quitclaim,HCM,1720,,HCM 1720,"1320/1,  Sunday,  the vigil of the Feast | of the reo of the blessed Virgin Mary (February 1","",1321-02-01,"",Document
3143,quitclaim,HCM,2097,,HCM 2097,"1320/1,  Sunday next after the Feast of the Purification of the Virgin Mary |February 8","",1321-02-08,"",Document
3144,quitclaim,HCM,1799,,HCM 1799,"1326,  Monday next after the Feast of St. John ante portem latinam (May 12).","",1326-05-12,"",Document
3145,quitclaim,HCM,409,,HCM 409,"1327,  Monday the Feast of the Passion of tie Apostles Peter and Paul (June 29]","",1327-06-29,"",Document
3146,quitclaim,HCM,1803,,HCM 1803,"1332/3,  Cotuantay went ter the Feast ,   of St. Gregory the Pope |March 17].","",1333-03-17,"",Document
3147,quitclaim,HCM,2095,,HCM 2095,"1342/3,  Sunday next after the Feast of St. Gregory the Pope [March 16]","",1343-03-16,"",Document
3148,quitclaim,HCM,1687,,HCM 1687,"1346,  Wednesday,  the Feast of St. John the Evoengelist (December 27)","",1346-12-27,"",Document
3149,quitclaim,,,1906,RBLR 1906,1319.5.6,"",1319-05-06,"",Document
3150,quitclaim,,,1802,RBLR 1802,1318.2.6,"",1318-02-06,"",Document
3151,quittance,,,2603,RBLR 2603,1326.11.17,cf RBLR 2801-em,1326-11-17,"",Document
3152,quittance,HCM,64,,HCM 64,"1333,  August 23.","",1333-08-23,"",Document
3153,quittance,,,4808,RBLR 4808,1348.7.6,"",1348-07-06,"",Document
3154,quittance,,,4810,RBLR 4810,1348.12.1 [*],"",1348-12-01,"",Document
3155,quittance,,,2101,RBLR 2101,1321.2.1,"",1321-02-01,"",Document
3156,quittance,HCM,1434,,HCM 1434,1323s Saturday next after the feast o f Saint Qionysius [October 1$],"",1323-10-15,"",Document
3157,quittance,,,2202,RBLR 2202,1322.3.19,"",1322-03-19,"",Document
3158,quittance,HCM,2565,,HCM 2565,"1302,  Tuesday next after the Quindene of Easter [May 3].","",1302-05-03,"",Document
3159,quittance,HCM,2215,,HCM 2215,"1294, August 28","",1294-08-28,"",Document
3160,quittance,HCM,2539,,HCM 2539,"1295,  Monday next after the Octave of the Trinity June 6)","",1295-06-06,"",Document
3161,quittance,HCM,2652,,HCM 2652,"1296,  Monday next after the Feast of | the Invention of the Holy Cross {May 7].","",1296-05-07,"",Document
3162,quittance,HCM,2744,,HCM 2744,"1296,  the day after the Feast of St. Clement |Nov. 24)","",1296-11-24,"",Document
3163,quittance,HCM,2543,,HCM 2543,"1297,  seereet the day after the Feast of the Invention of the Holy Crogs {May 4","",1297-05-04,"",Document
3164,quittance,HCM,2544,,HCM 2544,"1297,  Tuesday on the morrow of St. John ante vortem Jatinam iMey 7).","",1297-05-07,"",Document
3165,quittance,HCM,2545,,HCM 2545,"1297,  Saturdey next sfter the Feast of St. John ante vortem Latinam LMay 11j","",1297-05-11,"",Document
3166,quittance,HCM,2701,,HCM 2701,"1297,  Thursday,  the day efter the Feast of the Sevén Brothers Mortyrs (July 22]","",1297-07-22,"",Document
3167,quittance,HCM,2702,,HCM 2702,"1297,  Friday next before the Feast of the Nativity of the Blessed ,  Virgin] Mary LSept. 6]","",1297-09-06,"",Document
3168,quittance,HCM,2546,,HCM 2546,"1297,  Gaturday next before the Feast of the Nativity of the Blessed Mary Sept. 7","",1297-09-07,"",Document
3169,quittance,HCM,2547,,HCM 2547,"1297,  the Feast of Ste Luke the Evangelist LOct. 18).","",1297-10-18,"",Document
3170,quittance,HCM,2654,,HCM 2654,"1298,  in the Feast of St. luke the ,   Evangelist .Oct. 18].","",1298-10-11,"",Document
3171,quittance,HCM,2703,,HCM 2703,"1299,  Sunday,  the day after the Feast of Ste Mark the Evangelist | April 26].","",1299-04-26,"",Document
3172,quittance,HCM,2554,,HCM 2554,"1299,  Saturday next after the Feast of St. Monysius { October 10].","",1299-10-10,"",Document
3173,quittance,HCM,2745,,HCM 2745,"1299,  Sunday next after the Feast of St Sionysius LOct. 11].","",1299-10-11,"",Document
3174,quittance,HCM,2556,,HCM 2556,"1299,  in the Feast of St. Iuke the Evangelist | October 15].","",1299-10-15,"",Document
3175,quittance,HCM,2559,,HCM 2559,"1300,  Saturday,  on the morrow of the Feast of st. John the Baptist (June 25]","",1300-06-25,"",Document
3176,quittance,HCM,2560,,HCM 2560,"1300,  Monday,  the day after the Teast of ste Romanus,  bishop October 24]","",1300-10-24,"",Document
3177,quittance,HCM,2561,,HCM 2561,"1300/1,  Jane 20","",1301-01-20,"",Document
3178,quittance,HCM,2704,,HCM 2704,"1300/1,  the day before the Ides of February | Feb. 12].","",1301-02-12,"",Document
3179,quittance,HCM,2562,,HCM 2562,"1301,  Monday next before the Yeast of St. Guthlac | April 10}","",1301-04-10,"",Document
3180,quittance,HCM,2747,,HCM 2747,"1301,  the day after the Feast of St. Leodegar LOcte 3].","",1301-10-03,"",Document
3181,quittance,HCM,2869,,HCM 2869,"1301,  Tuesday,  the day after the Feast of St. Leodegar (Oct. 3].","",1301-10-03,"",Document
3182,quittance,HCM,2569,,HCM 2569,"1302,  cireg March 25.",approx,1302-03-25,"",Document
3183,quittance,HCM,2705,,HCM 2705,"1302,  Sunday next after the Feast of the Invention of the Holy Cross | May 6]","",1302-05-06,"",Document
3184,quittance,HCM,2564,,HCM 2564,"1302,  Tyeptag next after the Quindene of Raster (May 8).","",1302-05-08,"",Document
3185,quittance,HCM,2566,,HCM 2566,"1302,  Tuesday next after the Feast of st. Swithin |July 3]","",1302-07-03,"",Document
3186,quittance,HCM,2567,,HCM 2567,"1302,  the day after the Feast of St. Matthew the Apostle | September 22","",1302-09-22,"",Document
3187,quittance,HCM,2746,,HCM 2746,"1302,  Saturday,  the Feast of St. Jerome Sept. 30","",1302-09-30,"",Document
3188,quittance,HCM,2568,,HCM 2568,"1302,  Oetober","",1302-10-01,1302-10-31,Document
3189,quittance,HCM,2706,,HCM 2706,1902 the day after the Feast of St. .   D nysius LOecte 10j,"",1302-10-10,"",Document
3190,quittance,HCM,2659,,HCM 2659,"1302,  in the Feast of Simon and Judas : the Apostles LOct. 28)","",1302-10-28,"",Document
3191,quittance,HCM,2572,,HCM 2572,"1303,  Monday next after the Feast of the Annunciation | April 1].","",1303-04-01,"",Document
3192,quittance,HCM,2707,,HCM 2707,"1503,  Saturday next before the Feast of Philip and James the Apostles |April 27].","",1303-04-27,"",Document
3193,quittance,HCM,2573,,HCM 2573,"1503,  Saturday,  on the morrow of the .   . Invention of the Holy Cross [May 4]","",1303-05-04,"",Document
3194,quittance,HCM,2708,,HCM 2708,"1303, July 10","",1303-07-10,"",Document
3195,quittance,HCM,2574,,HCM 2574,"1303,  Saturday,  the Feast of St. .   Wilfrid,  bishop [Oet. 12|","",1303-10-12,"",Document
3196,quittance,HCM,2709,,HCM 2709,"1303,  Sunday,  the day after the |  Yeast of St. Preteseida (Oct,  20","",1303-10-20,"",Document
3197,quittance,HCM,2575,,HCM 2575,"1303/4,  Sunday within the Octave of Bpiphany {January 12)","",1304-01-12,"",Document
3198,quittance,HCM,2577,,HCM 2577,"1304,  Saturday next before the Feast of St. George,  martyr [April 18","",1304-04-18,"",Document
3199,quittance,HCM,2662,,HCM 2662,"1304,  the Feast of St. James the ,   Apostle fouiy 25/6","",1304-07-25,"",Document
3200,quittance,HCM,2711,,HCM 2711,"13: Satur after the Feast ,   . of st,  itichael. foot. 3].","",1304-10-03,"",Document
3201,quittance,HCM,2576,,HCM 2576,"","",1304-05-13,,Document
3202,quittance,HCM,2664,,HCM 2664,"1305,  2 Kal. April [March 31]","",1305-03-31,"",Document
3203,quittance,HCM,2580,,HCM 2580,"1305,  in the Feast of Ste Bartholomew the Apostle [August 24]","",1305-08-24,"",Document
3204,quittance,HCM,2581,,HCM 2581,"1305,  in the Feast of St. Michael [September 29]","",1305-09-29,"",Document
3205,quittance,HCM,2712,,HCM 2712,1305 the Feast of St. Faith the Virgin [Oct. 6].,"",1305-10-06,"",Document
3206,quittance,HCM,2666,,HCM 2666,"1305,  in the Feast of St. Dionysius [Oct. 9].","",1305-10-09,"",Document
3207,quittance,HCM,2713,,HCM 2713,"1306,  Tuesday next after the Feats of the Annunciation [March 29]","",1306-03-29,"",Document
3208,quittance,HCM,2668,,HCM 2668,"1306, April",approx,1306-04-01,1306-04-30,Document
3209,quittance,HCM,2714,,HCM 2714,"1306,  Thursday next after the Feast of St. Mark [April 28].","",1306-04-28,"",Document
3210,quittance,HCM,2669,,HCM 2669,"1306,  Sunday next before the Feast of St. Ethelbert,  king and martyr [May 15]","",1306-05-15,"",Document
3211,quittance,HCM,2583,,HCM 2583,"1306,  Friday next before the Feast of St. Barnabas the Apostle [June 10]","",1306-06-10,"",Document
