Document Number,Normalized text,QUOTE_TRANSCRIPTION,Alternate Numbering,UUID,Person ID,Supplemental naming,COMMENTS,TAGS,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 496,Roger de Ledebury,"Roger de Ledebur',",,0ebeb77c-b2b3-41d3-92a3-c89718739639,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,,,Witness,,,,,,,Witness,,M
HCM 496,Walter de Worcester,"Walter de wircestr',",,af16b2ca-5482-4062-a8f3-2d19a23ffa96,af16b2ca-5482-4062-a8f3-2d19a23ffa96,,Worcester,Witness,,,,,,,Witness,,M
HCM 496,Nicholas Stevenes,Nicholas Steuenes,,69e4cdab-16b6-4703-95fd-f1e24129597c,c4e68292-31c2-4abd-9a1d-3cf3dceaabf0,,,Witness,,,,,,,Witness,,M
HCM 496,Thomas Thebaud,"Thomas Tebaud, bailiff of the bishop of Hereford",,006f6db2-b2c8-492e-aa4a-fc0f0865fbb8,c7087d8b-f1e5-4664-896f-df122f179472,bailiff of the bishop of Hereford,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 496,Richard atte Barre,Richard atte —,,d4e43aa2-8d20-4918-8085-6d6e4baee5d9,d4e43aa2-8d20-4918-8085-6d6e4baee5d9,,Richard atte Barre,Witness,,,,,,,Witness,,M
HCM 497,Henry de St Albans,ed de Sancto Albano,,14134dbb-2a89-4b77-819f-cc0bd5680869,14134dbb-2a89-4b77-819f-cc0bd5680869,,Henry de Sancto Albano|formerly,Neighbor,Neighbor,,,,,,,,M
HCM 497,Bartholomew le Spicer,"Bartholomewle especer, bailiff to the said prior,",,a82314b3-f376-41c3-91eb-da09011cc6f5,1ff1abc6-e1a7-43f7-9391-15e8c95f8388,"bailiff to the said prior,",ie prior of St Guthlac,Witness|Agent,Agent,,,,,,Witness,,M
HCM 497,prior of St Guthlac’s Hereford,prior of St. Cutlac of Hereford,,f4890eb7-d47d-4984-9f4c-6cf3f344e17f,28acabd2-836a-4803-a397-33e5d3221c43,prior of St Guthlac’s Hereford,,Lease-holder|Office|Clerical,Lease-holder,True,,Office,,,,,M
HCM 497,John de la Hulle de Werham,John de la Hulle,,28cb1f2b-e6ea-40b3-84df-56fe958d5f42,477a4040-4601-4f71-8f27-b6d1aa2c298c,,,Witness,,,,,,,Witness,,M
HCM 497,Miles de Monnington,Miles de Moniton',,4e13479b-15e0-4502-8569-b6ab042caf7e,4e13479b-15e0-4502-8569-b6ab042caf7e,father to Henry,,Patronymic,,,True,,,,,,M
HCM 497,Roger Penk,"Roger Penk',",,63819f70-2bd8-4ffa-a9cb-5a0ed49ae175,620d776e-ee05-4e28-a0f2-5c3be5ccb9a7,,,Witness,,,,,,,Witness,,M
HCM 497,John de Stretton II,"John son of John de Stretton', clerk",,b257872e-a7e6-4878-a3ef-0ae70e26fd09,8651ba2a-2e9e-438d-a0db-dadf4255670d,clerk,son of John de Stretton,Principal|Clerical,,True,,Parent,,Principal,,,M
HCM 497,John le Gaunter,John le Geunter,,88c25b41-46cc-473b-b794-ea8fb2834d91,88c25b41-46cc-473b-b794-ea8fb2834d91,,Grauntor? Glover?,Witness,,,,,,,Witness,,M
HCM 497,Robert de Dyk I,Robert de Dyk’,,4a8f908c-ec26-4c64-af08-1c498b66af54,97f0a5c1-e070-4f86-868d-0e573a39fc4f,,,Witness,,,,,,,Witness,,M
HCM 497,John de la Barewe,John de la barue,,abc4dd55-6d70-4c6d-a3c6-0ccd9a9fef48,9f198569-1a34-4d35-835d-0b7dea068a59,,,Witness,,,,,,,Witness,,M
HCM 497,John de Stretton I,"John de Stretton',",,d02c2e3d-df3f-4ce2-885d-afce9e16717b,a086b45e-402b-4341-a9a1-e1340e817f8a,,"father to John, clerk",Patronymic,,,True,,,,,,M
HCM 497,William Hamelyn,William Hamelyn,,66b3a370-51a0-4cb3-b640-6d5fd4a3ae10,b58b2749-de50-45c6-891e-956710e65ab3,,,Witness,,,,,,,Witness,,M
HCM 497,dean and chapter of Hereford,cathedral church,,259795ec-21c8-41fc-868c-cda4d8b9fb9c,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Neighbor|Clerical|Collective,Neighbor,True,,Collective,,,,,M
HCM 497,Hugh le Folur,"Hugh le Folur, clerk.",,d6401821-fcc8-414b-8331-9101434de5d9,d6401821-fcc8-414b-8331-9101434de5d9,clerk,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 497,Richard de Ledbury I,Richard de Ledebury,,f6fb282a-0def-4249-9622-fd816dcd0ba8,d9fa20bd-2e31-4477-b5b6-cd8a8c071f3d,,,Witness,,,,,,,Witness,,M
HCM 497,Henry de Monnington,Henry son of Miles de Moniton',,de5edd63-0fe6-40f9-bceb-db58dc31652a,de5edd63-0fe6-40f9-bceb-db58dc31652a,,son of Miles de Moniton,Lease-holder,Lease-holder,,,Parent,,,,,M
HCM 497,Thomas le Combare,Thomas le Combare.,,f05c2ac3-c6d2-4790-a0ac-5a061d34b634,f05c2ac3-c6d2-4790-a0ac-5a061d34b634,,,Neighbor,Neighbor,,,,,,,,M
HCM 497,Thomas de Leominster,Thomas de Leominstria.,,5e318acf-e647-4db0-84ec-df16d064f9fd,f3423ca0-7ddd-4363-8d2b-4426e1239a79,,,Principal,,,,,,Principal,,,M
HCM 5,John le Shipward,John le Sypward,,ff36ac91-ec5f-4cb6-93bf-55232b513c8e,07c8ef19-f64d-49b5-a866-f11cf059f1ae,,,Witness,,,,,,,Witness,,M
HCM 5,William the Young de Fostone,"William, chaplein, celled the young (iivenis)",,249e93ee-2e32-44d6-8efa-e227174114ce,0934414c-edea-4554-bf76-dc141f3d2e5c,"chaplein, celled the young (iivenis)",,Principal|Clerical,,True,,,,Principal,,,M
HCM 5,Bartholomew le Spicer,Bart!olomew the apothecary (apothecarius),,13909cfd-2f29-4efd-bc05-213325995a4c,1ff1abc6-e1a7-43f7-9391-15e8c95f8388,,,Witness,,,,,,,Witness,,M
HCM 5,Adam the Clerk,Adam the clerk,,78c4b1d3-a010-4ecd-b97e-5fb2afe665de,2afad09d-36ef-4ba8-94ce-2bc0d48b0d96,,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 5,Adam nephew of Richard Hertford archdeacon of Hereford,"Adam, nephew of dominus hichard, arehdescon or Hereford",,33c95284-da6b-4878-a980-0ba526b3d93f,3b0e8457-7637-4445-aded-a39c14a7e50e,nephew of Richard Hertford archdeacon of Hereford,,Witness,,,,,,,Witness,,M
HCM 5,Philip Howell,Phillip Howell',,5183ee15-e430-4bbf-aae8-033f0421421c,3d5be2ba-6586-4534-890c-54f487f3c8ee,,,Witness,,,,,,,Witness,,M
HCM 5,John le Barn,John le barn,,5bb93cf2-b0f0-4bdf-9dd3-fc407af0f2ba,a0a1c66f-f715-4aa7-8297-b79013621aa7,,Breinton doc; distinct from John le Child (Tugford Shrops.),Witness,,,,,,,Witness,,M
HCM 5,Nicholas de la Calewe,Nieholas de la Unlewe,,2cc171a2-b5c5-41d8-a8a6-b74747864378,a6bd15db-2d3d-4cc5-a506-7a5f3266c887,,"Nicholas de la Calewe, per doc check",Principal,,,,,,Principal,,,M
HCM 5,Richard de Hertford,"hichard, arehdescon or Hereford",,c135889b-7bc2-4211-a991-e9142965ed0f,bb50805b-81a0-4b6e-9041-b14824d888d0,arehdescon or Hereford,"Richard [Hertford], Archdeacon of Hereford",Clerical|Patronymic,,True,True,,,,,,M
HCM 5,dean and chapter of Hereford,dean and chapter of Hereford,,8589f2d6-634b-4544-a049-2ad6189669aa,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Neighbor|Clerical|Collective,Neighbor,True,,Collective,,,,,M
HCM 5,Emma le Norreys,Emma le Noreys,,791b49d0-8ea0-4a54-8514-7bad301a50d2,efab5942-f964-4618-94dc-63088c5995ec,,land in Breynton,Neighbor|Woman,Neighbor,,,,,,,,W
HCM 50,John de Whiteneye,"John de Wyteneye, chaplain",,82467a1c-f099-4aaf-a386-3071b0769709,065ab62d-d109-4135-a2bc-fbbc85091ed7,chaplain,,Witness|Clerical|Scribe,,True,,,Scribe,,Witness,,M
HCM 50,Giles le Dyere,"Giles, tintor",,c09b7ac0-d421-4be8-bb96-f0725eb4b53f; 0d69ae9a-d828-4cb2-9a71-dc99a46097a6,0d69ae9a-d828-4cb2-9a71-dc99a46097a6,tintor,the Dyer?,Neighbor,Neighbor,,,,,,Witness,,M
HCM 50,Hugh de Breose II penitentiary,"Hugh de Brehusa, penitentiary of the church of Hereford",,4e11a294-53c8-43e1-be34-7fff971a03f8,28849aba-e404-4c8f-a852-bb12f8ecc98b,penitentiary of the church of Hereford,,Principal|Clerical,,True,,,,Principal,,,M
HCM 50,John Thrum de Mora Canonicorum,John Thrum,,064cac0a-6b69-4308-b57e-2e4be1531010; fee24619-41fe-4c1a-9da3-d73396c6b6cc,5c261ff1-eeb7-4ec8-9ba5-f78cbc3461cf,,,Neighbor,Neighbor,,,,,,Witness,,M
HCM 50,Roger de Ledbury,"Roger son of Richard Ledeburi, citizen of Hereford",,5c4dd7b2-d355-435c-a78b-2c37d36aff2d,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,son of Richard Ledeburi,,Principal,,,,Parent,,Principal,,,M
HCM 50,John le Noreys,"John Normon,",,f6b58054-11bf-447d-b5ac-d9a212f3e303,ac8f7e0b-bb8b-4441-bf12-844685ca74e8,aka Noremon,,Witness,,,,,,,Witness,,M
HCM 50,Reginald Syward,Reginald Siward,,9983a094-3e74-4a0a-b9e3-7393e071b38d,ad6edf05-7417-4362-911b-ac1f3a92891d,,,Neighbor,Neighbor,,,,,,,,M
HCM 50,William Ploume,William Ploume,,d4e429ed-3514-4bf4-b155-3b5b9fd15a6a,c15c4d67-3dad-4ff4-afca-e0637e631cfa,,,Neighbor,Neighbor,,,,,,,,M
HCM 50,Walter de la Brugge,"Walter de la Brugge,",,c450c3cb-ced8-4293-b66a-407606c34e20,c450c3cb-ced8-4293-b66a-407606c34e20,,,Witness,,,,,,,Witness,,M
HCM 50,dean and chapter of Hereford,dean and chapter of Hereford,,76b2ce38-dad6-431f-b681-ccba4aefb3a7,c5a27237-f2d1-40ec-976a-f21d8fbb4ff2,dean and chapter of Hereford,,Clerical|Collective|Neighbor,Neighbor,True,,Collective,,,,,M
HCM 50,Thomas Thebaud,Thomas Thebaud,,e2456595-4ec9-4079-9e09-8c894641f97c,c7087d8b-f1e5-4664-896f-df122f179472,,,Neighbor,Neighbor,,,,,,,,M
HCM 50,Richard de Ledbury I,"Richard Ledeburi,",,4d6b5648-4ccb-4aa7-b466-a85dc25493d5,d9fa20bd-2e31-4477-b5b6-cd8a8c071f3d,,"father to Roger, citizen of H",Patronymic,,,True,,,,,,M
HCM 50,John Pride,John Pryde,,95f61e61-ce43-41be-890a-3579e2902b94; 64670199-084d-4838-a60f-6f28c4b349eb,da15bb75-5b12-489c-8c1f-bf64f77d6927,,,Neighbor,Neighbor,,,,,,Witness,,M
HCM 500,Hugh Trone,dugh Trone,,d77b76ed-cc87-4ca1-86f3-214ca9c74fb1,030ba6e3-dae3-4c41-9902-faa294849d75,,Hugh Trone|formerly,Lease-holder,Lease-holder,,,,,,,,M
HCM 500,Ralph de Byritone,"Ralph de Byryton’,",,95c6fd72-ef89-4513-9eec-573c983c6998,0318b38b-c428-4a90-9cfd-0e87c7f74b5d,,former husband to Joan,Dead,,,,,,,,Dead,M
HCM 500,William de Staunton,William de Stanton,,ee397941-a3cd-438f-9a56-c64d5d780b0c,038a4ad7-4e97-4aa0-8aca-0f1a4c4e25ee,,"bailiff of the King, with Philip le Worrour and Walter Aubrey",Witness|Agent,Agent,,,,,,Witness,,M
HCM 500,Hugh Edrich,"Hugh Sdrych',",,14ec459f-5449-42be-a38e-ab1df2651e1b,14ec459f-5449-42be-a38e-ab1df2651e1b,,Hugh Edrych',Witness,,,,,,,Witness,,M
HCM 500,Dionysia wife of John son of John de Sale,Dionysia his wife,,274aad00-6b5b-4308-8ce9-fd2cb53d031f,274aad00-6b5b-4308-8ce9-fd2cb53d031f,,wife to John son of John de Sale,Principal|Woman,,,,,,Principal,,,W
HCM 500,Gilbert Hacch',"Gilbert Hacch', bailiff of the bishop",,4c8fc10a-d961-45da-9471-5842b88e51cc,4c8fc10a-d961-45da-9471-5842b88e51cc,bailiff of the bishop,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 500,John de la Sale II,"dolkm son of John de la Sale de Hereford’,",,8ebbcf4f-5ca0-4fc1-a0d7-02fbfbd353be,8ebbcf4f-5ca0-4fc1-a0d7-02fbfbd353be,son of John de la Sale; de Hereford,husband to Dionysia|John son of John de Sale,Principal,,,,Parent,,Principal,,,M
HCM 500,Walter Aubrey,"Walter Aube ey, ""-  bailiffs of the king",,6c370813-7a06-4d77-8c73-4bbbf878fa95,a3288711-9f9b-4a5c-bfbf-6e771666c8d4,"""-  bailiffs of the king",fellow bailiff with Phillip le Worrour and Wm de Stanton,Witness|Agent,Agent,,,,,,Witness,,M
HCM 500,Roger de Ledbury,Roger de Ledebury,,6a7f32c8-253b-4f67-8f3f-a1d2855b3918,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,,,Witness,,,,,,,Witness,,M
HCM 500,John Bade,"Sohn Bade, clerk,",,41020db0-14cd-4bda-8aa1-ed65f3994281,a705b6dc-359d-45b3-ad16-31243e432731,clerk,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 500,John de la Sale I,John de la Sale,,6147fe72-d81d-4f74-ac30-6cbd01a51577,b6434b3e-2151-432d-817c-f83bd12ed098,,father to ..Odlm?,Patronymic,,,True,,,,,,M
HCM 500,Joan wife of Ralph de Byryton,"Joon formerly wife of Ralph de Byryton’, citizen of Hereford",,b85679ee-468e-47af-bd7d-a8514b304979,b85679ee-468e-47af-bd7d-a8514b304979,formerly wife of Ralph de Byryton’ citizen of Hereford,,Principal|Woman,,,,,,Principal,,,W
HCM 500,Nicholas Stevenes,"Nicholas Stephenes,",,76a163d9-c71d-4c54-a8ac-77a0ffa20cf2,c4e68292-31c2-4abd-9a1d-3cf3dceaabf0,,,Witness,,,,,,,Witness,,M
HCM 500,Adam de Orleton,the bishop,,5488cd67-6b1b-4eab-b54e-14220024e4a9,ce859ac7-0532-43e2-9359-1f495b0beefb,bishop of Hereford,,Office|Clerical,,True,,Office,,,,,M
HCM 500,Philip le Worrour,"Phillip le Worrour,",,66c26a7b-c211-4c2d-8260-6bab7c57b7cc,d19a2b84-a064-4302-80b0-a1e1d81c1821,,"bailiff of the King, with Wm de Stanton and Walter Aubrey",Witness|Agent,Agent,,,,,,Witness,,M
HCM 500,King Edward II,"the king,",,335018ee-1710-474c-8db1-adbbe59bc273,d4581268-48f2-45c8-8655-11affadc8472,,,Office,,,,Office,,,,,M
HCM 507,Edward le Webbe,Edward le webve,,69afd62a-a38e-4fa8-be8a-71bb4b749e70,1ab9941e-86f8-4ea0-9429-cd393c0746aa,,Webbere?,Witness,,,,,,,Witness,,M
HCM 507,Hugh the Clerk,"Hugh the clerk,",,549b582e-141c-4441-888d-8722c129f090,2c03d85a-8109-4b54-bd98-20e4e9f230e3,,"father to Hugh, chaplain",Clerical|Patronymic,,True,True,,,,,,M
HCM 507,Agnes wife of John Wyhthed,Agnes his wife.,,2e3f3c5c-f8e3-4a77-8024-dc7ad3b0c5c2,2e3f3c5c-f8e3-4a77-8024-dc7ad3b0c5c2,,wife to John Wyhthed,Principal|Woman,,,,,,Principal,,,W
HCM 507,Thomas de Ledbury,Thomas de Ledeburi,,b6f22d58-1765-4661-8407-6256fe055437,3dae5117-ff54-4f61-bdd0-3bd92e0b7385,,,Neighbor,Neighbor,,,,,,,,M
HCM 507,Hugh son of Hugh the Clerk,"Hugh son of Hugh the clerk, chaplain",,47419cfb-b103-42bf-bbce-3d02dc231ce6,47419cfb-b103-42bf-bbce-3d02dc231ce6,chaplain,,Principal|Clerical,,True,,Parent,,Principal,,,M
HCM 507,William Teynterel,William Teyntrer,,c23cb90f-4745-46ab-87e0-8ec1dc998c5b,5223ff75-0d12-4998-b0d8-51f149fbe040,,land formerly of,Neighbor,Neighbor,,,,,,,,M
HCM 507,rector of St Nicholas Hereford,rector of the church of St. Nicholas,,fd7c53f2-723a-47c5-aa72-bc9e156a2597,629bd776-e25b-49dd-b8a2-d7d86d55835c,rector of St Nicholas Hereford,,Neighbor|Clerical|Office,Neighbor,True,,Office,,,,,M
HCM 507,Thomas de Staunton,Thomas de Stanton',,6cbfdd93-21d7-4086-80b4-daf14ea16d4e,942f0ad8-d3cb-40a8-84cd-68c614f2818b,,,Witness,,,,,,,Witness,,M
HCM 507,Walter de Bromyard,"Walter de Brommyord,",,a81cd867-13b6-4175-a619-d69d01d39864,96f6e704-2da1-472e-a877-925bcfda3baa,,,Witness,,,,,,,Witness,,M
HCM 507,John le Clerk of Hereford,John le Clerk,,a182e867-e7f0-4850-a278-056673e34dc4,986a2848-b6b7-44ae-9c82-dd6eaabec26d,,Hereford Wye Brugge St,Witness|Clerical,,True,,,,,Witness,,M
HCM 507,Walter de Tudenor,Walter de Tuddenor'.,,9d79dcd5-7fee-43b5-8aa8-22096ed0e727,9d79dcd5-7fee-43b5-8aa8-22096ed0e727,,,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 507,Walter de la Berre's chantry at St Nicholas Hereford,perpetual chantry of walter de la Berre in the church of St. Nicholas,,b4b42b02-1877-48b6-92e9-ad6bf0cb12c5,b4b42b02-1877-48b6-92e9-ad6bf0cb12c5,chaplain of De la Berre chantry at St Nicholas Hereford,,Neighbor|Office|Clerical,Neighbor,True,,Office,,,,,M
HCM 507,Walter de la Barre,walter de la Berre,,fdfab517-06fc-4f91-bd9c-0e21f349c4cb,bed5111d-3137-4147-ab13-4edc38428785,,,Dead,,,,,,,,Dead,M
HCM 507,Matilda de Eardisley,Matilde de Irdesleye,,d8c41851-78eb-41bc-9377-55a7a1074afa,d8c41851-78eb-41bc-9377-55a7a1074afa,,,Neighbor|Woman,Neighbor,,,,,,,,W
HCM 507,Thomas le Belyeoter,Thomas le Belyeoter,,e5d87253-e526-4a36-9aec-fd0549927da9,e5d87253-e526-4a36-9aec-fd0549927da9,,,Witness,,,,,,,Witness,,M
HCM 507,Walter de Linton,"walter de Linton',",,f3b1705a-351c-44ef-9158-ed0f5ead1074,f3b1705a-351c-44ef-9158-ed0f5ead1074,,Linton = nr Ross on Wye,Witness,,,,,,,Witness,,M
HCM 507,John Whitehead,John wyhthed,,fd161222-1a5b-47f2-8e8f-681cf2c76e25,fd161222-1a5b-47f2-8e8f-681cf2c76e25,,Whitehead?|husband to Agnes,Principal,,,,,,Principal,,,M
HCM 508,King Edward I,the king,,5bdc9e4b-aa08-4210-8efb-5234653d39bc,05626e2f-1307-4e90-a6fb-689d37bf534b,,,Office,,,,Office,,,,,M
HCM 508,William Iouderay,William Jonderay citizen of Hereford,,f405d091-f464-4f17-9412-a762ea6ba679,08876dae-dfec-4c9f-bbbe-da3eed72544a,,,Principal,,,,,,Principal,,,M
HCM 508,John le Wannter,"John le Wannter,",,05ed2090-48d2-47b0-a59b-d7f2a682c0ea,0b7029ef-75f0-4838-b89f-4f2eee47215d,,"bailiff of H, with John de la Hulle and Hugh Elote",Witness|Agent,Agent,,,,,,Witness,,M
HCM 508,John Cays,John,,fa55b34a-95d0-490a-95d0-3bbe7c81095a; 4f24fde6-815d-4529-b02a-01d70a55642c,0df0c477-7a75-4555-bf52-8f9304bbcbea,John father to Thomas; draper,"father to Thomas son of John, draper of Hereford, formerly husband (Thomas that is) to Ema Rord",Patronymic|Dead,Neighbor,,True,,,,,Dead,M
HCM 508,Emma Rord wife of Thomas son of John,"Ema Rord formerly wife of Thomas son of John formerly citizen of Hereford, widow",,1431a9b6-24cd-4f37-9d80-12820d1da299,1431a9b6-24cd-4f37-9d80-12820d1da299,widow,,Principal|Woman,,,,Parent,,Principal,,,W
HCM 508,William Godknave I,William Godknaue,,869debe5-c1d4-41ad-82ac-96ebc10ed72d,2ac2c7cc-3520-4513-8621-35dabf608dd6,,,Witness,,,,,,,Witness,,M
HCM 508,John de la Hulle de Werham,"John de la Hull',",,97b29dcf-fde7-49cb-bd12-9e86c16a5d05,477a4040-4601-4f71-8f27-b6d1aa2c298c,,"bailiff of the king in H, with John le Wannter and Hugh Elote",Witness|Agent,Agent,,,,,,Witness,,M
HCM 508,Hugh Elote,"Hugh Elote, bailifis of the king in Hereford,",,395e0a8d-336e-4d57-aa40-747c98ae0335,8a56d767-5b56-4344-9502-4f511c1621b9,"bailifis of the king in Hereford,",fellow bailiff with John de la Hull and John le Wannter,Witness|Agent,Agent,,,,,,Witness,,M
HCM 508,William de Lecche,"William de leeche, clerk.",,cd67590e-6bf2-49e7-8ea3-3fefb17ac0ba,8d6e84b9-e4fd-48d9-8e87-19410b168a67,clerk,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 508,Walter Ingayn,Walter Ingian,,0955e65a-8521-4f19-a0d3-ecddb2d082de,9db4b0e3-559c-4fdb-bf55-aa04641b0914,,"cf HCM 410 & 393, also RE Walter Ingan shop in Hereford drapery, 1258 (HCM p.416-17)",Neighbor,Neighbor,,,,,,,,M
HCM 508,Adam le Walcar,Adam Called le Walcar',,9dcaf6c6-31a9-410f-8473-a17b7ceb1fd3,9dcaf6c6-31a9-410f-8473-a17b7ceb1fd3,,"a walcare (mod. surname Walker) = fuller, from german; or else a walker of boundaries in a forest ",Witness,,,,,,,Witness,,M
HCM 508,Gilbert Blod,Gilbert Blod,,85cdec1a-4ef2-46ef-a889-c4292f3c0e05,9e04e3d4-7b75-4490-b8da-af95b77d4059,,,Witness,,,,,,,Witness,,M
HCM 508,William Hamelyn,William Hamelyn,,badbe6ae-ad31-481f-ad3e-4877fb30994b,b58b2749-de50-45c6-891e-956710e65ab3,,,Witness,,,,,,,Witness,,M
HCM 508,Walter de la Barre,Walter de la Barre,,c205e372-c4e5-4126-adc0-382f46145f0f,bed5111d-3137-4147-ab13-4edc38428785,,,Witness,,,,,,,Witness,,M
HCM 508,William le Coruiser I,"William le coruisor,",,7bfcf4a0-6984-4e82-be4b-5a788c994f5b,bf95ec83-8308-4464-893b-acf9ca5c9055,,,Witness,,,,,,,Witness,,M
HCM 508,Thomas Cays,Thomas son of John formerly citizen of Hereford,,ee8da1bf-ab6e-49e7-a7a1-1423cc55cb35,ee8da1bf-ab6e-49e7-a7a1-1423cc55cb35,son of John,husband to Ema Rord,Dead,,,,Parent,,,,Dead,M
HCM 516,Thomas de la Barre,Thomas de la Barre,,4f0c2b95-abf1-43fc-8b34-04c801a50015,02e5a46a-3416-47b1-8e3f-c9866ed27105,,,Neighbor,Neighbor,,,,,,,,M
HCM 516,William the Dyer of Hereford,Willien the dyer (tinctox),,1d34642b-0448-474d-809e-061c210d8f2e,1d34642b-0448-474d-809e-061c210d8f2e,,"Eign St; cf HCM 437, 1281, land in Mora",Witness,,,,,,,Witness,,M
HCM 516,William de Penreth,William de fenreth',,b2a88824-1af6-46cb-b1ca-7e7260305a02,44c5dd27-6906-466b-8a81-6f48c27b8c6a,,,Witness,,,,,,,Witness,,M
HCM 516,Nicholas Bresebon de Hereford,"Nicholas Presebon de tereford', fisherman;",,55cb38e8-88f2-4d90-a9f4-f78da99b3dcb,55cb38e8-88f2-4d90-a9f4-f78da99b3dcb,fisherman;,"Nicholas Bresebon de Hereford, fisherman",Principal,,,,,,Principal,,,M
HCM 516,Hugh Thurgrim,"Hugh Thrum de Abouetheine,",,6019bfe6-b4ce-4a3e-baf2-64b58f01b5e8,6019bfe6-b4ce-4a3e-baf2-64b58f01b5e8,Hugh Thrum de Abouetheine [i.e. Upper Eign Street],"Above the Eign = Upper Eign Street, in central Hereford",Principal,,,,,,Principal,,,M
HCM 516,William le Baroun,William le Seroun,,80654015-bfb3-4bc4-95b5-2313192ebdeb,673d5c60-7077-41fd-ad7b-c270411eb221,,William le Baroun,Witness,,,,,,,Witness,,M
HCM 516,John Scholliht,John Scholliht a,,6b8a2e1d-e78e-49b1-9b46-4376bd231c28,6b8a2e1d-e78e-49b1-9b46-4376bd231c28,,,Neighbor,Neighbor,,,,,,,,M
HCM 516,William Ballard,Williem Ballard,,f62f9004-3686-44d6-837c-76a609293896,7335e045-b727-4cc7-acf1-54ba7ec19b44,,,Neighbor,Neighbor,,,,,,,,M
HCM 516,Robert Chark,"Robert Chark',",,99b4ca40-83d5-48c7-bb4a-10372cbd92ac,7c353b02-78c1-494d-9bc9-775f96f709f0,,,Witness,,,,,,,Witness,,M
HCM 516,lord(s) of the fee,lord of the fee,,08b74097-bfaf-4afa-a23d-2b1665fd28a6; 5fb4501a-c5eb-44f8-8eba-e444f7898c23,949cae31-0858-4532-ac3f-cccf11642131,,in city of Hereford|John de la Barewe = bailiff of the fee,Lease-holder|Office,Lease-holder,,,Office,,,,,M
HCM 516,Walter de Boleye,Walter de Boleye,,9d5dad1a-7e21-4287-b5f3-e8267fe892f1,9d5dad1a-7e21-4287-b5f3-e8267fe892f1,,"Bulleye = W of Glouc, W of Highnam",Witness,,,,,,,Witness,,M
HCM 516,John de la Barewe,"John de la Barewe, bailiff of the fee",,9af06270-51d1-479b-873d-0145eddef39e,9f198569-1a34-4d35-835d-0b7dea068a59,bailiff of the fee,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 516,John de Staunton I,John de & retton,,d3615bd6-6708-4650-aa49-86db4459451e,a086b45e-402b-4341-a9a1-e1340e817f8a,,,Witness,,,,,,,Witness,,M
HCM 516,John le Noreys,"John Normon,",,7f0e5726-3add-4589-953a-b8b6b3c8638f,ac8f7e0b-bb8b-4441-bf12-844685ca74e8,aka Noremon,,Witness,,,,,,,Witness,,M
HCM 516,William de Welington,william de Welynton,,f6f6f471-3b52-4eae-b2cb-597a2975cce7,acf09ec2-b413-4f72-8153-fb8688ee8077,,,Witness,,,,,,,Witness,,M
HCM 516,John Vint,John Vynth,,dee6d9b8-8940-431b-8b64-e871af7e379b,bcf6101e-36c1-4b15-b8f3-0f8a760671e9,,,Witness,,,,,,,Witness,,M
HCM 516,William le Knyght,William le Knyt',,bd39ba08-d5a2-4c28-8971-29c2d533edce; 8769694d-2e09-4c95-b675-a756464bb574,bd39ba08-d5a2-4c28-8971-29c2d533edce,,Knight?,Neighbor,Neighbor,,,,,,Witness,,M
HCM 516,lepers of Eign,tenement of the lepers,,d3330dc9-dcc0-4819-9902-d7d617ceace2,bf8f1409-2fdc-4b08-8ecc-32ef1ad8efa9,,Lepers of Eign,Collective|Office|Neighbor,Neighbor,,,Collective,,,,,M
HCM 516,William Rogers,"William Rogeres, chaplain",,c2cacea0-7a41-452c-943e-f0d6480b1bb6,c2cacea0-7a41-452c-943e-f0d6480b1bb6,chaplain,,Witness|Clerical,,True,,,,,Witness,,M
HCM 516,Thomas Thebaud,"Thomas Thebaud,",,2b5c8c80-402a-4955-8d31-70f29c63444e,c7087d8b-f1e5-4664-896f-df122f179472,,,Witness,,,,,,,Witness,,M
HCM 516,Stephen de Strettone,"Stephen de Strettone, clerk.",,cd0af2af-3c2d-4f93-8e90-d4e8cce04ef4,cd0af2af-3c2d-4f93-8e90-d4e8cce04ef4,clerk,,Witness|Scribe|Clerical,,True,,,Scribe,,Witness,,M
HCM 516,John Pride,ohn Pride,,1295763b-453d-4099-a50e-145c257e560c,da15bb75-5b12-489c-8c1f-bf64f77d6927,,,Witness,,,,,,,Witness,,M
HCM 516,Walter de Evesham,"Walter de Bueshame, chaplain",,280c466e-cc79-4954-b477-fca5d86ecadf,e01a71c5-7db0-48fd-9e85-11810c27b2ea,chaplain,Eueshame ie Evesham,Principal|Clerical,,True,,,,Principal,,,M
